stationid,date,width
changjiangtun,1988-08-26,196.684843511218
changjiangtun,1988-09-27,175.11731852285524
changjiangtun,1988-10-13,217.935800123702
changjiangtun,1988-10-29,170.60662420989425
changjiangtun,1989-05-25,185.085695173842
changjiangtun,1989-06-26,186.2826566143465
changjiangtun,1989-09-14,197.74554009805524
changjiangtun,1989-11-01,177.942685202346
changjiangtun,1990-06-29,198.4477319189925
changjiangtun,1990-08-16,201.49781165638274
changjiangtun,1990-10-19,182.2006776081115
changjiangtun,1990-11-04,179.21251545085
changjiangtun,1991-07-02,193.11432964848376
changjiangtun,1991-08-03,395.232458227558
changjiangtun,1991-09-04,203.1857442230535
changjiangtun,1993-09-25,197.74554009805524
changjiangtun,1993-10-27,211.422226717208
changjiangtun,1994-05-23,198.77831740290574
changjiangtun,1994-07-26,198.77831740290574
changjiangtun,1994-09-12,201.55735087143
changjiangtun,1994-09-28,204.92552222373934
changjiangtun,1995-04-24,174.8646166156595
changjiangtun,1995-05-26,200.52589828735725
changjiangtun,1996-04-26,188.73307489424775
changjiangtun,1996-05-28,158.0089377560755
changjiangtun,1996-06-29,15.2415002869523
changjiangtun,1996-07-31,178.78318791817375
changjiangtun,1996-09-17,174.5329989210725
changjiangtun,1996-10-19,152.90963409466517
changjiangtun,1997-04-13,193.5759001704315
changjiangtun,1997-07-18,197.74554009805524
changjiangtun,1997-09-04,174.38627173429475
changjiangtun,1998-05-18,127.38141479600452
changjiangtun,1998-07-05,200.746350441954
changjiangtun,1998-09-23,202.73788757373174
changjiangtun,1999-05-21,194.17502623532124
changjiangtun,1999-06-30,191.76757523540476
changjiangtun,1999-11-05,149.0631839181237
changjiangtun,1999-11-13,105.6557244913497
changjiangtun,2000-04-29,196.07203115838848
changjiangtun,2000-06-08,170.54463706245625
changjiangtun,2000-06-16,189.42139380631875
changjiangtun,2000-07-10,188.88538028474176
changjiangtun,2000-08-03,193.99493561567775
changjiangtun,2000-08-11,193.18664455833766
changjiangtun,2000-09-12,197.7918037417125
changjiangtun,2000-09-28,205.4269775121925
changjiangtun,2000-10-14,204.4258201404025
changjiangtun,2000-10-22,206.5496983471065
changjiangtun,2001-05-02,186.29315243771836
changjiangtun,2001-05-26,175.65757910073174
changjiangtun,2001-06-03,179.78267258381175
changjiangtun,2001-06-27,179.080364960898
changjiangtun,2001-08-30,194.72598803444075
changjiangtun,2001-09-07,202.55850824322
changjiangtun,2001-10-09,169.57017077691427
changjiangtun,2001-10-17,201.73673020194175
changjiangtun,2001-10-25,208.46204674907074
changjiangtun,2001-11-10,203.06491706254224
changjiangtun,2002-06-30,187.7485961557835
changjiangtun,2002-09-18,208.417010244289
changjiangtun,2003-04-30,196.8489812576465
changjiangtun,2003-05-08,195.84782388585649
changjiangtun,2003-10-07,202.81822969862
changjiangtun,2004-08-22,190.97538355206325
changjiangtun,2004-09-23,122.3265197390036
changjiangtun,2004-10-09,136.2681733773358
changjiangtun,2004-10-25,207.159946583645
changjiangtun,2005-06-22,211.422226717208
changjiangtun,2005-08-09,200.49665428459275
changjiangtun,2005-11-13,202.4498773523705
changjiangtun,2006-05-24,179.080364960898
changjiangtun,2006-08-12,198.598938072394
changjiangtun,2006-09-29,145.80445941382686
changjiangtun,2006-10-15,197.4303471719865
changjiangtun,2007-07-14,184.83369892557525
changjiangtun,2007-08-31,112.26674173235278
changjiangtun,2007-10-02,154.463182608946
changjiangtun,2008-04-11,201.13705792903332
changjiangtun,2008-05-13,194.17502623532124
changjiangtun,2008-08-17,186.55132451813074
changjiangtun,2008-10-20,199.77587470114526
changjiangtun,2008-10-29,1.91337952545868
changjiangtun,2009-09-21,184.8614710107025
changjiangtun,2009-10-07,178.986166817752
changjiangtun,2009-10-23,210.657217612975
changjiangtun,2010-05-03,203.9672651437743
changjiangtun,2010-09-08,197.267910252408
changjiangtun,2011-04-04,203.535747020667
changjiangtun,2011-07-25,201.55735087143
changjiangtun,2011-08-26,185.92216759753973
changjiangtun,2011-09-11,125.76430265226985
changjiangtun,2013-07-14,202.348724597692
changjiangtun,2013-10-18,194.291011738169
changjiangtun,2014-04-12,205.47180545421298
changjiangtun,2014-04-28,202.52810392820373
changjiangtun,2014-05-30,199.65963465923124
changjiangtun,2014-09-19,172.72488845710274
changjiangtun,2014-10-05,188.88095765045875
changjiangtun,2014-10-21,122.33786341055674
changjiangtun,2014-11-06,146.79131829213944
changjiangtun,2015-04-15,184.8614710107025
changjiangtun,2015-06-18,195.84782388585649
changjiangtun,2015-07-04,186.1015469280515
changjiangtun,2015-08-05,170.7838790704475
changjiangtun,2015-09-06,196.145189417494
changjiangtun,2015-10-24,189.89864642839925
changjiangtun,2015-11-25,193.251332071327
changjiangtun,2016-05-19,191.76757523540476
changjiangtun,2016-06-04,195.84782388585649
changjiangtun,2016-07-06,192.82827182224202
changjiangtun,2016-08-23,197.19117473130424
changjiangtun,2016-10-10,188.852661114589
changjiangtun,2017-06-23,125.3058060993873
changjiangtun,2017-09-27,136.25430455401587
changjiangtun,2017-10-29,157.22189084494875
changjiangtun,2018-07-28,199.839013989743
changjiangtun,2018-09-14,218.2876953492725
changjiangtun,2018-09-30,204.36634795177423
changjiangtun,2018-11-01,140.31991067199664
changjiangtun,2019-04-10,198.447855277752
changjiangtun,2019-09-01,212.22882101766376
changjiangtun,2019-09-17,207.38590001538876
changjiangtun,2019-11-04,200.47897994733552
changjiangtun,2020-04-12,192.395402892196
changjiangtun,2020-05-30,188.4042127883095
changjiangtun,2020-07-01,188.4042127883095
dalai,1984-05-23,219.9876591606935
dalai,1984-06-01,212.811665087032
dalai,1985-04-17,184.017620962938
dalai,1985-08-07,245.38687630142152
dalai,1986-05-22,218.021956454521
dalai,1986-06-07,176.9900667720535
dalai,1986-10-29,244.3446498532585
dalai,1987-05-25,218.021956454521
dalai,1987-06-10,205.69461966554798
dalai,1987-08-04,233.357172631857
dalai,1987-08-13,238.597244643573
dalai,1988-06-12,427.814326868795
dalai,1988-10-18,711.217498022553
dalai,1989-04-28,273.792838509558
dalai,1989-10-05,315.12303401009353
dalai,1990-05-17,246.07127511262502
dalai,1990-07-04,295.3216272825045
dalai,1990-07-20,302.5574881047265
dalai,1990-09-06,718.601821036435
dalai,1990-10-24,473.013529832801
dalai,1991-04-18,261.37632281436254
dalai,1991-05-04,288.591979065842
dalai,1991-05-20,253.664026598673
dalai,1991-06-05,247.9472875243075
dalai,1991-10-27,572.642339528165
dalai,1992-04-20,290.4381644994615
dalai,1992-05-22,268.4633010082615
dalai,1992-10-13,574.190665321398
dalai,1993-06-10,196.2254748007185
dalai,1994-06-13,288.3239824409485
dalai,1994-07-15,339.68882556158303
dalai,1994-09-17,330.130476049511
dalai,1995-07-18,696.031995050456
dalai,1995-09-04,382.803333663674
dalai,1995-11-07,275.788493466759
dalai,1996-06-02,279.71872508858496
dalai,1996-09-13,691.684772630994
dalai,1996-09-22,318.6960266062875
dalai,1996-10-08,305.4451689415365
dalai,1996-10-15,282.6365417957005
dalai,1996-10-24,292.99859631516347
dalai,1997-04-09,240.97941817877552
dalai,1997-05-04,246.993929374058
dalai,1997-06-12,282.6365417957005
dalai,1997-06-28,280.9094634943805
dalai,1997-10-27,307.17224724285654
dalai,1998-05-23,219.6299670931065
dalai,1998-06-08,245.862880961819
dalai,1999-05-10,314.765436326247
dalai,1999-06-11,290.072882263071
dalai,1999-09-15,377.652258654971
dalai,1999-10-17,323.79740428545
dalai,1999-11-02,315.74802769503003
dalai,2000-04-18,262.2692788028325
dalai,2000-05-20,313.157465157226
dalai,2000-05-28,302.288784459813
dalai,2000-07-23,253.336115175314
dalai,2000-07-31,267.152741585876
dalai,2000-08-16,322.447957045913
dalai,2000-09-01,295.6786466514315
dalai,2000-09-25,307.17224724285654
dalai,2000-10-03,314.765436326247
dalai,2000-10-11,301.931759942682
dalai,2000-10-26,95.5197912440907
dalai,2000-10-27,314.79521182227097
dalai,2001-04-20,279.986417969441
dalai,2001-04-29,282.27951727856953
dalai,2001-05-31,268.58240814056103
dalai,2001-07-10,230.974274915955
dalai,2001-08-11,315.8373593313055
dalai,2001-09-12,314.765436326247
dalai,2001-09-20,53.8967538860277
dalai,2001-09-28,267.98645547454
dalai,2001-10-06,290.072882263071
dalai,2001-10-14,255.182710749187
dalai,2002-05-10,274.0313239129015
dalai,2002-05-18,253.336115175314
dalai,2002-08-30,295.6786466514315
dalai,2002-09-23,290.229730879091
dalai,2002-10-09,269.862467886223
dalai,2002-10-25,248.044176724094
dalai,2004-05-14,310.89474711612854
dalai,2004-07-26,280.820131858105
dalai,2004-08-18,309.52494902607305
dalai,2004-09-19,297.5251478415645
dalai,2004-10-05,298.4779637143235
dalai,2004-10-14,295.767978287707
dalai,2005-04-15,280.0757496057165
dalai,2005-10-08,228.858944807944
dalai,2005-10-17,275.668976194206
dalai,2005-10-24,302.161733648701
dalai,2006-04-27,288.59198421404597
dalai,2006-05-20,260.393450010426
dalai,2006-06-05,272.48299811966797
dalai,2006-08-08,545.963495090912
dalai,2006-08-17,691.744323623041
dalai,2006-08-24,414.7536970589075
dalai,2006-09-02,315.8373593313055
dalai,2006-10-04,290.31906251536645
dalai,2006-10-11,140.369777800406
dalai,2006-10-20,296.72079416046597
dalai,2007-06-24,210.60551379571498
dalai,2007-08-11,343.906979073955
dalai,2007-08-27,265.2769127934695
dalai,2007-09-05,274.7459306692665
dalai,2007-09-12,274.83526230554196
dalai,2007-09-21,280.0757496057165
dalai,2007-09-28,268.098566197566
dalai,2008-09-07,295.767978287707
dalai,2008-10-09,280.0757496057165
dalai,2009-04-26,308.81034226970746
dalai,2009-07-08,302.88473197763
dalai,2009-09-10,375.5984993510545
dalai,2009-10-03,336.0258423589985
dalai,2009-10-12,335.48988343057147
dalai,2010-05-08,330.606420647528
dalai,2010-06-25,315.8075838352815
dalai,2010-07-02,331.818127688325
dalai,2010-08-12,429.481754646124
dalai,2010-09-13,433.769426073539
dalai,2010-09-29,335.519658926595
dalai,2010-10-15,335.5792150668465
dalai,2010-10-31,331.818127688325
dalai,2011-08-22,339.66033368443004
dalai,2011-09-23,25.3106302779688
dalai,2011-10-02,303.926879486664
dalai,2011-10-18,258.168428835282
dalai,2011-11-03,291.2211342571
dalai,2013-05-16,345.4354413799845
dalai,2013-06-01,345.4354413799845
dalai,2013-06-17,402.45745199012094
dalai,2013-06-24,390.535405847099
dalai,2014-07-22,626.119130386764
dalai,2014-08-23,328.799975916861
dalai,2014-08-30,312.2930593922215
dalai,2014-09-24,640.947327406576
dalai,2015-05-22,316.403093755756
dalai,2015-06-14,346.824977684279
dalai,2015-10-13,325.34581931422
dalai,2015-10-29,332.830494553131
dalai,2016-05-31,319.807257865159
dalai,2016-07-18,319.14288213548446
dalai,2016-08-28,289.12750039692696
dalai,2016-09-20,332.303750909913
dalai,2016-10-06,351.0630101284675
dalai,2016-10-31,345.4056658839605
dalai,2017-04-09,307.499678167173
dalai,2017-05-11,281.44541727460296
dalai,2017-05-27,326.318876209145
dalai,2017-06-12,326.318876209145
dalai,2017-07-05,309.7332831144985
dalai,2017-07-14,302.05076239483253
dalai,2017-07-21,326.318876209145
dalai,2017-08-22,351.0630101284675
dalai,2017-08-31,311.0732799675105
dalai,2017-09-23,309.7332831144985
dalai,2017-10-02,307.589009803448
dalai,2017-11-03,282.347525053765
dalai,2018-04-28,239.170567520759
dalai,2018-05-30,296.333585723125
dalai,2018-07-01,326.318876209145
dalai,2018-08-02,410.5560711520585
dalai,2018-08-09,409.960717393773
dalai,2018-08-18,429.481754646124
dalai,2018-10-05,429.481754646124
dalai,2018-10-12,393.017730827373
dalai,2018-10-21,388.76002709559805
dalai,2018-11-06,358.1495833303165
dalai,2019-04-15,320.265235231122
dalai,2019-05-01,298.4477677816375
dalai,2019-05-24,272.333104727288
dalai,2019-06-02,326.318876209145
dalai,2019-07-04,326.318876209145
dalai,2019-10-08,721.102962702428
dalai,2019-11-25,319.807257865159
dalai,2020-05-26,351.0332346324435
dalai,2020-06-11,351.0332346324435
fuyu,1984-05-16,268.77641087133065
fuyu,1984-06-01,265.3295753001153
fuyu,1984-09-21,276.1029296272737
fuyu,1985-04-17,215.930093192115
fuyu,1985-08-07,406.7130446966375
fuyu,1986-05-06,251.0384157542147
fuyu,1986-05-31,249.17653016377903
fuyu,1986-07-02,337.1869032870447
fuyu,1986-08-26,461.57596996611
fuyu,1986-10-06,251.49862667767368
fuyu,1986-10-13,274.517183817708
fuyu,1986-10-22,269.693519090308
fuyu,1986-10-29,303.166291621255
fuyu,1987-04-23,267.02754479364734
fuyu,1987-05-25,242.30379102993197
fuyu,1987-06-26,239.9655608220765
fuyu,1987-08-13,284.22474769561535
fuyu,1987-09-14,422.7249934890887
fuyu,1987-10-16,284.22474769561535
fuyu,1987-11-17,290.7139235833465
fuyu,1988-06-12,288.10679808757203
fuyu,1988-10-18,199.81229530271267
fuyu,1988-11-03,183.40967901487832
fuyu,1989-04-28,246.44145074436634
fuyu,1989-05-14,173.821901331254
fuyu,1989-05-30,169.403517443269
fuyu,1989-07-17,143.9324375060785
fuyu,1989-08-02,296.13138284178564
fuyu,1989-08-18,277.2881468919723
fuyu,1989-10-21,192.021526133372
fuyu,1990-03-30,316.826603471683
fuyu,1990-05-17,177.210466889191
fuyu,1990-07-04,172.21902892334234
fuyu,1990-09-06,160.69100799663744
fuyu,1990-10-08,183.17077230284966
fuyu,1990-10-24,172.43848328426432
fuyu,1990-11-25,199.23711850667436
fuyu,1991-04-18,292.8811797844997
fuyu,1991-05-04,291.0780712518997
fuyu,1991-06-05,276.31894216294864
fuyu,1991-08-24,310.43382889499236
fuyu,1991-09-09,256.45128250240936
fuyu,1991-10-27,248.8733150360807
fuyu,1992-04-20,257.83796307685265
fuyu,1992-10-13,145.83272923847966
fuyu,1993-05-09,31.758250821592593
fuyu,1993-05-25,185.49341824555066
fuyu,1993-06-10,127.043980606959
fuyu,1994-06-13,155.99215231074717
fuyu,1994-09-17,239.81298021807
fuyu,1994-11-04,273.39453926582496
fuyu,1994-11-20,222.212468651402
fuyu,1995-07-18,273.3303542197463
fuyu,1995-09-04,375.0013183407277
fuyu,1995-09-29,265.8990873748187
fuyu,1996-06-02,202.37158411951802
fuyu,1996-09-22,279.1909836670697
fuyu,1996-10-08,274.13934958432833
fuyu,1996-10-24,279.1909836670697
fuyu,1997-05-04,259.31268389153496
fuyu,1997-09-09,274.75500945259233
fuyu,1998-08-27,316.6543213940474
fuyu,1999-05-10,274.278771839061
fuyu,1999-06-11,277.61661763988565
fuyu,1999-08-22,274.278771839061
fuyu,1999-08-23,247.46919885517534
fuyu,1999-08-30,276.062061942439
fuyu,1999-09-15,256.98310138670234
fuyu,1999-10-17,279.1909836670697
fuyu,1999-11-02,273.6636509586727
fuyu,2000-04-02,269.69792774165103
fuyu,2000-04-18,279.1909836670697
fuyu,2000-04-26,279.21079399680565
fuyu,2000-05-20,273.30865167263204
fuyu,2000-05-28,269.22610507188534
fuyu,2000-06-21,288.849761333223
fuyu,2000-07-23,274.278771839061
fuyu,2000-07-31,264.17447098914437
fuyu,2000-08-16,248.36615447121198
fuyu,2000-08-24,262.0339612330967
fuyu,2000-09-25,273.16939337383167
fuyu,2000-10-03,279.1909836670697
fuyu,2000-10-11,265.8585758023257
fuyu,2000-10-27,283.8071509227297
fuyu,2001-04-05,311.64230797077863
fuyu,2001-04-13,293.4046222753447
fuyu,2001-04-29,274.29858216879734
fuyu,2001-05-31,260.191780713841
fuyu,2001-07-10,220.61256715743934
fuyu,2001-08-11,298.3286205764163
fuyu,2001-09-12,274.29858216879734
fuyu,2001-09-20,282.04367114908797
fuyu,2001-09-28,283.826961252466
fuyu,2001-10-14,282.04367114908797
fuyu,2001-11-15,283.826961252466
fuyu,2002-03-23,281.50133235665453
fuyu,2002-03-24,303.52696582804
fuyu,2002-05-10,273.30865167263204
fuyu,2002-05-18,277.15126965081566
fuyu,2002-07-13,273.30865167263204
fuyu,2002-08-14,278.91474942445734
fuyu,2002-08-15,253.15663926457566
fuyu,2002-08-30,277.15126965081566
fuyu,2002-09-15,273.91752797547053
fuyu,2002-09-16,278.91474942445734
fuyu,2002-10-02,277.15126965081566
fuyu,2002-10-09,282.678135192359
fuyu,2002-10-25,278.9345597541937
fuyu,2003-08-25,280.34116201109566
fuyu,2003-09-10,277.15126965081566
fuyu,2003-10-28,276.81471568943033
fuyu,2004-09-28,279.9448956794047
fuyu,2004-10-14,282.0042235542107
fuyu,2004-11-15,293.92891879704666
fuyu,2005-04-08,305.577821954701
fuyu,2005-05-10,293.870197256988
fuyu,2005-10-17,326.161265962355
fuyu,2006-04-27,331.86888546682366
fuyu,2006-08-17,328.262057003413
fuyu,2006-09-18,312.749708034509
fuyu,2006-10-04,309.9576307610234
fuyu,2006-10-20,327.60879387881266
fuyu,2007-04-07,330.7995750555527
fuyu,2007-04-23,340.76463471054336
fuyu,2007-07-19,316.87218311863467
fuyu,2007-09-05,310.2152217439947
fuyu,2007-09-21,314.8500322592957
fuyu,2008-03-31,347.08365213970836
fuyu,2008-07-30,288.1194016575273
fuyu,2008-08-15,283.64045092955763
fuyu,2008-09-07,340.76463471054336
fuyu,2008-09-16,330.7995750555527
fuyu,2008-10-09,331.33342127399663
fuyu,2009-05-05,330.7995750555527
fuyu,2009-06-22,330.7995750555527
fuyu,2009-07-08,340.76463471054336
fuyu,2009-10-12,340.76463471054336
fuyu,2010-05-08,347.87622731887296
fuyu,2010-06-25,335.71300062780233
fuyu,2010-09-13,355.5619399880013
fuyu,2010-09-29,350.194035898013
fuyu,2010-10-15,351.97651317735034
fuyu,2011-04-25,341.33913427289434
fuyu,2011-10-02,339.1589330324943
fuyu,2011-10-18,344.2105671152356
fuyu,2011-11-03,341.93344416498167
fuyu,2013-05-16,333.25482576501634
fuyu,2013-06-01,353.587041585851
fuyu,2013-10-07,312.042862842337
fuyu,2014-07-22,314.2781696203285
fuyu,2014-09-24,285.43908686350335
fuyu,2014-11-27,250.53685156312403
fuyu,2015-07-09,252.586358852177
fuyu,2015-10-13,259.7770420384067
fuyu,2016-08-28,356.658830624167
fuyu,2016-09-29,367.030663493151
fuyu,2016-10-31,356.658830624167
fuyu,2016-11-16,357.061383165986
fuyu,2017-04-09,352.2921189702827
fuyu,2017-07-14,363.9208288427347
fuyu,2017-08-31,364.8120644461824
fuyu,2017-10-02,357.61080538629
fuyu,2017-11-03,350.053027377185
fuyu,2017-11-19,358.61238226749754
fuyu,2018-05-30,365.86185403871303
fuyu,2018-07-01,363.8018955131247
fuyu,2018-08-02,361.27607847175403
fuyu,2018-08-18,351.3616165896205
fuyu,2018-09-19,377.92637543622095
fuyu,2018-10-05,377.92637543622095
fuyu,2018-10-21,372.20075670699526
fuyu,2018-11-06,370.63618601224033
fuyu,2018-12-08,355.99818138773503
fuyu,2019-04-15,351.3616165896205
fuyu,2019-05-01,323.9181555290966
fuyu,2019-07-04,358.7502614303833
fuyu,2019-10-08,376.1536666918084
fuyu,2019-11-09,365.560014622833
fuyu,2020-04-01,378.699294062915
fuyu,2020-10-10,393.57749492497464
fuyu,2020-10-26,392.7455885973333
heishiguan,1986-06-10,72.15710431381429
heishiguan,1987-01-27,103.151147759545
heishiguan,1987-04-17,30.1418459178998
heishiguan,1987-04-26,40.6762688346607
heishiguan,1987-06-29,186.643416468641
heishiguan,1987-07-06,93.35826093799749
heishiguan,1987-07-31,42.7466178472033
heishiguan,1987-08-16,167.88384661411297
heishiguan,1987-09-08,130.38894482162468
heishiguan,1987-10-26,130.12324203773733
heishiguan,1988-04-28,32.1699976473951
heishiguan,1988-05-14,48.35938939938996
heishiguan,1988-06-06,56.8928473664086
heishiguan,1988-09-26,166.60426374648867
heishiguan,1988-11-06,142.48362307118433
heishiguan,1988-12-15,96.4490649163381
heishiguan,1989-02-10,148.141788499424
heishiguan,1989-03-14,117.3877987146879
heishiguan,1989-05-01,93.7073037532078
heishiguan,1989-05-17,127.70116638152776
heishiguan,1989-06-02,81.4958018142159
heishiguan,1989-06-18,108.66127906637104
