COMID,Unnamed: 0,node_id,lat,lon,time,wse,wse_u,width,width_u,STCD,stationid,node_data_num,width_u_r
42045560,0,42243100090651,45.96579363,128.7522048,773117085.574,103.81416,0.09474,1406.731045,13.94384,11022450.0,tonghe,47,0.009912228815565806
42045560,3,42243100090651,45.96735353,128.7507903,757113532.029,99.96468,0.09885,1015.803643,19.103995,11022450.0,tonghe,47,0.01880677937281231
42045560,5,42243100090651,45.96524716,128.7522789,774196001.001,101.61603,0.09293,1140.056374,10.557223,11022450.0,tonghe,47,0.009260264001646642
42045560,0,42243100090651,45.96514093,128.7523471,775140578.337,101.89452,0.09151,1116.450737,11.246875,11022450.0,tonghe,47,0.010073776322832953
42045560,0,42243100090651,45.96433262,128.7529506,756892744.419,103.64688,0.10288,1455.62521,14.97073,11022450.0,tonghe,47,0.010284742183051363
42045560,0,42243100090651,45.96586764,128.7518828,744273810.304,103.84359,0.09438,1224.905331,10.189612,11022450.0,tonghe,47,0.008318693487668396
42045560,14,42243100090651,45.9669838,128.7509475,757971659.497,99.74478,0.11001,985.796921,17.340664,11022450.0,tonghe,47,0.017590503308135205
42045560,3,42243100090651,45.96535731,128.7515451,752342756.703,100.65843,0.09364,992.180583,5.742952,11022450.0,tonghe,47,0.005788212446806168
42045560,3,42243100090651,45.96739315,128.7507602,754145461.947,100.31682,0.09359,890.184188,10.302955,11022450.0,tonghe,47,0.011573958669326534
42045560,6,42243100090651,45.96568952,128.7521026,751705415.563,100.9315,0.09165,1076.129639,9.858938,11022450.0,tonghe,47,0.009161477988062366
42045560,5,42243100090651,45.9619806,128.7552279,765182477.82,103.48069,0.15895,1060.08549,4.615423,11022450.0,tonghe,47,0.0043538215016979435
42045560,6,42243100090651,45.96529923,128.7522442,766127055.27,101.29392,0.09128,1079.955941,10.266153,11022450.0,tonghe,47,0.00950608502648165
42045560,14,42243100090651,45.96661488,128.7514629,752563544.408,100.38115,0.09986,1045.894431,8.253052,11022450.0,tonghe,47,0.007890903474941632
42026066,4,42257000070041,49.36822216,128.9391874,753508171.755,108.20808,0.1596,84.302007,3.576103,10400241.0,kuerbin,31,0.04242014072096765
42026066,10,42257000070041,49.36831237,128.9389764,755310877.327,109.34549,0.25211,109.595467,3.688033,10400241.0,kuerbin,31,0.033651327933116065
42026066,0,42257000070041,49.36885461,128.9396777,765268978.084,109.46674,0.34319,98.457063,2.973486,10400241.0,kuerbin,31,0.03020083993364701
42026066,7,42257000070041,49.36817628,128.9395805,769732514.956,108.85581,0.20109,40.614279,2.111613,10400241.0,kuerbin,31,0.05199188689278468
42026066,4,42257000070041,49.36827698,128.9400647,748100060.156,108.37295,0.17024,33.906743,3.335774,10400241.0,kuerbin,31,0.09838084418783603
