,node_id,lat,lon,time,wse,wse_u,width,width_u,STCD
2,43428400030541,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50500900.0
3,43428700010821,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
4,43428700020014,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
5,43428700020024,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
6,43428400030521,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50500900.0
7,43428400030531,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50500900.0
8,43428400030541,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50500900.0
9,43428700010821,32.43584728,115.4170746,752948022.423,22.39265,0.11185,138.9898,3.041328,50100700.0
10,43428700020014,32.43470636,115.4153509,752948014.011,22.48456,0.10443,211.427192,6.055613,50100700.0
11,43428700020024,32.43484332,115.4132994,752948014.01,24.19241,0.10057,256.814623,8.680378,50100700.0
0,42481500090731,42.32860133,123.8354387,762473782.22,53.22192,0.1943,36.424204,1.86428,20600200.0
1,42481500090741,42.33035632,123.837098,762473782.217,52.97029,0.22825,89.126666,1.662009,20600200.0
2,42481500090751,42.33163917,123.8390398,762473782.215,52.67717,0.13712,59.634478,2.310987,20600200.0
3,42241500150101,46.83669551,130.3414861,762435226.613,76.23204,0.1984,969.469703,5.47235,11121820.0
4,42241500150111,46.83610532,130.3390968,762435226.611,76.19159,0.24047,1081.500738,9.947529,11121820.0
0,42241500150101,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11121820.0
1,42241500150111,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11121820.0
0,42257000070041,49.36823892,128.939914,768874388.193,107.6052,0.15889,43.063967,2.565658,10400241.0
1,42257000070051,-999999999999.0,-999999999999.0,768874388.188,-999999999999.0,-999999999999.0,27.345712,0.005943,10400241.0
2,42257000070061,-999999999999.0,-999999999999.0,768874388.185,-999999999999.0,-999999999999.0,3.16368,0.211654,10400241.0
3,42258000020291,49.36414481,128.9307402,768874388.179,108.1653,0.09856,122.9522,4.635415,10400171.0
4,42258000020301,49.36244711,128.9301947,768874388.174,108.24365,0.11175,143.12952,4.610572,10400171.0
5,42258000020311,49.36102483,128.9288884,768874388.17,108.16579,0.12261,116.361019,2.929543,10400171.0
6,42440400830891,41.74253774,125.9526108,768874248.526,371.62137,3.57214,160.633716,4.20848,11605400.0
7,42440400830901,41.743253,125.9545079,768874248.529,372.0716,0.13319,364.541152,6.008733,11605400.0
8,42440400830911,41.74374355,125.9562175,768874248.533,372.20531,0.10565,226.480683,7.077647,11605400.0
0,43210800030551,-999999999999.0,-999999999999.0,748531963.743,-999999999999.0,-999999999999.0,1.243961,0.007362,41657600.0
1,43210800030561,-999999999999.0,-999999999999.0,748531963.735,-999999999999.0,-999999999999.0,6.380377,0.622809,41657600.0
2,43210800030571,34.71923913,112.929765,748531963.732,113.94974,0.29299,38.22018,0.884993,41657600.0
3,43210800180074,34.55778063,112.4724091,748531954.577,148.78694,0.10247,-999999999999.0,-999999999999.0,41654600.0
4,43210800190011,34.55614738,112.4718926,748531954.573,148.69905,0.09904,302.919474,11.797698,41654600.0
5,43210800190021,34.55424861,112.4715773,748531954.568,148.72431,0.0927,200.098939,9.039756,41654600.0
6,43210800500024,34.70966928,112.6060295,748531955.001,113.60434,0.09464,229.86147,10.22893,41643400.0
7,43210800510011,34.70985917,112.6032286,748531955.0,113.75144,0.1038,174.582438,9.708088,41643400.0
8,43210800510021,34.70972876,112.6010848,748531955.0,113.66513,0.10022,97.581241,10.331634,41643400.0
0,42257000070041,-999999999999.0,-999999999999.0,761663570.894,-999999999999.0,-999999999999.0,15.616846,0.865292,10400241.0
1,42257000070051,-999999999999.0,-999999999999.0,761663570.891,-999999999999.0,-999999999999.0,83.291474,2.325368,10400241.0
2,42257000070061,49.36474373,128.9372888,761663570.887,110.6873,0.21256,117.601526,3.999181,10400241.0
3,42258000020291,49.36441937,128.9305933,761663570.881,122.26792,0.1201,182.848857,6.303519,10400171.0
4,42258000020301,49.36238332,128.930361,761663570.877,108.25253,0.17599,227.514781,7.064893,10400171.0
5,42258000020311,49.35922029,128.9317145,761663570.872,100.96537,0.13779,318.705197,8.586178,10400171.0
6,42440400830891,41.74220158,125.9518081,761663431.195,372.34201,0.15128,224.885116,5.683331,11605400.0
7,42440400830901,41.74300581,125.9539848,761663431.198,372.27913,0.132,294.66522,5.900469,11605400.0
8,42440400830911,41.74360971,125.9563065,761663431.202,372.66571,0.15299,195.314302,3.911748,11605400.0
0,43120100160181,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,30101400.0
1,43120100160191,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,30101400.0
2,43120100160201,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,30101400.0
0,42246100030131,45.19377762,124.7549671,754318343.734,128.90963,0.11186,415.308693,10.419843,10959200.0
1,42246100030141,45.19299004,124.757642,754318343.736,128.79445,0.10482,428.449142,12.879357,10959200.0
2,42246100030151,45.19234628,124.7599089,754318343.738,128.80319,0.10431,367.957013,11.243915,10959200.0
3,42247700040351,45.5417454,124.3542209,754318341.948,126.09923,0.09415,416.427638,19.599565,11420330.0
4,42247700040361,45.54301262,124.352167,754318341.944,126.06213,0.09637,463.390145,22.257371,11420330.0
5,42247700040371,45.54393804,124.3498319,754318341.94,126.06808,0.09445,429.992688,25.081882,11420330.0
6,42440400830891,41.74116099,125.9525636,754318404.012,372.80972,0.11104,476.524632,13.171289,11605400.0
7,42440400830901,41.74258771,125.954958,754318404.011,373.69714,0.09856,697.19077,18.258576,11605400.0
8,42440400830911,41.74345198,125.9558827,754318404.009,372.69036,0.1066,507.469656,11.127791,11605400.0
0,42481500090731,42.32858946,123.8359361,773290007.439,52.89308,0.10323,119.048152,6.104039,20600200.0
1,42481500090741,42.33003127,123.8374041,773290007.436,52.80536,0.10917,153.74637,6.760051,20600200.0
2,42481500090751,42.33146526,123.8387724,773290007.433,53.18769,0.11625,127.313624,5.352053,20600200.0
3,42243100090651,45.9649504,128.7524985,773337872.491,103.1952,0.09231,1198.378773,11.71118,11022450.0
4,42243100090661,45.96401678,128.7501651,773337872.488,103.25758,0.09244,1115.044983,11.112168,11022450.0
5,42243200030021,45.80646699,128.7243116,773337863.524,110.95498,0.09191,538.763178,11.930148,11021670.0
6,42243200030031,45.80567967,128.7215655,773337863.521,111.05308,0.09683,236.732315,7.424427,11021670.0
7,42257000070041,49.36821294,128.9396577,773337923.586,109.15184,0.2078,36.196629,3.137852,10400241.0
8,42257000070051,49.36590364,128.9378332,773337923.581,106.63257,0.81955,15.990611,0.686306,10400241.0
9,42257000070061,49.36476211,128.9368551,773337923.577,109.47013,0.31173,59.572289,1.928512,10400241.0
10,42258000020291,49.36401617,128.9309897,773337923.572,108.66441,0.28438,81.879474,1.312532,10400171.0
11,42258000020301,49.36209955,128.9301647,773337923.568,108.12834,0.25801,110.344218,1.509523,10400171.0
12,42258000020311,49.36126847,128.9274828,773337923.564,113.42476,0.35318,104.599118,1.560401,10400171.0
13,42440400830891,41.7416815,125.9524859,773337792.506,372.67415,0.11682,236.684601,5.311213,11605400.0
14,42440400830901,41.74278401,125.9543257,773337792.509,372.61724,0.12113,267.326546,5.437921,11605400.0
15,42440400830911,41.74377848,125.9562507,773337792.512,372.84867,0.12232,192.96872,4.306314,11605400.0
0,42242100050571,45.98981444,129.5893182,770369813.935,115.2716,0.09669,233.585225,7.193546,11100120.0
1,42242100050581,45.98884406,129.5904961,770369813.938,115.32162,0.11137,55.882209,3.251091,11100120.0
2,42242100050591,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11100120.0
3,42243100090651,45.96496499,128.7523014,770369805.038,100.89745,0.09637,979.480665,14.272611,11022450.0
4,42243100090661,45.96410255,128.749961,770369805.038,101.00661,0.09571,1059.921478,15.191579,11022450.0
5,42243200030021,45.8088266,128.7196265,770369813.973,111.59661,0.09543,760.500149,13.998696,11021670.0
6,42243200030031,45.80754462,128.7161251,770369813.975,111.86708,0.09427,772.072341,14.785984,11021670.0
7,42257000070041,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400241.0
8,42257000070051,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400241.0
9,42257000070061,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400241.0
10,42258000020291,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400171.0
11,42258000020301,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400171.0
12,42258000020311,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400171.0
13,42272100010491,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400070.0
14,42272100010501,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400070.0
0,42249800140261,49.24694264,125.0792934,759639949.443,223.57668,0.27436,141.213785,6.061095,11200260.0
1,42249800140271,-999999999999.0,-999999999999.0,759639949.439,-999999999999.0,-999999999999.0,28.380438,2.212639,11200260.0
2,42249800140281,-999999999999.0,-999999999999.0,759639949.436,-999999999999.0,-999999999999.0,36.573348,2.555387,11200260.0
3,42249900340171,50.04766321,125.3199982,759639938.921,275.77869,0.13983,278.303639,12.079019,11200020.0
4,42249900340181,50.04337917,125.3261599,759639938.922,281.03963,0.12687,238.048749,14.205735,11200020.0
5,42249900340191,50.04553056,125.3306707,759639938.92,274.98333,0.12403,679.705795,18.608861,11200020.0
0,43428400030521,32.30072117,115.7468672,743895504.317,28.0938,0.5595,15.998271,1.526524,50500900.0
1,43428400030531,32.30019785,115.7465623,743895504.316,25.98695,0.17479,65.799285,11.921308,50500900.0
2,43428400030541,32.30064184,115.7431694,743895504.315,25.90703,0.10374,98.671618,5.604273,50500900.0
3,43428700010821,32.43513583,115.4209548,743895504.508,23.71687,0.23556,1284.199814,29.749136,50100700.0
4,43428700020014,-999999999999.0,-999999999999.0,743895504.507,-999999999999.0,-999999999999.0,226.232971,11.980217,50100700.0
5,43428700020024,32.43452793,115.4132161,743895504.505,21.52661,0.1082,343.148581,14.351658,50100700.0
0,42481500090731,42.32851655,123.8354451,758868371.897,53.8813,0.30609,31.096687,2.025938,20600200.0
1,42481500090741,42.32989259,123.8371715,758868371.895,53.06565,0.178,72.685824,1.500803,20600200.0
2,42481500090751,42.33147869,123.8387009,758868371.892,52.52869,0.19959,61.550379,1.730216,20600200.0
3,42243100090651,45.96733055,128.7508623,758916237.081,100.26246,0.09832,1015.910183,17.225478,11022450.0
4,42243100090661,45.96574985,128.7485094,758916237.078,100.35183,0.0965,984.861967,18.82967,11022450.0
5,42243200030021,45.80826791,128.7229413,758916228.115,110.72913,0.68106,17.304978,1.09781,11021670.0
6,42243200030031,45.80632744,128.7198845,758916228.109,113.37836,0.84113,43.793171,0.650069,11021670.0
7,42257000070041,49.36916945,128.9392702,758916288.176,114.6993,0.2727,129.00936,4.275379,10400241.0
8,42257000070051,49.36678973,128.9373093,758916288.171,109.58202,0.22679,111.42738,3.485922,10400241.0
9,42257000070061,49.36474567,128.9364394,758916288.166,110.71839,0.77112,96.44766,2.847193,10400241.0
10,42258000020291,49.36537024,128.9254607,758916288.162,116.40403,0.13892,259.311272,7.682538,10400171.0
11,42258000020301,49.36259825,128.9292907,758916288.157,109.70266,0.23133,266.490713,7.821732,10400171.0
12,42258000020311,49.3609079,128.9281954,758916288.153,110.12682,0.24712,267.815654,7.645424,10400171.0
13,42440400830891,41.74269598,125.95063,758916157.095,376.56531,0.45503,261.251021,0.791001,11605400.0
14,42440400830901,41.74337874,125.9547523,758916157.098,377.38163,1.02864,257.417717,1.591088,11605400.0
15,42440400830911,41.74475785,125.9566271,758916157.101,378.33075,0.92368,130.817405,1.244909,11605400.0
0,43428700010821,32.43612018,115.4167022,768314228.758,23.32568,0.73188,161.180344,0.388872,50100700.0
1,43428700020014,32.435298,115.4152843,768314228.759,22.27619,0.26615,131.93777,0.940597,50100700.0
2,43428700020024,32.43461882,115.4132586,768314228.759,23.00115,0.1335,120.073681,2.032472,50100700.0
0,42249800140261,49.24758694,125.0788441,766299977.518,223.81787,0.30877,84.847588,2.470594,11200260.0
1,42249800140271,49.24933578,125.0805535,766299977.523,223.07164,0.12889,68.834014,4.016349,11200260.0
2,42249800140281,49.25101876,125.0819326,766299977.527,223.81084,0.2287,95.353142,4.614836,11200260.0
3,42249900340171,50.04777442,125.319223,766299988.107,271.17737,0.10483,367.216617,10.039715,11200020.0
4,42249900340181,50.04944017,125.3216011,766299988.111,271.54758,0.12032,220.905615,6.942686,11200020.0
5,42249900340191,50.04987051,125.3223913,766299988.115,271.47995,0.14586,96.234532,3.466138,11200020.0
6,42272100010491,51.66917758,126.6115164,766300018.012,169.91938,0.10709,264.269348,4.667062,10400070.0
7,42272100010501,51.66762454,126.6102695,766300018.008,170.22543,0.11458,252.112998,5.906167,10400070.0
0,42243100090651,45.9675478,128.7509366,765906267.057,103.85797,0.66739,999.502454,0.639732,11022450.0
1,42243100090661,45.96247252,128.7521206,765906267.058,104.6201,0.5415,886.23292,0.594841,11022450.0
2,42243200030021,45.80731388,128.7226601,765906267.423,110.62805,0.10681,91.16462,3.041738,11021670.0
3,42243200030031,45.80574141,128.7213733,765906267.426,110.72529,0.09863,211.994856,5.306615,11021670.0
4,42249900340171,50.04779009,125.3185851,765906187.128,271.11648,0.33525,105.792512,2.429827,11200020.0
5,42249900340181,50.04902234,125.3215713,765906187.126,273.49584,0.56931,123.170066,1.373729,11200020.0
6,42249900340191,50.05061925,125.323395,765906187.124,272.09517,0.46398,112.979998,1.627224,11200020.0
0,42460000040281,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,21110800.0
1,42460000040291,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,21110800.0
2,42460000040301,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,21110800.0
3,42460000150161,41.26287656,122.679432,769771048.56,2.88129,0.10007,115.843953,7.161075,21101000.0
4,42460000150171,41.26368764,122.6814304,769771048.559,2.90147,0.10328,120.76221,8.956251,21101000.0
5,42460000150181,41.26446598,122.6836072,769771048.558,3.07791,0.10215,94.568741,7.963985,21101000.0
6,42246100030131,45.19236912,124.755447,769818874.955,129.96939,0.13165,273.148158,2.087694,10959200.0
7,42246100030141,45.19191924,124.7568238,769818874.955,129.88259,0.14208,356.932121,2.676655,10959200.0
8,42246100030151,45.19087315,124.7584379,769818874.955,130.23066,0.33559,317.801215,0.669112,10959200.0
9,42481500090731,42.32897977,123.8355366,769818824.805,55.17263,0.25738,28.459051,1.360016,20600200.0
10,42481500090741,42.3298036,123.8371221,769818824.809,53.81292,0.14829,83.451344,3.081196,20600200.0
11,42481500090751,42.33191092,123.8389248,769818824.813,55.72565,0.25583,68.430092,1.783858,20600200.0
0,42241500150101,46.83263851,130.3388819,744408177.259,77.85625,0.09192,1056.343875,9.95076,11121820.0
1,42241500150111,46.83194299,130.335686,744408177.256,77.85142,0.09189,1190.429825,11.313962,11121820.0
2,42246100030131,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10959200.0
3,42246100030141,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10959200.0
4,42246100030151,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10959200.0
5,42249800140261,49.24760737,125.0773504,744360181.639,222.75398,2.34551,2.395962,0.6764,11200260.0
6,42249800140271,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11200260.0
7,42249800140281,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11200260.0
0,42257000070041,49.36841508,128.9396623,754452750.203,108.74078,0.45774,107.237111,3.66886,10400241.0
1,42257000070051,49.3666458,128.9374139,754452750.198,109.03838,0.18501,134.947497,4.308159,10400241.0
2,42257000070061,49.36476347,128.9370705,754452750.194,109.43487,0.17463,101.168822,3.578783,10400241.0
3,42258000020291,49.36409439,128.9308544,754452750.189,108.0422,0.11867,132.620588,4.341854,10400171.0
4,42258000020301,49.36228758,128.9302802,754452750.184,107.90284,0.14711,169.402983,5.343993,10400171.0
5,42258000020311,49.36080221,128.9290802,754452750.18,107.73544,0.12137,175.478231,4.511329,10400171.0
6,42440400830891,41.74180469,125.9520749,754452610.522,372.88918,0.14536,198.141709,5.911281,11605400.0
7,42440400830901,41.74311318,125.9542131,754452610.524,372.6666,0.11182,439.280618,7.887484,11605400.0
8,42440400830911,41.7438196,125.9560656,754452610.528,372.49494,0.12025,194.20353,5.343746,11605400.0
0,43120100160181,39.73008627,118.7610375,754577736.354,20.23529,0.13278,326.890995,8.966452,30101400.0
1,43120100160191,39.7319731,118.7592377,754577736.348,20.57577,0.12854,272.453973,7.433162,30101400.0
2,43120100160201,39.73401821,118.7602094,754577736.343,20.56241,0.13882,297.911789,5.651432,30101400.0
3,42246100030131,45.19307958,124.7549345,754539101.856,128.49148,0.0949,306.054964,5.508271,10959200.0
4,42246100030141,45.19206669,124.7569769,754539101.856,128.56396,0.09681,381.045293,5.215254,10959200.0
5,42246100030151,45.191247,124.7595498,754539101.855,128.4841,0.09785,346.357406,4.495323,10959200.0
6,42247700040351,-999999999999.0,-999999999999.0,754539111.082,-999999999999.0,-999999999999.0,185.982344,87.418309,11420330.0
7,42247700040361,-999999999999.0,-999999999999.0,754539111.084,-999999999999.0,-999999999999.0,571.859201,198.327878,11420330.0
8,42247700040371,-999999999999.0,-999999999999.0,754539111.085,-999999999999.0,-999999999999.0,244.218863,208.794111,11420330.0
9,42249800140261,49.24833578,125.0789366,754539171.723,223.90812,0.16263,165.94749,4.579361,11200260.0
10,42249800140271,49.24959897,125.0801296,754539171.727,223.12811,0.13363,127.323241,4.108767,11200260.0
11,42249800140281,49.25107688,125.0810842,754539171.731,223.06312,0.16651,152.794749,4.605682,11200260.0
12,42249900340171,50.04830404,125.3190206,754539190.89,271.91973,0.35631,127.034705,3.146971,11200020.0
13,42249900340181,50.0489804,125.3211063,754539190.893,271.43046,0.25606,120.417892,3.904003,11200020.0
14,42249900340191,50.04985377,125.3228004,754539190.896,270.98339,0.30657,124.204339,3.50068,11200020.0
15,42272100010491,51.66927356,126.6110049,754539221.06,169.88039,0.09539,299.196406,9.419458,10400070.0
16,42272100010501,51.66771227,126.6102695,754539221.056,169.73365,0.09523,311.703779,9.649096,10400070.0
17,42460000040281,41.18284707,122.716299,754539031.29,2.96205,0.09684,220.998769,23.603775,21110800.0
18,42460000040291,41.1842492,122.7176606,754539031.294,3.09766,0.09177,273.80437,17.371622,21110800.0
19,42460000040301,41.18592555,122.7189011,754539031.298,3.17124,0.09344,436.708889,17.850382,21110800.0
20,42460000150161,41.26286133,122.6793044,754539031.467,3.53443,0.09893,202.880905,10.477924,21101000.0
21,42460000150171,41.26368024,122.6814024,754539031.469,3.54025,0.0966,136.089719,10.177203,21101000.0
22,42460000150181,41.26441956,122.6835894,754539031.472,3.65849,0.09882,126.091629,8.114679,21101000.0
23,42481500090731,42.32839732,123.8360678,754539051.691,52.86426,0.21625,88.551316,3.307112,20600200.0
24,42481500090741,42.33000115,123.8374614,754539051.696,52.67375,0.12649,104.279795,3.896485,20600200.0
25,42481500090751,42.3313724,123.8389644,754539051.7,52.74645,0.12845,76.444906,3.111562,20600200.0
0,43120100160181,-999999999999.0,-999999999999.0,760978122.164,-999999999999.0,-999999999999.0,17.023529,2.90616,30101400.0
1,43120100160191,-999999999999.0,-999999999999.0,760978122.165,-999999999999.0,-999999999999.0,19.911863,3.398585,30101400.0
2,43120100160201,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,30101400.0
0,43210800180074,34.55782852,112.4723684,746768164.509,148.14539,0.11955,-999999999999.0,-999999999999.0,41654600.0
1,43210800190011,34.55614418,112.47198,746768164.513,148.32804,0.12559,202.3735,5.267593,41654600.0
2,43210800190021,34.55429056,112.4716433,746768164.517,148.2872,0.14022,130.943796,3.868448,41654600.0
3,43210800500024,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,41643400.0
4,43210800510011,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,41643400.0
5,43210800510021,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,41643400.0
0,42246100030131,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10959200.0
1,42246100030141,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10959200.0
2,42246100030151,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10959200.0
3,42249800140261,-999999999999.0,-999999999999.0,755176410.104,-999999999999.0,-999999999999.0,0.003165,0.006326,11200260.0
4,42249800140271,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11200260.0
5,42249800140281,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11200260.0
0,43428700010821,32.43479081,115.4188402,764708820.056,32.62231,0.36016,167.939953,1.234753,50100700.0
1,43428700020014,32.43511717,115.4146908,764708820.056,27.297,0.48307,118.999206,0.854143,50100700.0
2,43428700020024,32.43528335,115.4131132,764708820.056,27.68881,0.22536,202.206725,1.8296,50100700.0
0,43428700010821,-999999999999.0,-999999999999.0,766511525.542,-999999999999.0,-999999999999.0,125.137879,0.073487,50100700.0
1,43428700020014,32.43536214,115.4150606,766511525.544,21.56223,0.49083,172.444007,0.609718,50100700.0
2,43428700020024,32.43578596,115.4127171,766511525.544,30.20666,0.75274,147.002775,0.571595,50100700.0
0,42243100090651,-999999999999.0,-999999999999.0,760498154.689,-999999999999.0,-999999999999.0,1042.688733,15.3016,11022450.0
1,42243100090661,-999999999999.0,-999999999999.0,760498154.69,-999999999999.0,-999999999999.0,1028.673182,0.016706,11022450.0
2,42243200030021,-999999999999.0,-999999999999.0,760498155.056,-999999999999.0,-999999999999.0,19.174602,0.008109,11021670.0
3,42243200030031,-999999999999.0,-999999999999.0,760498155.059,-999999999999.0,-999999999999.0,64.477969,0.477741,11021670.0
4,42249900340171,-999999999999.0,-999999999999.0,760498074.747,-999999999999.0,-999999999999.0,107.644205,0.673309,11200020.0
5,42249900340181,-999999999999.0,-999999999999.0,760498074.746,-999999999999.0,-999999999999.0,118.484225,0.636176,11200020.0
6,42249900340191,-999999999999.0,-999999999999.0,760498074.744,-999999999999.0,-999999999999.0,116.961009,0.598987,11200020.0
0,42243100090651,45.96481901,128.7525488,744494598.119,103.78367,0.09242,1185.281122,11.173667,11022450.0
1,42243100090661,45.96376904,128.7503157,744494598.115,103.78066,0.09265,1147.588459,11.723132,11022450.0
2,42243200030021,45.80650842,128.7246589,744494589.155,113.53298,0.092,779.652465,10.854923,11021670.0
3,42243200030031,45.80616476,128.720384,744494589.151,113.80086,0.09225,602.860587,13.538621,11021670.0
4,42257000070041,49.36827677,128.9394301,744494649.215,108.85323,0.1467,94.573389,3.441445,10400241.0
5,42257000070051,49.36671039,128.9377737,744494649.21,109.57028,0.14704,58.435073,3.37126,10400241.0
6,42257000070061,49.36507955,128.9371687,744494649.206,109.34651,0.2069,51.899544,2.309117,10400241.0
7,42258000020291,49.36392849,128.9311529,744494649.201,108.66707,0.14748,78.120856,2.399619,10400171.0
8,42258000020301,49.36224192,128.9301349,744494649.196,108.91399,0.13146,102.715989,2.763317,10400171.0
9,42258000020311,49.36074797,128.929133,744494649.192,108.90786,0.12756,98.347189,3.282991,10400171.0
10,42440400830891,41.74241282,125.9527024,744494518.139,380.10843,2.30152,200.924514,0.758374,11605400.0
11,42440400830901,41.74327095,125.9548438,744494518.141,373.22786,0.30517,161.451898,2.57755,11605400.0
12,42440400830911,41.74378114,125.9562153,744494518.144,373.23366,0.12175,221.682385,4.117323,11605400.0
13,42481500090731,42.32853412,123.8359363,744446732.804,54.91606,0.10087,105.755931,5.838336,20600200.0
14,42481500090741,42.3300543,123.8374416,744446732.802,54.87107,0.09949,159.10163,6.826361,20600200.0
15,42481500090751,42.33144895,123.8389703,744446732.799,55.0472,0.10135,109.169127,4.865848,20600200.0
0,43428400030521,32.30278997,115.7466124,754750728.582,25.82658,0.10324,186.957806,7.744553,50500900.0
1,43428400030531,32.30186063,115.7450388,754750728.581,25.41429,0.11049,121.283191,4.93164,50500900.0
2,43428400030541,32.30095409,115.7430481,754750728.581,25.53204,0.12769,141.35823,5.063932,50500900.0
3,43428700010821,-999999999999.0,-999999999999.0,754750727.963,-999999999999.0,-999999999999.0,27.142348,0.001368,50100700.0
4,43428700020014,32.43527743,115.4141957,754750719.551,25.61049,0.45586,144.834089,0.658056,50100700.0
5,43428700020024,32.43595159,115.4134274,754750719.55,27.80698,0.12548,229.376932,4.370961,50100700.0
6,43428400030521,-999999999999.0,-999999999999.0,754711733.827,-999999999999.0,-999999999999.0,2.288254,0.394032,50500900.0
7,43428400030531,32.30070308,115.7445457,754711733.827,25.61467,0.79421,29.512623,2.738069,50500900.0
8,43428400030541,32.3007603,115.7430305,754711733.827,25.48037,0.1001,110.158413,6.140037,50500900.0
9,43428700010821,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
10,43428700020014,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
11,43428700020024,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
0,43210800180074,34.55784683,112.4723502,770203325.572,149.10713,0.10982,-999999999999.0,-999999999999.0,41654600.0
1,43210800190011,34.55616275,112.4719851,770203325.576,149.4694,0.1109,205.253189,5.613635,41654600.0
2,43210800190021,34.55429528,112.4717613,770203325.58,149.15566,0.10826,164.291531,3.893443,41654600.0
3,43210800500024,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,41643400.0
