,node_id,lat,lon,time,wse,wse_u,width,width_u,STCD
11,42258000020301,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400171.0
12,42258000020311,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400171.0
13,42272100010491,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400070.0
14,42272100010501,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400070.0
0,42243100090651,45.96487732,128.7514089,762300860.052,104.41798,1.22818,1055.180376,8.820797,11022450.0
1,42243100090661,45.95840217,128.7547456,762300860.054,98.14667,0.76731,1023.992558,0.581109,11022450.0
2,42243200030021,-999999999999.0,-999999999999.0,762300860.418,-999999999999.0,-999999999999.0,18.907619,0.1828,11021670.0
3,42243200030031,45.80561846,128.7206348,762300860.422,111.31186,0.64279,70.359649,1.68078,11021670.0
4,42249900340171,-999999999999.0,-999999999999.0,762300780.117,-999999999999.0,-999999999999.0,108.772083,0.888221,11200020.0
5,42249900340181,-999999999999.0,-999999999999.0,762300780.116,-999999999999.0,-999999999999.0,135.961878,1.068334,11200020.0
6,42249900340191,-999999999999.0,-999999999999.0,762300780.114,-999999999999.0,-999999999999.0,90.992974,0.749738,11200020.0
0,42246100030131,45.19233077,124.7546668,765134571.795,128.8145,0.1035,288.116508,10.236595,10959200.0
1,42246100030141,45.19161377,124.7569795,765134571.796,128.81572,0.11689,349.88946,11.373191,10959200.0
2,42246100030151,45.19206486,124.7599414,765134571.799,129.0312,0.10905,304.886655,10.166214,10959200.0
3,42247700040351,45.54202278,124.3545177,765134562.204,125.37372,0.09924,351.416346,22.105221,11420330.0
4,42247700040361,45.54325552,124.3525104,765134562.2,125.36623,0.09766,423.258808,19.120784,11420330.0
5,42247700040371,45.54416942,124.34992,765134562.197,125.40301,0.09619,379.76164,23.090536,11420330.0
6,42440400830891,41.74168501,125.9526739,765134632.063,372.76594,0.09638,323.851984,11.525519,11605400.0
7,42440400830901,41.74278494,125.9543694,765134632.061,372.67605,0.09745,354.402341,13.222219,11605400.0
8,42440400830911,41.74363175,125.9560211,765134632.059,378.87415,0.10011,314.271139,13.515628,11605400.0
0,42242100050571,45.98973898,129.5891187,766764405.145,114.40634,0.09422,263.17674,9.015265,11100120.0
1,42242100050581,45.98825982,129.5905823,766764405.149,114.43374,0.09345,211.440582,6.993993,11100120.0
2,42242100050591,45.98672669,129.5920134,766764405.154,114.40805,0.09317,252.689418,8.457977,11100120.0
3,42243100090651,45.96556756,128.7521989,766764396.25,100.64371,0.0918,1075.504717,11.142589,11022450.0
4,42243100090661,45.96462246,128.7495819,766764396.25,100.71165,0.09192,1122.11689,11.389544,11022450.0
5,42243200030021,45.8072434,128.7230701,766764405.189,110.62802,0.09288,333.06453,8.93165,11021670.0
6,42243200030031,45.80558939,128.7216176,766764405.192,110.72383,0.09576,237.655732,6.389726,11021670.0
7,42257000070041,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400241.0
8,42257000070051,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400241.0
9,42257000070061,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400241.0
10,42258000020291,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400171.0
11,42258000020301,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400171.0
12,42258000020311,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400171.0
13,42272100010491,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400070.0
14,42272100010501,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,10400070.0
0,43120100160181,39.73026019,118.7606843,743761506.558,20.95508,0.11417,207.101378,7.171641,30101400.0
1,43120100160191,39.73215339,118.7602734,743761506.553,20.94125,0.09829,291.475426,8.221645,30101400.0
2,43120100160201,39.73378713,118.7600546,743761506.549,20.98385,0.11014,268.028259,6.297896,30101400.0
0,43428400030521,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50500900.0
1,43428400030531,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50500900.0
2,43428400030541,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50500900.0
3,43428700010821,-999999999999.0,-999999999999.0,767369661.542,-999999999999.0,-999999999999.0,45.601451,0.004385,50100700.0
4,43428700020014,32.43673299,115.4142228,767369653.129,28.00258,0.51735,138.951877,0.630858,50100700.0
5,43428700020024,32.43583738,115.4132289,767369653.129,28.80644,0.13198,194.771424,5.304118,50100700.0
6,43428400030521,32.30316938,115.7464493,767330667.642,25.6037,0.10063,214.541569,6.641845,50500900.0
7,43428400030531,32.30314653,115.7449018,767330667.639,25.48891,0.1165,235.848957,10.20829,50500900.0
8,43428400030541,32.30135458,115.7429881,767330667.638,25.8008,0.10019,220.831624,8.056724,50500900.0
9,43428700010821,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
10,43428700020014,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
11,43428700020024,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
0,42481500090731,42.3285831,123.83602,775092713.184,54.79051,0.10455,101.627888,5.434018,20600200.0
1,42481500090741,42.32988912,123.8371913,775092713.18,54.95904,0.10859,127.491318,4.473297,20600200.0
2,42481500090751,42.33227776,123.8381426,775092713.176,57.82581,0.15654,79.810075,3.130902,20600200.0
3,42241500150101,46.83273057,130.338955,775054157.633,75.4265,0.09187,1038.852308,9.479099,11121820.0
4,42241500150111,46.83199463,130.3357296,775054157.63,75.46486,0.09199,1149.792948,10.969185,11121820.0
0,42243100090651,45.96686971,128.7511948,767708972.038,100.36038,0.09404,1095.561244,6.894525,11022450.0
1,42243100090661,45.96566228,128.7485986,767708972.039,100.31307,0.09468,1035.854255,6.002549,11022450.0
2,42243200030021,45.80742662,128.7226021,767708972.403,109.7678,0.09509,241.200741,6.561384,11021670.0
3,42243200030031,45.805635,128.7214884,767708972.407,109.991,0.09999,201.818366,6.205609,11021670.0
4,42249900340171,50.04853546,125.3197201,767708892.104,269.85245,3.5816,138.651961,0.281989,11200020.0
5,42249900340181,50.04952208,125.3220346,767708892.103,274.20787,1.91728,91.889135,0.598864,11200020.0
6,42249900340191,50.05028915,125.3231788,767708892.101,272.71231,0.26508,81.782364,1.815739,11200020.0
0,42243100090651,45.96617542,128.7516871,767929759.049,100.41585,0.09269,1066.629786,9.75607,11022450.0
1,42243100090661,45.96491716,128.749292,767929759.045,100.49685,0.09257,1015.08646,10.115254,11022450.0
2,42243200030021,45.80743672,128.7226615,767929750.083,109.79985,0.09504,228.103824,7.403266,11021670.0
3,42243200030031,45.80555118,128.7216638,767929750.078,110.05374,0.1033,195.162318,6.36508,11021670.0
4,42257000070041,49.36821856,128.9392624,767929810.134,108.89167,0.10528,97.19762,4.393143,10400241.0
5,42257000070051,49.36673694,128.9378882,767929810.13,108.90671,0.10161,99.321864,4.333732,10400241.0
6,42257000070061,49.3650186,128.9371306,767929810.125,108.93153,0.10137,70.529667,3.475617,10400241.0
7,42258000020291,49.36414713,128.93084,767929810.121,108.36535,0.09699,104.586936,3.658351,10400171.0
8,42258000020301,49.36233745,128.9300849,767929810.116,108.44841,0.09812,129.867411,4.555688,10400171.0
9,42258000020311,49.36075413,128.9290209,767929810.112,108.58695,0.09573,129.071853,4.287147,10400171.0
10,42440400830891,41.74172199,125.952529,767929679.077,372.58589,0.1095,246.916303,5.294958,11605400.0
11,42440400830901,41.74275237,125.9543453,767929679.08,372.58182,0.11533,277.865518,5.824142,11605400.0
12,42440400830911,41.74380053,125.9562816,767929679.084,372.73799,0.11674,191.580555,4.685915,11605400.0
13,42460000040281,41.18266084,122.7162411,767968343.814,4.08981,0.09832,140.375059,6.865705,21110800.0
14,42460000040291,41.18417009,122.7176875,767968343.811,3.96419,0.09581,135.904289,6.881393,21110800.0
15,42460000040301,41.18576018,122.7188475,767968343.808,4.07092,0.09644,185.979937,7.210578,21110800.0
16,42460000150161,41.26290763,122.6792511,767968343.604,3.18355,0.09757,131.805844,9.015344,21101000.0
17,42460000150171,41.26369852,122.6813441,767968343.603,3.23024,0.09849,105.997143,7.665557,21101000.0
18,42460000150181,41.26446686,122.6835157,767968343.602,3.19762,0.10005,103.316233,7.86468,21101000.0
0,43120100160181,-999999999999.0,-999999999999.0,766386229.798,-999999999999.0,-999999999999.0,39.278818,4.210268,30101400.0
1,43120100160191,-999999999999.0,-999999999999.0,766386229.8,-999999999999.0,-999999999999.0,36.556236,4.373131,30101400.0
2,43120100160201,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,30101400.0
0,42243100090651,45.96707218,128.7510206,760718941.778,100.17896,0.0975,964.450498,18.867129,11022450.0
1,42243100090661,45.96560483,128.7486381,760718941.774,100.28329,0.09634,1003.530209,21.079618,11022450.0
2,42243200030021,-999999999999.0,-999999999999.0,760718932.811,-999999999999.0,-999999999999.0,29.525689,0.326463,11021670.0
3,42243200030031,45.80596926,128.7211886,760718932.806,111.49199,0.35917,36.705256,0.766111,11021670.0
4,42257000070041,49.36838909,128.940578,760718992.875,111.20161,0.34787,10.800589,1.032642,10400241.0
5,42257000070051,49.36594537,128.9379135,760718992.871,115.07975,0.84773,15.876511,1.51461,10400241.0
6,42257000070061,49.36559115,128.9375813,760718992.867,116.58557,0.98574,31.990307,1.544844,10400241.0
7,42258000020291,49.36531287,128.925113,760718992.862,117.81966,0.11366,401.916011,15.515182,10400171.0
8,42258000020301,49.36371448,128.9252559,760718992.858,118.46782,0.11601,330.834129,10.235875,10400171.0
9,42258000020311,49.36212025,128.9245901,760718992.854,118.22812,0.11903,339.801913,10.516486,10400171.0
10,42440400830891,41.74287658,125.9520748,760718861.788,379.32364,1.03914,267.685724,2.613716,11605400.0
11,42440400830901,41.74328701,125.9544889,760718861.791,380.15639,0.82953,240.136706,2.073682,11605400.0
12,42440400830911,41.74501395,125.9547853,760718861.795,382.6526,1.25186,114.575098,1.142241,11605400.0
13,42481500090731,42.32852915,123.8356023,760671076.779,53.12432,0.24677,11.167108,0.901627,20600200.0
14,42481500090741,42.33003904,123.8371034,760671076.777,53.03235,0.18904,96.716808,2.45094,20600200.0
15,42481500090751,42.33191924,123.8390842,760671076.774,53.29185,0.22919,49.490438,1.740038,20600200.0
0,42246100030131,45.19309316,124.7548853,753594532.08,128.2185,0.09664,340.053627,5.964598,10959200.0
1,42246100030141,45.19251514,124.7572826,753594532.081,128.18607,0.09829,349.151691,6.236183,10959200.0
2,42246100030151,45.19200016,124.7595914,753594532.08,128.21166,0.09756,364.3049,6.185995,10959200.0
3,42481500090731,42.32857101,123.8360191,753594481.924,52.73257,0.10662,106.186365,4.590997,20600200.0
4,42481500090741,42.33014989,123.8373762,753594481.928,52.82164,0.10461,126.886743,4.17179,20600200.0
5,42481500090751,42.33145898,123.8387755,753594481.933,52.95177,0.10318,128.07597,4.452195,20600200.0
0,42257000070041,49.36820015,128.9391095,752650044.784,107.9781,0.18121,104.929498,4.396741,10400241.0
1,42257000070051,49.3669941,128.9375864,752650044.78,108.42435,0.23614,103.996883,4.585809,10400241.0
2,42257000070061,49.36471995,128.9370298,752650044.775,108.9098,0.23104,70.008973,3.332149,10400241.0
3,42258000020291,49.36409886,128.9307754,752650044.77,107.72522,0.10228,133.228069,5.402878,10400171.0
4,42258000020301,49.36231497,128.9300798,752650044.766,107.68753,0.10837,171.538851,5.8893,10400171.0
5,42258000020311,49.36084337,128.9292243,752650044.761,107.8548,0.11647,142.685039,5.781443,10400171.0
6,42440400830891,41.74180481,125.9523421,752649905.101,372.87213,0.11213,254.366367,5.829474,11605400.0
7,42440400830901,41.74298695,125.9541825,752649905.105,372.86208,0.10468,313.269607,6.872851,11605400.0
8,42440400830911,41.74377076,125.9562977,752649905.108,373.03745,0.1055,223.98369,6.43057,11605400.0
0,43120100160181,39.72952357,118.7706958,770802080.165,19.77165,0.13774,296.54652,10.221723,30101400.0
1,43120100160191,39.73197734,118.7603863,770802080.159,20.89958,0.11148,275.677649,9.289664,30101400.0
2,43120100160201,39.73357431,118.7602679,770802080.155,20.77679,0.11025,258.802384,6.314619,30101400.0
0,42241500150101,46.83236552,130.3388153,758608998.297,73.94676,0.09342,1042.862307,19.39466,11121820.0
1,42241500150111,46.83145347,130.3355187,758608998.297,74.4253,0.09192,1316.789185,23.057404,11121820.0
2,42242100050571,45.98946766,129.5879666,758609008.546,116.10006,0.52824,228.989662,7.81993,11100120.0
3,42242100050581,-999999999999.0,-999999999999.0,758609008.55,-999999999999.0,-999999999999.0,156.484411,1.070512,11100120.0
4,42242100050591,45.98643234,129.5917405,758609008.554,112.82236,0.3451,213.568027,4.920331,11100120.0
5,42257000070041,49.36954254,128.936517,758608948.712,112.92595,0.12324,244.563134,54.302021,10400241.0
6,42257000070051,-999999999999.0,-999999999999.0,758608948.719,-999999999999.0,-999999999999.0,167.320341,17.54639,10400241.0
7,42257000070061,-999999999999.0,-999999999999.0,758608948.722,-999999999999.0,-999999999999.0,47.311164,4.131825,10400241.0
8,42258000020291,49.36435297,128.9277344,758608948.719,114.87837,0.21345,314.761206,19.072905,10400171.0
9,42258000020301,49.3636296,128.922059,758608948.72,114.49913,0.12547,500.419853,30.05799,10400171.0
10,42258000020311,49.36281244,128.9219172,758608948.727,114.81699,0.10034,718.751849,37.971345,10400171.0
0,42241500150101,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11121820.0
1,42241500150111,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11121820.0
0,43428400030521,32.30398962,115.7459117,774580480.201,28.33631,0.11381,85.205174,6.882944,50500900.0
1,43428400030531,32.30294148,115.7445159,774580480.201,28.52329,0.09695,185.00377,11.651716,50500900.0
2,43428400030541,32.30219306,115.7426458,774580480.202,28.38356,0.09932,141.48137,11.215517,50500900.0
3,43428700010821,-999999999999.0,-999999999999.0,774580479.586,-999999999999.0,-999999999999.0,34.093848,0.002182,50100700.0
4,43428700020014,32.43461402,115.4143509,774580471.174,27.9941,1.63038,140.465877,0.443179,50100700.0
5,43428700020024,32.43456255,115.4137456,774580471.175,27.82981,0.19822,179.797441,1.824427,50100700.0
6,43210800030551,-999999999999.0,-999999999999.0,774627956.457,-999999999999.0,-999999999999.0,12.93691,0.748944,41657600.0
7,43210800030561,34.720899,112.9300517,774627956.454,105.82339,2.30741,12.307918,0.593543,41657600.0
8,43210800030571,-999999999999.0,-999999999999.0,774627956.449,-999999999999.0,-999999999999.0,24.559137,0.010065,41657600.0
0,43428400030521,32.30280873,115.7469441,760119849.387,25.48249,0.11277,100.720703,4.156874,50500900.0
1,43428400030531,32.30189433,115.7449455,760119849.387,25.45102,0.11755,86.796216,5.766151,50500900.0
2,43428400030541,32.30184897,115.7438977,760119849.386,25.50719,0.38132,17.701167,3.548332,50500900.0
3,43428700010821,-999999999999.0,-999999999999.0,760119849.574,-999999999999.0,-999999999999.0,17.430964,2.892472,50100700.0
4,43428700020014,-999999999999.0,-999999999999.0,760119849.573,-999999999999.0,-999999999999.0,17.047632,2.815984,50100700.0
5,43428700020024,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,50100700.0
0,42241500150101,46.83255985,130.3388514,762214409.385,73.9939,0.0922,1029.866929,18.341989,11121820.0
1,42241500150111,46.83184522,130.3357129,762214409.384,74.24405,0.09205,1196.482133,18.357656,11121820.0
2,42242100050571,45.98966795,129.5873569,762214419.631,116.07928,0.72799,221.553214,14.273038,11100120.0
3,42242100050581,45.98833357,129.5917721,762214419.635,110.58794,0.48594,180.656547,5.443848,11100120.0
4,42242100050591,45.98660791,129.591751,762214419.64,113.57041,0.26876,230.789386,5.237602,11100120.0
5,42257000070041,-999999999999.0,-999999999999.0,762214359.808,-999999999999.0,-999999999999.0,736.968471,42.81405,10400241.0
6,42257000070051,-999999999999.0,-999999999999.0,762214359.811,-999999999999.0,-999999999999.0,458.961043,32.670571,10400241.0
7,42257000070061,-999999999999.0,-999999999999.0,762214359.814,-999999999999.0,-999999999999.0,189.738229,20.347806,10400241.0
8,42258000020291,-999999999999.0,-999999999999.0,762214359.809,-999999999999.0,-999999999999.0,618.288448,29.21061,10400171.0
9,42258000020301,-999999999999.0,-999999999999.0,762214359.813,-999999999999.0,-999999999999.0,107.50816,13.096238,10400171.0
10,42258000020311,-999999999999.0,-999999999999.0,762214359.817,-999999999999.0,-999999999999.0,118.545061,17.357096,10400171.0
0,42246100030131,45.19370877,124.7550595,743722872.01,130.51383,0.10087,354.268895,4.779981,10959200.0
1,42246100030141,45.1933474,124.7573697,743722872.01,130.4758,0.10088,364.825502,5.121603,10959200.0
2,42246100030151,45.19245314,124.7597094,743722872.01,130.52709,0.09745,376.774721,5.218272,10959200.0
3,42247700040351,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11420330.0
4,42247700040361,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11420330.0
5,42247700040371,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,11420330.0
6,42249800140261,49.2479444,125.0784133,743722941.881,223.35896,0.13078,178.393914,3.564396,11200260.0
7,42249800140271,49.24999717,125.0784614,743722941.885,227.29132,0.52076,113.071702,0.723926,11200260.0
8,42249800140281,49.25049428,125.0812398,743722941.889,230.16275,1.12969,136.331294,0.030867,11200260.0
9,42249900340171,50.04792528,125.3190737,743722961.048,271.16331,0.1629,131.96381,4.31106,11200020.0
10,42249900340181,50.04885937,125.3207835,743722961.052,271.30106,0.3161,136.990577,2.231112,11200020.0
11,42249900340191,50.05038931,125.3232748,743722961.055,271.45292,0.2642,117.106139,2.793267,11200020.0
12,42272100010491,51.66933669,126.6106438,743722991.22,170.20321,0.09298,257.517671,6.700485,10400070.0
13,42272100010501,51.66852653,126.6088461,743722991.216,170.28598,0.11369,192.525257,1.90845,10400070.0
14,42460000040281,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,21110800.0
15,42460000040291,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,21110800.0
16,42460000040301,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,21110800.0
17,42460000150161,41.26304274,122.6790887,743722801.62,4.22501,0.09618,165.098405,15.651825,21101000.0
18,42460000150171,41.26383587,122.6815719,743722801.622,4.27588,0.12677,92.190098,6.832147,21101000.0
19,42460000150181,41.26418863,122.6826573,743722801.625,4.47137,0.23113,17.573681,2.844743,21101000.0
20,42481500090731,42.32855541,123.8359746,743722821.844,56.62439,0.11157,128.364298,4.347032,20600200.0
21,42481500090741,42.3300104,123.8374712,743722821.849,56.6912,0.11224,133.276123,4.629499,20600200.0
22,42481500090751,42.33139309,123.8389657,743722821.853,56.56351,0.10831,114.014656,4.047211,20600200.0
0,42246100030131,45.19264747,124.755578,757199943.363,128.82326,0.27453,300.446341,2.667428,10959200.0
1,42246100030141,45.19177742,124.757169,757199943.363,128.24352,0.13061,345.394847,4.249591,10959200.0
2,42246100030151,45.19126,124.7595404,757199943.363,128.31202,0.12443,368.199,5.258438,10959200.0
3,42481500090731,42.32851897,123.8358943,757199893.208,52.71814,0.15545,76.347053,3.849682,20600200.0
4,42481500090741,42.33004852,123.8373487,757199893.212,53.27571,0.15354,117.378233,4.66495,20600200.0
5,42481500090751,42.33154089,123.8384723,757199893.216,53.84185,0.13283,141.977639,3.617505,20600200.0
6,42460000040281,41.18257384,122.7163164,757152117.114,3.23942,0.1206,103.393615,3.611808,21110800.0
7,42460000040291,41.18413108,122.7178256,757152117.11,3.37373,0.10644,123.514332,3.837148,21110800.0
8,42460000040301,41.18581021,122.7189773,757152117.107,3.69436,0.11343,125.405492,6.063006,21110800.0
9,42460000150161,41.2629129,122.6792757,757152116.904,3.58604,0.11691,72.438351,5.09699,21101000.0
10,42460000150171,41.26369679,122.6813912,757152116.903,3.61806,0.11807,48.33621,3.873255,21101000.0
11,42460000150181,41.26444108,122.6834638,757152116.902,3.42112,0.1109,45.618392,4.347136,21101000.0
0,42246100030131,45.19318093,124.755085,759947217.5,128.2928,0.09806,302.923707,6.758026,10959200.0
1,42246100030141,45.19255594,124.7572992,759947217.5,128.11166,0.10165,338.65267,8.154163,10959200.0
2,42246100030151,45.19186384,124.7595917,759947217.5,128.12985,0.10469,361.317895,7.329389,10959200.0
3,42247700040351,-999999999999.0,-999999999999.0,759947226.725,-999999999999.0,-999999999999.0,204.81155,108.15649,11420330.0
4,42247700040361,-999999999999.0,-999999999999.0,759947226.728,-999999999999.0,-999999999999.0,282.98547,147.548409,11420330.0
5,42247700040371,-999999999999.0,-999999999999.0,759947226.733,-999999999999.0,-999999999999.0,388.460859,239.961286,11420330.0
6,42249800140261,49.24911913,125.0779811,759947287.376,225.88176,0.58373,162.482486,2.252452,11200260.0
7,42249800140271,49.24987439,125.0789454,759947287.38,225.79169,0.2024,158.745745,4.324969,11200260.0
8,42249800140281,49.25197295,125.0795728,759947287.385,227.41369,0.35594,187.256153,4.444474,11200260.0
9,42249900340171,-999999999999.0,-999999999999.0,759947306.546,-999999999999.0,-999999999999.0,137.604913,1.250587,11200020.0
10,42249900340181,-999999999999.0,-999999999999.0,759947306.549,-999999999999.0,-999999999999.0,107.962469,0.934174,11200020.0
11,42249900340191,-999999999999.0,-999999999999.0,759947306.552,-999999999999.0,-999999999999.0,112.173185,0.829965,11200020.0
12,42272100010491,51.66962067,126.6099322,759947336.719,170.68184,0.0967,371.149784,11.990978,10400070.0
13,42272100010501,51.66793286,126.6101214,759947336.715,170.01689,0.09866,343.640201,11.295467,10400070.0
14,42460000040281,41.18276947,122.7161397,759947146.927,3.17144,0.1031,235.121008,21.494091,21110800.0
15,42460000040291,41.18402432,122.717709,759947146.931,2.98469,0.09401,258.579256,23.42448,21110800.0
16,42460000040301,41.18565116,122.7191373,759947146.935,2.60231,0.10746,393.335842,17.5092,21110800.0
17,42460000150161,41.26309453,122.679121,759947147.105,3.85276,0.1214,166.536451,8.585622,21101000.0
18,42460000150171,41.26381799,122.6811281,759947147.107,3.79831,0.12312,151.867878,7.710781,21101000.0
19,42460000150181,41.26456504,122.68328,759947147.11,3.72842,0.12457,110.594358,7.42684,21101000.0
20,42481500090731,42.32842756,123.8361253,759947167.331,52.92066,0.20711,83.418308,2.522191,20600200.0
21,42481500090741,42.32999508,123.8374678,759947167.335,52.97419,0.15755,100.382078,3.221143,20600200.0
22,42481500090751,42.3313673,123.8389938,759947167.339,52.69034,0.16626,74.951831,2.255476,20600200.0
0,43210800030551,34.72234664,112.9318836,762047940.244,109.61665,0.10569,495.260251,31.130611,41657600.0
1,43210800030561,34.72095493,112.9308386,762047940.247,109.6258,0.09831,679.933657,25.857444,41657600.0
2,43210800030571,34.71997171,112.9289304,762047940.249,109.59393,0.19564,534.546555,25.994882,41657600.0
3,43210800180074,34.55779677,112.4723226,762047940.447,148.81113,0.10338,-999999999999.0,-999999999999.0,41654600.0
4,43210800190011,34.55610837,112.472,762047940.451,148.87436,0.10555,242.423681,6.189967,41654600.0
5,43210800190021,34.55432861,112.4717271,762047940.455,148.7765,0.10417,159.751332,4.592193,41654600.0
6,43210800500024,34.71023972,112.6058603,762047940.135,112.88156,0.09385,174.866825,7.61801,41643400.0
7,43210800510011,34.70888026,112.6041603,762047940.138,112.90314,0.21619,25.155596,7.632968,41643400.0
8,43210800510021,34.70997972,112.6008699,762047940.134,112.92268,0.10535,46.714374,4.060433,41643400.0
9,43210800030551,34.72172288,112.9315487,762009025.61,109.70858,0.3907,89.353685,2.421592,41657600.0
10,43210800030561,34.72070302,112.9306848,762009025.606,109.70259,0.12107,110.201142,3.467421,41657600.0
11,43210800030571,34.71905549,112.929741,762009025.601,109.74146,0.12936,91.620913,3.023055,41657600.0
0,42246100030131,45.19280446,124.7536528,763552625.294,128.92648,0.36127,336.396053,0.623677,10959200.0
1,42246100030141,45.19373316,124.7572354,763552625.295,129.43202,0.56121,329.194904,0.470349,10959200.0
2,42246100030151,-999999999999.0,-999999999999.0,763552625.294,-999999999999.0,-999999999999.0,326.362907,0.37926,10959200.0
3,42247700040351,-999999999999.0,-999999999999.0,763552634.524,-999999999999.0,-999999999999.0,122.942836,90.06978,11420330.0
4,42247700040361,-999999999999.0,-999999999999.0,763552634.525,-999999999999.0,-999999999999.0,349.148784,181.29499,11420330.0
5,42247700040371,-999999999999.0,-999999999999.0,763552634.523,-999999999999.0,-999999999999.0,177.809307,182.332891,11420330.0
6,42249800140261,-999999999999.0,-999999999999.0,763552695.168,-999999999999.0,-999999999999.0,149.190171,0.244618,11200260.0
7,42249800140271,49.25015917,125.0787653,763552695.173,225.84637,0.42505,134.959951,1.778505,11200260.0
8,42249800140281,49.25107185,125.0795965,763552695.177,226.37874,0.38781,189.112808,4.250628,11200260.0
9,42249900340171,-999999999999.0,-999999999999.0,763552714.339,-999999999999.0,-999999999999.0,138.257261,1.874036,11200020.0
10,42249900340181,-999999999999.0,-999999999999.0,763552714.343,-999999999999.0,-999999999999.0,109.580155,1.230124,11200020.0
11,42249900340191,-999999999999.0,-999999999999.0,763552714.346,-999999999999.0,-999999999999.0,98.578718,0.663121,11200020.0
12,42272100010491,51.66931015,126.6107764,763552744.512,170.08648,0.10594,293.212711,8.429305,10400070.0
13,42272100010501,51.66779002,126.6105699,763552744.508,169.85658,0.11529,289.768403,8.41078,10400070.0
14,42460000040281,41.18274934,122.7158241,763552554.72,2.81728,0.09862,176.376434,28.787148,21110800.0
15,42460000040291,41.1842427,122.7175583,763552554.724,2.70417,0.10379,149.651137,32.944517,21110800.0
16,42460000040301,41.1856864,122.7190216,763552554.729,2.63782,0.09459,245.04832,38.98666,21110800.0
17,42460000150161,41.26288793,122.6789482,763552554.897,3.37113,0.11415,76.052204,5.277288,21101000.0
18,42460000150171,41.26373047,122.6818812,763552554.9,2.62131,0.11529,56.581855,4.005198,21101000.0
19,42460000150181,41.26434495,122.6833752,763552554.903,2.58782,0.09804,68.403392,8.632128,21101000.0
20,42481500090731,-999999999999.0,-999999999999.0,763552575.124,-999999999999.0,-999999999999.0,6.505441,0.001019,20600200.0
21,42481500090741,42.33032041,123.8377365,763552575.129,52.70942,0.14211,96.729028,2.920141,20600200.0
22,42481500090751,42.3314045,123.8389616,763552575.133,52.43917,0.10047,104.833759,4.972253,20600200.0
23,43120100160181,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,30101400.0
