stationid,w50,w_low,w_high,num
Canada_05PC018,251.870677951666,229.99950390836116,279.0545193954617,253
Canada_05PC019,140.735402583826,72.1946684108821,225.73946787560982,72
Canada_05PF063,510.728859555934,438.05845814641043,606.2101199842141,221
Canada_06FC001,779.308111310304,726.9651363612584,778.8511748923409,154
Canada_06GD001,277.096122902751,255.8511010571445,328.80693192172157,143
Canada_06JC002,194.093111007421,170.25389165315556,221.02664106234636,105
Canada_07AC007,61.5475222978997,42.16710020027862,77.28677418324044,193
Canada_07AD002,154.3349313242525,126.98626331450446,180.5913013652611,134
Canada_07AG004,75.76801084740396,45.88067789459939,97.9636848065892,189
Canada_07AG007,64.5631847234536,32.2815923617268,80.57167929627717,153
Canada_07CD001,106.650290372019,77.54327264331397,122.68421578234532,222
Canada_07EE007,108.822162379206,82.77142112529936,117.08840459999806,147
Canada_07FA006,88.4330436354745,42.3392382479054,121.84632981550001,182
Canada_07FB001,98.9868468282668,65.31703578217996,129.07882564986642,208
Canada_07FB006,60.0751523281895,46.94107490741868,73.97489345510395,152
Canada_07FD002,419.990716178353,136.259218933458,528.9922206134033,193
Canada_07FD003,363.122338227249,327.8045984476577,408.2002009611312,198
Canada_07GJ001,182.096654707564,113.813409279169,229.50049792351297,233
Canada_07HF001,303.922589195195,93.38023228448586,327.4388458309847,189
Canada_07JD002,83.7159513665919,52.33275051042804,111.48321060407906,278
Canada_07OB003,60.161538126525,30.0807690632625,60.16153812652505,331
Canada_07OC001,46.7634990719437,31.7260561169051,73.43284643043867,199
Canada_08CF003,401.0891168181155,48.5227242510388,462.0861798905953,37
Canada_08CG001,213.293747474999,163.053419353317,248.54981208467993,49
Canada_08DB001,542.1077196142821,302.5782296250413,631.464302509095,100
Canada_08GA022,110.8468919270458,88.0037867286089,121.95337520807502,257
Canada_08JA017,65.93031968826611,30.10967434289521,133.9611404913171,187
Canada_08JC001,111.091342005935,84.06903246867428,127.03379012312749,190
Canada_08JC002,70.9256050383201,38.48439255663015,89.63696132288882,205
Canada_08KA004,244.9075280955408,226.66330862928908,255.06734349927294,151
Canada_08KA005,134.602004041673,75.3962401689262,212.12212403469127,153
Canada_08KB003,123.419570806,91.17651102618106,124.08334502030536,120
Canada_08LB064,96.0987397722284,89.70542095801902,111.90016431813402,170
Canada_08LE031,198.9945932364265,182.46388047643518,217.6827440185179,280
Canada_08LF051,57.1668516941554,31.138700922804,88.92357263527461,256
Canada_08MB005,69.27388095686153,39.90096724560307,93.59674370376547,233
Canada_08MC018,274.2270313006635,236.04434582638999,296.3356119827428,238
Canada_08MF005,308.709016155925,215.4096514679134,421.8416586617468,312
Canada_08MF040,141.7983636127555,136.66569330143352,171.77127515346683,270
Canada_08MG005,85.0080646128327,52.1264729535634,161.29689926502974,198
