stationid,COMID,distance,lon,lat
Brazil_84600000,64054226,0.0005333333333297219,-49.0147,-28.2606
Brazil_84949800,64056188,0.0002999999999957481,-49.63720000000001,-28.9725
Brazil_84950000,64056181,0.001100000000000989,-49.601400000000005,-28.958300000000005
Brazil_85400000,64060686,0.0006363961030613852,-53.3528,-29.6269
Brazil_85600000,64060545,0.0008000000000052411,-53.4167,-29.9258
Brazil_85642000,64062808,0.0017206265008840932,-53.0156,-30.0078
Brazil_85900000,64060514,0.0019787762772831116,-52.3756,-29.995
Brazil_86298000,64056350,0.000424264068715964,-51.1892,-28.9414
Brazil_86401000,64056270,0.0005333333333297219,-51.3975,-28.5428
Brazil_86410000,64056234,3.33333333379926e-05,-51.425,-28.7392
Brazil_86440000,64056228,0.0010666666666736546,-51.4456,-28.8675
Brazil_86447000,64058584,0.0002666666666613082,-51.4611,-28.9714
Brazil_86460000,64058579,0.00481340720165916,-51.51669999999999,-29.0333
Brazil_86470000,64058565,0.0007542472332504948,-51.56689999999999,-29.045
Brazil_86480000,64056543,0.00016499158227228965,-51.8558,-28.6189
Brazil_86500000,64056444,0.0,-51.8325,-28.8489
Brazil_86510000,64058543,0.000989949493653835,-51.8686,-29.1672
Brazil_86560000,64056401,0.0005999999999986017,-51.9531,-28.9122
Brazil_86580000,64058679,4.7140452074739425e-05,-51.9119,-29.1197
Brazil_86720000,64058541,0.001013519719691657,-51.855,-29.2344
Brazil_87170000,64061122,0.000612825877033612,-51.383300000000006,-29.590000000000003
Brazil_87270000,64060602,0.0011000000000045418,-51.4411,-29.7011
Brazil_87380000,64060974,0.001100000000000989,-51.0461,-29.6917
Brazil_87382000,64060970,0.0002666666666613082,-51.1483,-29.7589
Brazil_87590000,64065171,0.0007542472332781284,-53.4903,-30.9597
Brazil_87670000,64065038,0.0016465452046926685,-53.0461,-30.9733
Brazil_87905000,64066929,0.0010666666666736546,-52.0525,-31.0119
Brazil_88220000,64070682,0.00023333333332686837,-53.6378,-32.3856
Brazil_88575000,64069284,0.00018856180831362855,-53.2683,-31.8647
Brazil_88641000,64068828,0.0024810392087935805,-52.8161,-31.8633
Canada_01AD002,72039825,0.0015744534077680138,-68.59583282470703,47.25806045532226
Canada_01AD003,72039942,0.0007434029727484269,-68.95693969726561,47.20661163330078
Canada_01AF002,72041774,0.0014169777464072978,-67.73972320556639,47.03889083862305
Canada_01AG003,72041693,3.1649473705723373e-06,-67.75196838378906,46.81636047363281
Canada_01AH002,72040015,0.000530853271477838,-67.21080780029297,47.17303085327149
Canada_01AJ003,72046409,3.952587648895094e-05,-67.72794342041016,46.21622085571289
Canada_01AL002,72046330,0.00031099204188031097,-66.61131286621094,46.12591934204102
Canada_01AN002,72046468,0.00011144002279905862,-65.72274780273439,46.29072189331055
Canada_01AQ002,73000480,5.035143488368398e-06,-66.80667114257811,45.27333068847656
Canada_01AR004,73000437,0.0026173727170947653,-67.42971801757811,45.56888961791992
Canada_01BC001,72038087,0.00042007446290881484,-67.48307800292969,47.66707992553711
Canada_01BE001,72038199,0.00026912842016749454,-66.88707733154297,47.83246994018555
Canada_01BJ007,72036120,0.0004330849593110974,-66.94805908203125,47.908668518066406
Canada_01BO001,72041775,0.0008669797804473152,-65.82560729980469,46.73600006103516
Canada_01BP001,72041793,1.679580007514329e-05,-65.90738677978516,46.93597030639648
Canada_01ED005,72052366,0.00020729202691069715,-65.205078125,44.3331413269043
Canada_02AB006,72034300,1.2207031261368684e-06,-89.59500122070312,48.53231048583984
Canada_02AB025,72034292,0.0008576068922846323,-89.35327911376953,48.34785842895508
Canada_02BC004,72034380,0.0003524600451303555,-85.74153137207031,48.65480041503906
Canada_02FE002,72053865,0.0009590509759029251,-81.3264389038086,43.88674926757813
Canada_02FE015,72055030,0.0007735188802158177,-81.62619018554688,43.71755981445313
Canada_02GA003,72056095,8.321126303201254e-05,-80.31575012207031,43.35311126708984
Canada_02GA016,72055196,0.00043546798232901293,-80.3409423828125,43.73094177246094
Canada_02GB001,72056085,0.00029944717713801557,-80.2673110961914,43.132720947265625
Canada_02GD001,72056116,1.3918575257663871e-05,-81.20858001708984,42.97356033325195
Canada_02GD003,72056178,0.0008875528971543644,-81.18283081054688,43.04077911376953
Canada_02GD015,72056195,0.00047200520832291204,-81.192138671875,43.14931106567383
Canada_03NF001,72010970,0.0008051554361898638,-61.30168914794922,55.23413848876953
Canada_03OC003,72017676,0.002470780881811149,-64.66161346435547,52.9684410095215
Canada_03OE001,72017636,0.0024523512096790703,-60.78511047363281,53.24831008911133
Canada_03QC001,72016320,0.002218340365743803,-57.49385833740234,53.5342788696289
Canada_03QC002,72019317,0.0005575052897199839,-56.87121963500977,52.64860916137695
Canada_03QC003,72021151,0.0001946004231641041,-56.29758071899414,52.44686126708984
Canada_04AA004,71011431,0.001391906738277271,-95.12000274658205,54.85639190673828
Canada_04AD002,71007473,0.002247535899682686,-92.09485626220705,55.85036087036133
Canada_04JF001,71033600,0.00213448375982584,-86.53624725341797,50.66119003295898
Canada_04LA002,71045042,0.0015250142415439427,-81.44835662841797,48.4043083190918
Canada_04LD001,71042538,0.0015368022775992295,-82.04313659667969,49.31378173828125
Canada_04LF001,71041065,0.0015464364307331883,-82.43994140625,49.41442108154297
Canada_05AA024,71041174,0.0003117370605423276,-113.82272338867188,49.55781173706055
Canada_05AD007,71039426,0.0010906120825497298,-112.86287689208984,49.70941925048828
Canada_05AD934,71039467,0.0006696021551636646,-113.12474822998048,49.72869873046875
Canada_05AE043,71042757,0.000430109151003941,-113.22088623046876,49.09183883666992
Canada_05AG006,71039380,0.0005585817415000132,-111.8000030517578,49.91889190673828
Canada_05BA001,71029698,0.0003476766588131397,-116.1889419555664,51.4286003112793
Canada_05BB001,71031628,0.000270233154303412,-115.57176971435548,51.1722297668457
Canada_05BE004,71031617,0.0007808788265615809,-115.03333282470705,51.11943817138672
Canada_05BH004,71031599,0.00033991866789575593,-114.05146026611328,51.050270080566406
Canada_05BH005,71031601,0.0007102069909654507,-114.4664306640625,51.17374038696289
Canada_05BM002,71033612,0.0010720180169259527,-113.4448318481445,50.82281875610353
Canada_05BM004,71033602,0.0010126241048169504,-112.54225158691406,50.75017929077149
Canada_05BN012,71039402,0.001053975423175757,-111.5909194946289,50.04727935791016
Canada_05CC002,71025378,0.0007921719341226751,-113.8172607421875,52.27635955810547
Canada_05CK004,71033468,0.000554707845054736,-110.29953002929688,50.90277862548828
Canada_05DB006,71025483,0.0008469645182316299,-114.85581970214844,52.25210189819336
Canada_05DC001,71023534,0.0013227815674857432,-114.94132232666016,52.37670135498047
Canada_05DC010,71025323,0.0025013732910181834,-116.32250213623048,52.31000137329102
Canada_05DD005,71021765,1.5258789218819402e-06,-115.3638916015625,52.91249847412109
Canada_05DE010,71019815,0.0012516287786810607,-114.7579574584961,53.31547927856445
Canada_05EF001,71017943,0.0008014869495960025,-109.61788940429688,53.52318954467773
Canada_05KG007,71011418,0.0006260309805558006,-102.63555908203124,54.8277816772461
Canada_05LM006,71027265,0.00035781722983319183,-98.32978057861328,52.00194931030274
Canada_05MH005,71039315,0.0011186650249258392,-98.88955688476562,49.69863891601562
Canada_05MJ003,71039310,0.00027847290038351957,-98.27371978759766,49.93777847290039
Canada_05OC008,71039306,0.001030541326648744,-97.13356018066406,49.78499984741211
Canada_05OJ005,71037430,0.0017518145115459785,-96.8651123046875,50.1456413269043
Canada_05PB009,71043850,0.0011734761584630176,-92.28472137451172,48.74443817138672
Canada_05PC018,71044993,0.00035415041476049083,-93.91336059570312,48.63447189331055
Canada_05PC019,71044999,6.0637513889883306e-05,-93.4034423828125,48.60852813720703
Canada_05PE011,71039338,0.0010156244096833906,-94.52446746826172,49.77196884155275
Canada_05PE020,71039337,0.0012225850423206452,-94.51310729980467,49.78461074829102
Canada_05PF063,71037444,0.001175993730209714,-95.57083129882812,50.22499847412109
Canada_05TE002,71008761,0.0011851283996325787,-99.22088623046876,55.496620178222656
Canada_05TG003,71007513,0.0006869014696363805,-97.3576202392578,55.99525833129883
Canada_06AF001,71013061,0.0002002243922822408,-109.8424301147461,54.56602096557617
Canada_06AF005,71013043,0.0008312988281247158,-109.22250366210938,54.44583129882813
Canada_06CC001,71009974,0.001106363932279919,-106.20693969726562,55.163330078125
Canada_06EA006,71006303,0.0009520025603548579,-100.4593276977539,56.14765930175781
Canada_06FC001,71003592,0.0029190063476534074,-95.73925018310548,56.952919006347656
Canada_06GD001,71000743,0.0012887573242181816,-96.27668762207033,58.89128875732422
Canada_06JC002,83013667,0.002287510427259226,-101.3623275756836,64.53038787841797
Canada_06KC003,83014745,0.003411458333332007,-99.47608184814452,64.232421875
Canada_06LC001,83016527,0.00155003296179272,-95.85211181640624,63.65258026123047
Canada_06MA006,83012502,0.0038742552023702634,-97.05386352539062,64.77828216552734
Canada_06OA007,83009382,0.001244608561194127,-91.06655883789062,65.93457794189453
Canada_07AC007,82042102,0.0008953348795728289,-116.96337890625,54.01327133178711
Canada_07AD002,82042445,0.0015017315495245412,-117.56941986083984,53.42428970336914
Canada_07AG004,82042085,0.001104024251304736,-115.83972930908205,54.012451171875
Canada_07AG007,82042459,0.00038152058917972914,-116.16201782226562,53.69704818725586
Canada_07CD001,82035594,0.0004923651038791181,-111.2554168701172,56.685279846191406
Canada_07CD005,82036808,0.0011085510253820985,-110.92865753173828,56.66360855102539
Canada_07DD001,82029837,0.004826511513011885,-111.51490020751952,58.3125991821289
Canada_07EE007,82039898,0.0007943298527784911,-122.9130630493164,55.08193969726561
Canada_07FA006,82037823,8.183797201866129e-05,-121.62853240966795,56.25075149536133
Canada_07FB001,82038860,2.9131901592253814e-06,-121.21156311035156,55.71844100952149
Canada_07FB006,82039882,0.00038798014324470387,-121.01377868652344,55.06135940551758
Canada_07FD002,82037816,0.0018890380859204472,-120.67241668701172,56.13938903808594
Canada_07FD003,82037779,0.0017545064290516166,-118.6066436767578,55.9190788269043
Canada_07GE001,82039908,0.0012096572610836866,-118.80287170410156,55.071250915527344
Canada_07GH002,82038849,0.0007392487849687628,-117.16190338134766,55.45623016357422
Canada_07GJ001,82038832,0.0012337239583501969,-117.62307739257812,55.714599609375
Canada_07HF001,82029872,0.0022207641601781347,-116.02864837646484,58.38777923583984
Canada_07JD002,82031602,0.0008716912361765006,-115.3891372680664,57.87462997436522
Canada_07KC001,82028201,0.004135120276090494,-112.43694305419922,59.11806106567383
Canada_07MB001,82028377,0.0008627319335801076,-108.1733627319336,58.96746826171875
Canada_07OB003,82028215,0.00029317220051439113,-117.6363296508789,59.14945983886719
Canada_07OC001,82029883,0.0009296673170490814,-118.33409881591795,58.59708023071289
Canada_07QD007,82022185,0.00027516682942518855,-111.5124969482422,60.4669418334961
Canada_07RD001,82015787,0.0007457407179572197,-108.46602630615234,62.89413833618164
Canada_08AB001,81032352,0.0008940951190174032,-137.97775268554688,60.1183090209961
Canada_08CF003,78002120,0.0022453539662060117,-132.13027954101562,56.70806121826172
Canada_08CG001,78002134,0.0008611893654304162,-131.66899108886722,56.73443984985353
Canada_08DB001,78003642,0.000667063395177081,-129.13531494140622,55.21599960327149
Canada_08ED002,78004761,5.5098856040028434e-05,-127.42658233642578,54.11682891845703
Canada_08EE004,78004297,0.0002770487467458338,-126.89997100830078,54.61861038208008
Canada_08EF005,78004295,0.0007302145368135127,-128.32466125488278,54.493629455566406
Canada_08GA022,78011905,0.0008122762044351363,-123.20316314697266,49.7950210571289
Canada_08JA017,78005193,0.00033223470052234916,-124.83927917480466,53.68550109863281
Canada_08JC001,78004632,0.0008962504069103261,-124.00865173339844,54.02672958374024
Canada_08JC002,78005160,0.000970052083332007,-123.23486328125,53.96044158935547
Canada_08KA004,78004681,0.002023722330733335,-121.85035705566406,54.07867050170898
Canada_08KA005,78005725,0.0006898146597881786,-120.14092254638672,53.301719665527344
Canada_08KB003,78004718,0.0012530517577999944,-121.6687469482422,54.23117065429688
Canada_08LA001,78008927,0.00028624790808723377,-120.06656646728516,51.64947128295898
Canada_08LB047,78008937,0.0006399536132803973,-119.9143524169922,51.60186004638672
Canada_08LB064,78009450,0.0012034098307367458,-120.24046325683594,51.04093170166016
Canada_08LC002,78010700,0.0005074564615910049,-119.01284790039062,50.54365921020508
Canada_08LD001,78010080,0.0005082194010412877,-119.65634155273438,50.93759155273438
Canada_08LE031,78010058,0.0008984494273438233,-119.7431182861328,50.76311111450195
Canada_08LF051,78010656,0.0005204264322884455,-121.39364624023438,50.35462951660156
Canada_08MA001,78007858,0.0005850728352854162,-123.53949737548828,52.06975173950195
Canada_08MA002,78008384,0.0016896565755359918,-124.1433563232422,51.62485885620117
Canada_08MB005,78008323,0.0004385375976596606,-122.65477752685548,51.847938537597656
Canada_08MC018,78007263,0.0006737022005655014,-122.44432830810548,52.53028106689453
Canada_08MF005,78012456,0.0017388916015619318,-121.45423889160156,49.38595962524414
Canada_08MF040,78010655,0.0013418657433130485,-121.85343933105467,50.61367034912109
Canada_08MG005,78011302,0.000645243326829359,-122.8002471923828,50.33602142333984
Canada_08MG013,78013149,4.3913644408710574e-05,-121.82964324951172,49.30041885375977
Canada_08MH024,78013086,0.0027741279884244976,-122.30294036865234,49.12773895263672
Canada_08NA002,78009472,0.0007348432288287516,-116.91293334960938,51.24356079101562
Canada_08NA006,78009508,0.000551312248169516,-116.9720687866211,51.30118179321289
Canada_08NE049,78013108,0.001818033854164014,-117.7176513671875,49.17784118652344
Canada_08NE126,78013112,0.0011099243164025552,-117.7641677856445,49.3388900756836
Canada_08NG065,78012521,0.0005712010650020799,-115.63533782958984,49.61203002929688
Canada_08NH021,78013412,0.0008333333333325754,-116.50277709960938,49.0
Canada_08NH118,78011255,0.0010046549899266981,-116.95520782470705,50.23287963867188
Canada_08NH126,78011257,0.00019514777599960985,-116.94750213623048,50.25138854980469
Canada_08NJ013,78012480,0.00019993116233189847,-117.5647964477539,49.46007919311522
Canada_08NJ158,78012485,0.0021650397752787584,-117.46499633789062,49.4669418334961
Canada_09AB001,81030832,0.0014330737712875835,-135.06402587890622,60.74449920654297
Canada_09AC001,81029281,0.0007924298688944657,-135.74110412597656,60.85110855102539
Canada_09AE003,81034026,0.0003858718188532729,-131.76861572265622,59.93082809448242
Canada_09BA001,81025492,0.00044764200845293095,-132.40716552734378,61.9887809753418
Canada_09BC001,81021748,0.0007914526278705743,-136.58056640625,62.82971954345703
Canada_09BC004,81023634,0.00027722061507153754,-133.3778076171875,62.22074890136719
Canada_09CB001,81025801,0.0010514159356211663,-140.55867004394528,61.9881706237793
Canada_09DB001,81016865,0.0008327229817552961,-134.13917541503906,64.01499938964844
Canada_09DD003,81020047,0.0019477335612094748,-139.25444030761722,63.28221893310547
Canada_09DD004,81018576,0.0009784362783529896,-137.26943969726562,63.61111068725586
Canada_09FC001,81005455,0.0011041259766102485,-139.69639587402344,67.63443756103516
Canada_10AB001,82022225,0.0002782694498790761,-129.118896484375,60.4738883972168
Canada_10EB001,82019471,0.0017127516625092879,-125.79702758789062,61.6361083984375
Canada_10ED001,82023524,0.002637667465647816,-123.47541809082033,60.24156188964844
Canada_10FA002,82020780,0.0006419881184953624,-119.84306335449222,61.13980865478517
Canada_10GA001,82017050,0.001569238437780229,-123.43305969238278,62.47972106933594
Canada_10GB006,82015719,0.0008920796712175161,-122.89924621582033,62.65005874633789
Canada_10HA004,82011035,0.0021605081461226468,-128.21388244628906,64.13667297363281
Canada_10HB005,82012264,0.0010000610351639239,-125.29656219482422,63.92350006103517
Canada_10KB001,82008688,0.0013406469056054637,-127.6833572387695,65.29532623291016
Canada_10LA002,82004876,0.0016740151822196706,-133.08964538574222,66.78743743896484
Canada_10LD004,82005753,0.0008331298828068157,-128.25971984863278,66.40083312988281
Canada_10NC001,82001741,0.0035846625203795777,-128.42143249511722,68.63066864013672
Canada_10OB001,82000282,0.0016204237957750563,-123.25244140625,69.17603302001953
Canada_10PC004,83004768,0.0008325195312437472,-115.8888931274414,67.22833251953125
Canada_10QA001,83003777,0.0011116556983981297,-111.9022216796875,67.63500213623047
Canada_10QD001,83002794,0.0016717533041859895,-104.13916778564452,67.70832824707031
Canada_10RA002,83011373,0.001781831651124785,-104.49056243896484,65.01055908203125
Canada_10RC001,83008217,0.0036434936523335186,-96.51081085205078,66.08614349365234
Canada_10TA001,84002018,0.003659871419273486,-123.47532653808594,72.49281311035156
Canada_10UG001,85008114,0.00034879158344762364,-68.31378173828125,64.91239166259766
Canada_10UH001,85009373,0.0010544840494759455,-68.58061218261719,63.76641845703125
Canada_10UH004,85009376,0.00015619913737197066,-68.89456176757811,63.5990104675293
Canada_11AA005,74000544,0.00037454274593536,-112.08170318603516,49.14360046386719
Chile_04320001,66012297,0.000400693842658045,-70.5867,-29.9953
Chile_04323001,66012020,0.0035119636798917006,-70.8981,-29.9811
Chile_04335001,66012014,0.0027463106565302465,-71.2514,-29.8931
Chile_04557002,66012277,0.0022000000000090836,-71.5267,-30.6722
Chile_05401003,66013027,0.0026352313834712526,-70.1675,-32.8625
Chile_05403002,66013002,0.0016333333333236057,-70.3036,-32.9067
Chile_05410002,66012971,0.000212132034357982,-70.5094,-32.8503
Chile_05410005,66012970,0.000400693842668596,-70.7367,-32.7572
Chile_05423003,66012958,0.0028000000000076852,-71.0256,-32.8403
Chile_05701001,66013269,0.0019142738687202262,-70.1456,-33.9781
Chile_05701002,66013266,0.002245489305748968,-70.1961,-33.8481
Chile_05704002,66013263,0.00023570226040334034,-70.3008,-33.7347
Chile_05706001,66013308,0.001633333333330711,-70.1367,-33.4878
Chile_05707002,66013281,0.0010666666666594438,-70.3669,-33.5875
Chile_05710001,66013259,0.002880007716035144,-70.3792,-33.5939
Chile_05716001,66013338,0.0002666666666826245,-70.8836,-33.8111
Chile_05737002,66013235,0.00042426406869908244,-70.8167,-33.4961
Chile_05748001,66013218,0.0008333333333325754,-71.555,-33.7219
Chile_06003001,66013699,0.0002666666666542028,-70.3764,-34.3464
Chile_06008005,66013643,0.0016999999999995907,-70.5667,-34.25
Chile_06015001,66013680,0.000300000000009959,-71.0997,-34.3822
Chile_06018001,66013679,0.003511963679889188,-71.1681,-34.4311
Chile_06019003,66013632,0.002505549396387723,-71.3717,-34.2731
Chile_06028001,66013684,0.00037712361662343866,-70.8267,-34.7186
Chile_07102005,66014023,0.0033333333333231963,-70.6353,-35.045
Chile_07103001,66013649,0.0008666666666528045,-70.8094,-34.9983
Chile_07104002,66013630,0.0005666666666570563,-70.8206,-34.9961
Chile_07112001,66014050,0.003633486235312821,-71.0028,-35.2783
Chile_07115001,66014050,0.00032998316455462785,-71.0156,-35.2744
Chile_07115001,66014048,0.00032998316455462785,-71.0156,-35.2744
Chile_07116001,66014307,0.004399999999996851,-71.0911,-35.1731
Chile_07123001,66013962,0.0005999999999914962,-72.01,-34.9844
Chile_07303000,66013989,0.003640817978903401,-70.7606,-35.8197
Chile_07308002,66013985,0.0005999999999914962,-71.0019,-35.7728
Chile_07317005,66014033,0.0011313708499008635,-71.0192,-35.8842
Chile_07320003,66014117,0.0028800077160204235,-71.0683,-35.6989
Chile_07321002,66013982,0.0002666666666755191,-71.1139,-35.7061
Chile_07322001,66013976,0.0005656854249629925,-71.7067,-35.5575
Chile_07330001,66014441,0.0006363961030638975,-71.6233,-36.3758
Chile_07339001,66014374,0.0011785113019614345,-72.05,-35.9
Chile_07350001,66014447,0.0009663792676235497,-71.4569,-36.2303
Chile_07354001,66014427,0.002922708028900934,-71.4881,-35.9636
Chile_07354002,66014429,0.002266666666670858,-71.4419,-36.0028
Chile_07359001,66013995,0.0006363961030588731,-71.7678,-35.6169
Chile_07372001,66014066,0.0005333333333226165,-71.3847,-35.1783
Chile_07374001,66014097,0.004058598553966686,-71.2933,-35.4856
Chile_07379001,66014041,0.001013519719709242,-71.6811,-35.4167
Chile_07379002,66014039,2.3570226050382625e-05,-71.7333,-35.4525
Chile_07383001,66013964,0.0005999999999914962,-72.2083,-35.4069
Chile_08104001,66014758,0.0007778174592908288,-71.2739,-36.6653
Chile_08106002,66014361,0.00032998316455462785,-71.5256,-36.5856
Chile_08112001,66014402,0.0035523075442512224,-71.7558,-36.6547
Chile_08114001,66014376,0.0011785113019815317,-72.05,-36.55
Chile_08117005,66014362,0.002614489540140566,-72.3167,-36.6167
Chile_08132001,66014779,3.333333334154531e-05,-72.3333,-36.8667
Chile_08140002,66014351,0.0002121320343529577,-72.4892,-36.6261
Chile_08307002,66015145,0.0002666666666755191,-71.2989,-38.2008
Chile_08312000,66015121,0.0027333333333388055,-71.4781,-38.0369
Chile_08312001,66015120,0.0037536648758277748,-71.52,-37.9897
Chile_08317001,66015113,0.0001414213562319557,-71.9017,-37.7106
Chile_08317004,66015115,0.0002666666666755191,-71.6989,-37.7964
Chile_08317005,66015114,3.333333334154531e-05,-71.8236,-37.7092
Chile_08319001,66015109,0.0010666666666736546,-72.2783,-37.6019
Chile_08334001,66015107,0.0006119186583641217,-72.5903,-37.5503
Chile_08342001,66015203,0.0008333333333396808,-72.3833,-37.85
Chile_08380002,66014741,0.0027999999999934744,-71.9703,-37.3003
Chile_08381003,66014740,0.0010666666666736546,-72.3242,-37.2119
Chile_08383001,66014737,0.0034764285632665247,-72.5333,-37.2333
Chile_09116001,66015528,4.714045209252542e-05,-72.8478,-38.6081
Chile_09129002,66015562,0.0008249579113915939,-72.5028,-38.6867
Chile_09135001,66015612,0.0041666666666557725,-72.6167,-38.85
Chile_09140001,66015557,1.4210854715202004e-14,-72.9469,-38.78
Chile_09402001,66015654,0.0005333333333297219,-71.7336,-38.8653
Chile_09414001,66015986,0.0033000000000100727,-71.7667,-39.3333
Chile_10122003,66015954,0.00321005365132366,-72.9025,-39.8044
Chile_10134001,66016029,0.0018633899812449523,-72.9,-39.55
Chile_10305001,66016415,0.00018856180832769657,-72.2511,-40.1522
Chile_10328001,66016351,3.333333334154531e-05,-73.0022,-40.3842
Chile_10340001,66016313,0.0005666666666712672,-72.6889,-40.7889
Chile_10503001,66016991,0.0005999999999914962,-72.0139,-41.7219
Chile_10514001,66017009,0.0007542472332824493,-72.0525,-41.7569
Chile_10520001,66016633,0.004148359782953085,-72.1694,-41.6389
Chile_10702002,66017272,0.002477678124542036,-71.7544,-43.1742
Chile_10704002,66017617,0.0034441576941698923,-72.10749999999999,-43.4492
Chile_11143001,66017981,0.0017206265008790687,-71.8083,-44.6592
Chile_11342001,66018217,0.0007778174593008774,-72.6231,-45.4058
Chile_11500002,66018617,0.00035433819376557395,-72.5819,-46.0861
Chile_11505001,66018580,3.333333334154531e-05,-71.9908,-46.2692
Chile_11514001,66018595,0.0011549410759463226,-72.7,-46.4333
Chile_11520002,66018538,0.00196666666667511,-71.6672,-46.5836
Chile_11530000,66018985,0.0006128258770287887,-72.8,-47.0667
Chile_11536004,66018984,0.00016499158226726537,-72.7258,-47.1414
Chile_12582001,66021230,0.0034441576941681043,-70.9667,-53.65
Chile_12622001,65031454,0.00026666666666841365,-71.4247,-52.0511
China_40411200,43017357,0.0013360000000091075,102.498836,36.950798
China_61304300,43077279,0.00037594510535387887,109.624671,26.320806
China_62310250,43071965,0.00098193561680806,115.285556,27.202221999999995
China_62401800,43066378,0.003004626062890822,116.4,27.975
EWA_9105003,22017514,0.0023570226039530146,19.17,49.12
EWA_9110001,21000190,0.0008333333333325754,6.03,47.24
EWA_9110006,21000377,0.0018633899812552797,5.96,47.14
EWA_9110017,21000368,0.0024999999999977263,5.35,46.92
EWA_9110019,21000208,0.0018633899812453495,6.79,47.43999999999999
EWA_9110035,21000371,0.000589255650978833,5.56,47.12
EWA_9110110,21003474,7.105427357601002e-15,5.21,44.69
EWA_9110140,21001208,0.0025000000000048317,6.46,46.07
EWA_9110141,21001125,0.004249182927985246,5.23,45.91
EWA_9110215,21002713,0.0025000000000048317,5.72,45.19
EWA_9110216,21002914,0.001178511301972739,6.51,45.21
EWA_9110230,21000363,0.0024999999999977263,5.15,47.07
EWA_9110238,21000212,0.001863389981251705,5.55,47.29
EWA_9110239,21000214,0.0033333333333303017,5.82,47.3
EWA_9110242,21000022,0.0005892556509832294,5.83,47.58
EWA_9110243,21000048,0.002357022603944222,5.93,47.85999999999999
EWA_9110268,21004235,0.0008333333333396808,4.41,44.54
EWA_9110278,21000630,1.0048591735576161e-14,5.67,46.4
EWA_9110287,21001129,0.0016666666666580454,5.34,46.05
EWA_9110288,21000394,0.0005892556509882537,5.77,46.69
EWA_9110300,21001191,1.0048591735576161e-14,6.27,46.15
EWA_9110302,21001090,0.00372677996250341,4.839999999999999,45.85
EWA_9110328,21000192,0.0041666666666699825,6.46,47.37
EWA_9110329,21000200,0.0018633899812457468,6.76,47.48
EWA_9110336,21000376,0.0016666666666740326,5.82,47.04
EWA_9114013,23020348,0.0017677669529638975,-0.86,47.39
EWA_9114020,23019609,0.0016666666666698138,0.55,47.35000000000001
EWA_9114021,23019565,0.002499999999990621,0.68,47.4
EWA_9114022,23018496,0.002499999999990621,1.9,47.9
EWA_9114023,23020496,0.002499999999990621,3.76,46.54
EWA_9114025,23019619,0.0008333333333396808,1.54,47.27
EWA_9114027,23020457,0.004166666666663987,0.7,46.91
EWA_9114035,23019593,0.0018633899812562727,-0.56,47.47
EWA_9114038,23019573,0.004714045207900377,0.54,47.04999999999999
EWA_9114045,23021404,0.00424918292798947,1.61,46.45
EWA_9114067,23020462,0.004714045207906343,0.56,46.88
EWA_9114074,23022476,0.0016666666666651508,0.25,45.03
EWA_9114084,23021958,0.0041666666666699825,0.09,45.64
EWA_9114186,23023005,6.9084451505208586e-15,2.3,44.63
EWA_9114213,23023069,0.0005892556509904518,1.7399999999999998,44.92
EWA_9114217,23022516,6.280363845300015e-15,2.01,45.15
EWA_9114227,23023044,7.105427357601002e-15,0.4799999999999999,44.85
EWA_9114242,23023057,0.002357022603955998,1.2,44.81
EWA_9114248,23023072,0.0016666666666651508,1.84,45.02
EWA_9114378,23021370,0.002499999999996838,4.04,46.0
EWA_9114396,23020517,0.0037267799625014236,4.03,46.53
EWA_9114434,23018589,0.004487637339278445,-0.39,47.8
EWA_9114464,23018709,0.0035355339059330547,-0.7600000000000001,47.67
EWA_9114466,23018557,0.0005892556509815808,-0.68,47.69
EWA_9114560,23020497,0.0035355339059298355,3.32,46.56
EWA_9114584,23021908,0.004166666666663011,1.41,45.91
EWA_9114591,23021907,0.002357022603961807,1.33,45.86
EWA_9114602,23020565,0.0025000000000048317,1.29,46.63
EWA_9115033,23018599,0.001178511301973367,3.54,47.88
EWA_9115034,23018590,0.0016666666666722563,3.38,47.98
EWA_9115037,23017393,0.0024999999999977263,3.0899999999999994,48.36
EWA_9115125,23016225,0.003435921354677397,4.93,48.64
EWA_9115146,23014837,7.105427357601002e-15,2.89,49.43
EWA_9115148,23014829,0.0011785113019752512,2.42,49.21
EWA_9115162,23016274,0.0016666666666580454,4.14,48.54
EWA_9115190,23016168,0.0024999999999977263,2.88,48.96
EWA_9115193,23016164,0.0037267799625014236,2.62,48.86
EWA_9115198,23016219,0.003333333333337407,4.59,48.7
EWA_9115220,23015006,0.003004626062882447,4.78,49.31
EWA_9115221,23014983,0.0016666666666722563,4.54,49.49
EWA_9115221,23014856,0.0016666666666722563,4.54,49.49
EWA_9115221,23015262,0.0016666666666722563,4.54,49.49
EWA_9115360,23013612,0.00263523138347687,4.73,49.78
EWA_9115372,23016171,0.004124789556912437,2.44,48.73
EWA_9116035,23015030,0.004166666666661989,7.04,49.12
EWA_9116044,23017428,0.0030046260628863886,6.45,48.17
EWA_9116051,23016206,0.0025000000000030553,5.9,48.67
EWA_9116064,23016203,0.0008333333333396808,6.12,48.79
EWA_9116083,23016303,0.0011785113019752512,6.380000000000001,48.56000000000001
EWA_9116084,23014898,1.884110950385723e-15,6.2,49.22
EWA_9211007,21008099,0.0011785113019855352,0.35,42.21
