date,stationid,node_id,reach_id,COMID,wse,wse_u,width,width_u
2025-06-13,shuanghetun,42258000020291,42258000021,42025887,108.19151,0.09603,100.693445,4.484307
2025-06-13,shuanghetun,42258000020301,42258000021,42025887,108.25996,0.09936,137.174309,5.050369
2025-06-13,tonghua,42440400440881,42440400441,42060702,372.57263,0.12542,273.083408,6.028722
2025-06-14,humaqiao,42272100010481,42272100011,42012937,170.57923,0.10654,249.678532,7.068674
2025-06-14,humaqiao,42272100010491,42272100011,42012937,170.87211,0.10759,265.178643,9.013877
2025-06-14,liujiatun,42249800030271,42249800031,42025877,223.58906,0.11097,132.442725,3.789522
2025-06-14,liujiatun,42249800030281,42249800031,42025877,223.50117,0.12402,143.128039,4.079352
2025-06-17,heishiguan,43210800030561,43210800031,43027816,109.17978,0.14332,120.639129,4.113685
2025-06-17,heishiguan,43210800030571,43210800031,43027816,109.41065,0.13488,91.446056,3.575066
2025-06-23,kuerbin,42257000080041,42257000081,42026066,109.19482,0.13917,72.018733,3.18848
2025-06-23,kuerbin,42257000080061,42257000081,42026066,109.2457,0.25282,26.298608,1.5442
2025-06-23,lianhua,42243200030021,42243200031,42045708,110.13842,0.09281,268.096317,6.379289
2025-06-24,fuyu,42246100030151,42246100031,42047860,129.30023,0.09597,389.425795,6.055381
2025-06-25,shihuiyao,42249900150171,42249900151,42020496,271.82654,0.09682,171.325113,9.247322
2025-06-25,shihuiyao,42249900150181,42249900151,42020496,271.887,0.09477,180.070809,7.878926
2025-06-28,longmenzhen,43210800200021,43210800201,43027970,149.22947,0.12861,145.394683,4.128032
2025-06-30,changjiangtun,42242100060571,42242100061,42043227,114.07575,0.09546,291.483228,8.767488
2025-06-30,changjiangtun,42242100060581,42242100061,42043227,114.0649,0.09676,204.718255,7.352935
2025-07-01,shihuiyao,42249900150171,42249900151,42020496,271.45166,0.10598,129.229824,8.553284
2025-07-01,shihuiyao,42249900150181,42249900151,42020496,271.62681,0.09949,149.287768,8.14467
2025-07-01,shihuiyao,42249900150191,42249900151,42020496,271.64502,0.09596,147.928546,9.266
2025-07-03,jiamusi,42241500050101,42241500051,42037498,75.6311,0.0916,1021.425686,10.642161
2025-07-03,jiamusi,42241500050111,42241500051,42037498,75.6358,0.0917,1159.286715,12.12233
2025-07-03,lianhua,42243200030021,42243200031,42045708,110.97787,0.09515,290.776758,6.531892
2025-07-03,lianhua,42243200030031,42243200031,42045708,111.11593,0.09556,236.290983,5.932637
2025-07-04,kuerbin,42257000080041,42257000081,42026066,108.62176,0.15164,76.67455,3.202499
2025-07-04,shuanghetun,42258000020291,42258000021,42025887,108.79834,0.11501,97.896326,4.650643
2025-07-04,shuanghetun,42258000020301,42258000021,42025887,108.80871,0.13217,133.979121,5.686433
2025-07-04,shuanghetun,42258000020311,42258000021,42025887,108.74133,0.1355,127.363231,5.30215
2025-07-04,tonghua,42440400440901,42440400441,42060702,373.70944,0.10445,212.495365,5.620174
2025-07-05,liujiatun,42249800030261,42249800031,42025877,223.49246,0.12034,164.617061,4.388481
2025-07-11,lianhua,42243200030031,42243200031,42045708,110.41809,0.11642,123.266594,4.246142
2025-07-14,kuerbin,42257000080041,42257000081,42026066,109.04675,0.16009,77.753451,3.152658
2025-07-14,lianhua,42243200030031,42243200031,42045708,110.08126,0.09598,180.243198,5.773009
2025-07-14,tonghua,42440400440881,42440400441,42060702,372.98337,0.11188,238.388993,5.413544
2025-07-14,tonghua,42440400440891,42440400441,42060702,373.02753,0.11827,270.345523,5.499839
2025-07-14,tonghua,42440400440901,42440400441,42060702,373.1793,0.12026,182.250821,4.749818
2025-07-15,fuyu,42246100030131,42246100031,42047860,129.28038,0.09767,367.377316,6.948046
2025-07-15,fuyu,42246100030141,42246100031,42047860,129.25193,0.09777,391.847622,6.281683
2025-07-15,fuyu,42246100030151,42246100031,42047860,129.24178,0.09634,372.010063,6.062813
2025-07-15,tieling,42481500090731,42481500091,42059330,53.27542,0.10664,106.469647,4.730309
2025-07-15,tieling,42481500090741,42481500091,42059330,53.21962,0.10445,147.496715,5.041759
2025-07-15,tieling,42481500090751,42481500091,42059330,53.32146,0.10701,107.90582,4.643098
2025-07-19,baimasi,43210800530011,43210800531,43030084,113.02047,0.09395,343.488301,12.117095
2025-07-19,baimasi,43210800530021,43210800531,43030084,113.00971,0.09348,262.847759,9.8689
2025-07-19,heishiguan,43210800030551,43210800031,43027816,108.59861,0.12878,137.053863,4.315212
2025-07-19,heishiguan,43210800030561,43210800031,43027816,108.4114,0.11141,149.546141,4.834008
2025-07-19,heishiguan,43210800030571,43210800031,43027816,108.36758,0.10979,131.495851,4.059274
2025-07-21,changjiangtun,42242100060571,42242100061,42043227,112.94625,0.10444,256.628944,8.771343
2025-07-21,lianhua,42243200030021,42243200031,42045708,109.95033,0.09377,237.174571,6.720849
2025-07-21,lianhua,42243200030031,42243200031,42045708,110.12728,0.09473,192.203165,6.361352
2025-07-22,liujiatun,42249800030261,42249800031,42025877,223.4206,0.10168,205.266164,8.345035
2025-07-22,shihuiyao,42249900150171,42249900151,42020496,271.25235,0.09595,126.678531,9.500788
2025-07-22,shihuiyao,42249900150181,42249900151,42020496,271.26215,0.10241,117.936677,6.931441
2025-07-22,shihuiyao,42249900150191,42249900151,42020496,271.49638,0.09989,131.752326,7.898181
2025-07-24,jiamusi,42241500050101,42241500051,42037498,74.41241,0.09172,1004.069869,10.617878
2025-07-24,lianhua,42243200030021,42243200031,42045708,109.85587,0.09534,239.512888,6.056823
2025-07-24,lianhua,42243200030031,42243200031,42045708,109.95318,0.09613,195.022105,5.542895
2025-07-24,tieling,42481500090741,42481500091,42059330,53.08619,0.10748,124.859078,4.863238
2025-07-24,tieling,42481500090751,42481500091,42059330,52.99787,0.11264,96.882784,4.404674
2025-07-25,kuerbin,42257000080041,42257000081,42026066,108.98395,0.12488,89.337889,3.623485
2025-07-25,kuerbin,42257000080061,42257000081,42026066,109.92034,0.23978,63.700322,3.279037
2025-07-25,shuanghetun,42258000020291,42258000021,42025887,108.88969,0.11724,107.313372,4.725339
2025-07-25,shuanghetun,42258000020301,42258000021,42025887,108.76102,0.1289,139.668557,5.137572
2025-07-25,shuanghetun,42258000020311,42258000021,42025887,108.37175,0.18865,109.24805,3.184231
2025-07-25,tonghua,42440400440891,42440400441,42060702,373.12908,0.11131,311.020573,6.925225
2025-07-25,tonghua,42440400440901,42440400441,42060702,373.21255,0.11001,210.882123,5.625005
2025-07-26,fuyu,42246100030141,42246100031,42047860,129.24651,0.09368,368.995775,7.62953
2025-07-26,fuyu,42246100030151,42246100031,42047860,129.26358,0.09458,336.390602,6.455917
2025-07-26,tieling,42481500090741,42481500091,42059330,52.98565,0.10152,153.597348,4.884098
2025-07-26,tieling,42481500090751,42481500091,42059330,52.96795,0.10132,114.546853,4.457848
