node_id,reach_id,time,lat,lon,wse,wse_u,width,width_u,node_q_b,node_q,ice_clim_f,dark_frac,p_width,p_n_ch_max,p_n_ch_mod,xovr_cal_q,xtrk_dist,wse_r_u,p_length,file_name,index_right,stationid,COMID,date
42249800030281,42249800031,748272940.063,49.25165878,125.0815791,223.83076,0.23104,137.321493,2.967284,2048,1,0,0.58161168915,146.5,1,1,0,30364.50391,0.21279,191.57757288,SWOT_L2_HR_RiverSP_Node_003_465_AS_20230917T132805_20230917T133750_PGD0_01.zip,10,liujiatun,42025877,2023-09-17
42249900150171,42249900151,748272954.102,50.04790807,125.3190944,271.39525,0.09658,164.461967,8.75888,0,0,0,0.0,84.0,1,1,0,20841.51758,0.03504,178.37263886,SWOT_L2_HR_RiverSP_Node_003_465_AS_20230917T132805_20230917T133750_PGD0_01.zip,9,shihuiyao,42020496,2023-09-17
42249900150181,42249900151,748272954.125,50.04892425,125.3210769,271.60972,0.09406,182.011226,9.009419,2,1,0,0.0,144.0,1,1,0,20947.58398,0.02734,205.69947398,SWOT_L2_HR_RiverSP_Node_003_465_AS_20230917T132805_20230917T133750_PGD0_01.zip,9,shihuiyao,42020496,2023-09-17
42249900150191,42249900151,748272954.154,50.05014688,125.3231078,271.56316,0.09226,188.075324,9.282469,2,1,0,0.0,159.0,1,1,0,21038.53906,0.02027,196.11324572,SWOT_L2_HR_RiverSP_Node_003_465_AS_20230917T132805_20230917T133750_PGD0_01.zip,9,shihuiyao,42020496,2023-09-17
42272100010491,42272100011,748272985.32,51.66930175,126.6108744,170.16731,0.10055,268.479925,5.41268,0,0,0,0.04942071599,123.0,1,1,0,52388.85547,0.04483,186.41649411,SWOT_L2_HR_RiverSP_Node_003_465_AS_20230917T132805_20230917T133750_PGD0_01.zip,8,humaqiao,42012937,2023-09-17
42272100010501,42272100011,748272985.291,51.66767353,126.6102323,170.33576,0.10327,235.199944,5.165411,0,0,0,0.03339874483,132.5,1,1,0,52403.35156,0.05064,188.72759747,SWOT_L2_HR_RiverSP_Node_003_465_AS_20230917T132805_20230917T133750_PGD0_01.zip,8,humaqiao,42012937,2023-09-17
42241500050101,42241500051,744187373.414,46.82957373,130.3373933,77.515,0.09218,1038.880748,15.402979,262145,2,0,0.0,914.0,2,1,0,-16925.71484,0.01995,221.08645893,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,18,jiamusi,42037498,2023-08-01
42241500050111,42241500051,744187373.413,46.82942918,130.3342904,77.50352,0.09203,1220.555044,18.857164,262145,2,0,0.0,707.0,1,1,0,-16651.74609,0.01921,193.15955945,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,18,jiamusi,42037498,2023-08-01
42242100060571,42242100061,744187385.102,45.98974161,129.5891416,116.06052,0.15473,253.659111,5.475825,8200,1,0,0.00894565809,213.0,1,1,0,63778.86719,0.12586,178.42839861,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,12,changjiangtun,42043227,2023-08-01
42242100060581,42242100061,744187385.131,45.98828272,129.5906858,115.88623,0.17213,180.963527,4.178927,8193,1,0,0.0051003476,213.0,1,1,0,63715.79688,0.14673,220.29582668,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,12,changjiangtun,42043227,2023-08-01
42242100060591,42242100061,744187385.161,45.98678892,129.5921884,116.0634,0.16438,254.908799,5.688827,8193,1,0,0.03437204881,202.0,1,1,0,63641.02344,0.13755,185.29699159,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,12,changjiangtun,42043227,2023-08-01
42257000080041,42257000081,744187326.564,49.36833735,128.9392908,109.09105,0.09407,580.416111,32.64612,18458,1,0,0.0,80.0,1,1,0,5288.32715,0.02738,215.89651995,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,2,kuerbin,42026066,2023-08-01
42257000080051,42257000081,744187326.594,49.36640455,128.9377555,108.96474,0.0948,442.410239,33.031029,16394,1,0,0.0,90.5,1,1,0,5647.62207,0.02979,193.18413776,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,2,kuerbin,42026066,2023-08-01
42257000080061,42257000081,744187326.613,49.36541693,128.9375826,109.15401,0.09892,298.360377,28.307792,18434,1,0,0.0,80.0,1,1,0,5699.02734,0.04106,217.67957961,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,2,kuerbin,42026066,2023-08-01
42258000020291,42258000021,744187326.603,49.36410787,128.9308861,108.7484,0.10716,183.196718,20.010416,18440,1,0,0.0,142.0,1,1,0,6250.41992,0.05817,223.19612151,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,11,shuanghetun,42025887,2023-08-01
42258000020301,42258000021,744187326.629,49.36194112,128.9300119,108.59799,0.09646,257.318928,22.175656,18432,1,0,0.0,161.0,1,1,0,6442.125,0.03471,187.07321602,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,11,shuanghetun,42025887,2023-08-01
42258000020311,42258000021,744187326.649,49.36075988,128.9290289,108.87367,0.09261,226.555503,19.8843,16392,1,0,0.0,150.0,1,1,0,6464.73438,0.02184,199.29503135,SWOT_L2_HR_RiverSP_Node_001_310_AS_20230801T063957_20230801T064651_PGD0_01.zip,11,shuanghetun,42025887,2023-08-01
42246100030141,42246100031,749989133.553,45.19271278,124.7574549,128.33331,0.21048,298.05325,2.226537,8388613,3,0,0.75015432693,344.0,1,1,0,-52360.28906,0.19027,185.31239364,SWOT_L2_HR_RiverSP_Node_004_437_AS_20231007T101335_20231007T102220_PGD0_01.zip,16,fuyu,42047860,2023-10-07
42246100030151,42246100031,749989133.551,45.19196147,124.759072,128.67532,0.18645,276.465328,1.765891,5,1,0,0.82630774219,359.0,1,1,0,-52209.04297,0.16329,190.46374527,SWOT_L2_HR_RiverSP_Node_004_437_AS_20231007T101335_20231007T102220_PGD0_01.zip,16,fuyu,42047860,2023-10-07
42481500090731,42481500091,749989082.532,42.32932838,123.8358921,55.6376,0.94748,14.528889,0.287662,8652801,3,0,0.97895625311,75.0,1,1,0,-47858.92969,0.94319,189.30001422,SWOT_L2_HR_RiverSP_Node_004_437_AS_20231007T101335_20231007T102220_PGD0_01.zip,17,tieling,42059330,2023-10-07
42481500090741,42481500091,749989082.559,42.33029168,123.8375451,52.86396,0.11673,69.769161,3.079915,4,1,0,0.24896588718,144.0,1,1,0,-47765.89062,0.07433,201.89216108,SWOT_L2_HR_RiverSP_Node_004_437_AS_20231007T101335_20231007T102220_PGD0_01.zip,17,tieling,42059330,2023-10-07
42481500090751,42481500091,749989082.587,42.33143135,123.8388592,52.60315,0.10201,108.77445,4.318477,0,0,0,0.02274623604,165.0,1,1,0,-47690.26562,0.04802,218.73534274,SWOT_L2_HR_RiverSP_Node_004_437_AS_20231007T101335_20231007T102220_PGD0_01.zip,17,tieling,42059330,2023-10-07
43210800190074,43210800194,744965473.625,34.55787903,112.4723778,149.27405,0.11632,-999999999999.0,-999999999999.0,4194312,3,0,0.0,327.0,2,1,0,-59456.28516,0.07369,214.72502404,SWOT_L2_HR_RiverSP_Node_001_562_AS_20230810T064657_20230810T065452_PGD0_01.zip,1,longmenzhen,43027970,2023-08-10
43210800200011,43210800201,744965473.654,34.55627107,112.4719564,149.95085,0.12388,136.452819,5.710736,6,1,0,0.0,284.0,1,1,0,-59368.08594,0.08513,154.71454696,SWOT_L2_HR_RiverSP_Node_001_562_AS_20230810T064657_20230810T065452_PGD0_01.zip,1,longmenzhen,43027970,2023-08-10
43210800200021,43210800201,744965473.685,34.55404525,112.4717082,149.13551,0.11641,105.197349,4.066133,1,1,0,0.0,189.0,1,1,0,-59314.55859,0.07383,213.60212559,SWOT_L2_HR_RiverSP_Node_001_562_AS_20230810T064657_20230810T065452_PGD0_01.zip,1,longmenzhen,43027970,2023-08-10
43428400030521,43428400031,752909043.259,32.30282323,115.7467058,25.67029,0.10525,134.613558,5.053067,786433,2,0,0.0,171.0,2,2,0,26239.65625,0.05457,213.76200273,SWOT_L2_HR_RiverSP_Node_006_215_AS_20231110T052059_20231110T053117_PGD0_01.zip,6,jiangjiaji,43044098,2023-11-10
43428400030531,43428400031,752909043.235,32.3015959,115.7451378,25.54199,0.12572,172.013919,7.366004,786433,2,0,0.0,166.5,2,2,0,26116.06055,0.08778,184.13540818,SWOT_L2_HR_RiverSP_Node_006_215_AS_20231110T052059_20231110T053117_PGD0_01.zip,6,jiangjiaji,43044098,2023-11-10
43428400030541,43428400031,752909043.226,32.30124739,115.743112,25.74603,0.09655,194.656256,8.252113,786433,2,0,0.0,185.0,2,2,0,25942.45312,0.03496,201.93611162,SWOT_L2_HR_RiverSP_Node_006_215_AS_20231110T052059_20231110T053117_PGD0_01.zip,6,jiangjiaji,43044098,2023-11-10
43428700010811,43428700011,752909044.606,32.43784756,115.4162998,26.35153,0.13229,701.075004,19.837068,9193483,3,0,0.0,83.5,1,1,0,-6935.40283,0.09695,185.30515388,SWOT_L2_HR_RiverSP_Node_006_215_AS_20231110T052059_20231110T053117_PGD0_01.zip,7,huaibin,43044183,2023-11-10
43428700020014,43428700024,752909044.555,32.43448968,115.4148628,22.71255,0.12096,120.287243,8.534692,9193481,3,0,0.0,155.5,1,1,0,-7291.76221,0.08082,160.81637904,SWOT_L2_HR_RiverSP_Node_006_215_AS_20231110T052059_20231110T053117_PGD0_01.zip,7,huaibin,43044183,2023-11-10
43428700020024,43428700024,752909044.541,32.43447479,115.413612,22.44079,0.10242,143.386624,7.918316,9191425,3,0,0.0,80.0,1,1,0,-7426.41699,0.0489,215.83754013,SWOT_L2_HR_RiverSP_Node_006_215_AS_20231110T052059_20231110T053117_PGD0_01.zip,7,huaibin,43044183,2023-11-10
43428700030011,43428700031,752909044.535,32.43456997,115.4120636,22.1199,0.13253,150.869207,9.397841,804865,2,0,0.0,94.0,1,1,0,-7646.67285,0.09728,154.70692375,SWOT_L2_HR_RiverSP_Node_006_215_AS_20231110T052059_20231110T053117_PGD0_01.zip,7,huaibin,43044183,2023-11-10
42257000080041,42257000081,752650056.11,49.3682968,128.9394598,107.94188,0.15713,103.209728,4.350633,2,1,1,0.0,80.0,1,1,0,37924.26953,0.1288,215.89651995,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,2,kuerbin,42026066,2023-11-07
42257000080051,42257000081,752650056.08,49.36673802,128.9374039,108.30481,0.2482,105.352587,5.096527,6,1,1,0.0,90.5,1,1,0,37871.98047,0.23131,193.18413776,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,2,kuerbin,42026066,2023-11-07
42257000080061,42257000081,752650056.048,49.36489241,128.937108,109.05995,0.21376,73.331585,4.015025,0,0,1,0.0,80.0,1,1,0,37875.48047,0.19389,217.67957961,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,2,kuerbin,42026066,2023-11-07
42258000020291,42258000021,752650056.011,49.36407373,128.930794,107.72973,0.10244,134.659995,5.155224,8,1,1,0.0,142.0,1,1,0,37460.92969,0.04892,223.19612151,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,11,shuanghetun,42025887,2023-11-07
42258000020301,42258000021,752650055.98,49.36230304,128.9300626,107.68059,0.10819,163.22712,5.986871,8,1,1,0.0,161.0,1,1,0,37464.37891,0.06005,187.07321602,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,11,shuanghetun,42025887,2023-11-07
42258000020311,42258000021,752650055.95,49.36084204,128.9292475,107.85238,0.11724,134.548765,5.123697,0,0,1,0.0,150.0,1,1,0,37449.46875,0.07513,199.29503135,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,11,shuanghetun,42025887,2023-11-07
42440400440881,42440400441,752649918.632,41.74181422,125.9523191,372.85653,0.1123,236.133213,5.617172,8,1,0,0.00684893373,254.0,1,1,0,39859.85938,0.06717,200.0409306,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,3,tonghua,42060702,2023-11-07
42440400440891,42440400441,752649918.656,41.7429927,125.9541503,372.88211,0.1043,285.270288,6.58693,0,0,0,0.00599423361,256.0,1,1,0,39980.5625,0.0527,188.59632496,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,3,tonghua,42060702,2023-11-07
42440400440901,42440400441,752649918.678,41.74377337,125.956247,373.05227,0.10593,200.267928,5.601411,0,0,0,0.00718479992,254.0,1,1,0,40110.84375,0.05587,222.52562473,SWOT_L2_HR_RiverSP_Node_006_131_AS_20231107T051926_20231107T052944_PGD0_01.zip,3,tonghua,42060702,2023-11-07
42246100030141,42246100031,744581021.499,45.1918816,124.7576377,130.67726,0.17976,352.74341,2.063608,8388613,3,0,0.85452966618,344.0,1,1,0,-51281.41016,0.15561,185.31239364,SWOT_L2_HR_RiverSP_Node_001_437_AS_20230805T195823_20230805T200708_PGD0_01.zip,16,fuyu,42047860,2023-08-05
42246100030151,42246100031,744581021.496,45.19165435,124.7598236,130.90819,0.11573,326.467624,3.785243,8388621,3,0,0.51167489074,359.0,1,1,0,-51080.50391,0.07275,190.46374527,SWOT_L2_HR_RiverSP_Node_001_437_AS_20230805T195823_20230805T200708_PGD0_01.zip,16,fuyu,42047860,2023-08-05
42481500090731,42481500091,744580970.473,42.32842577,123.8358959,55.42,0.13384,85.860864,4.173151,262153,2,0,0.0,75.0,1,1,0,-46708.01562,0.09906,189.30001422,SWOT_L2_HR_RiverSP_Node_001_437_AS_20230805T195823_20230805T200708_PGD0_01.zip,17,tieling,42059330,2023-08-05
42481500090741,42481500091,744580970.505,42.32983202,123.8371643,55.66046,0.11416,90.431925,3.679292,786433,2,0,0.27266343083,144.0,1,1,0,-46636.66016,0.07024,201.89216108,SWOT_L2_HR_RiverSP_Node_001_437_AS_20230805T195823_20230805T200708_PGD0_01.zip,17,tieling,42059330,2023-08-05
42481500090751,42481500091,744580970.531,42.33135195,123.8377901,56.0399,0.35631,55.157736,0.642078,2052,1,0,0.94080059184,165.0,1,1,0,-46538.14453,0.34476,218.73534274,SWOT_L2_HR_RiverSP_Node_001_437_AS_20230805T195823_20230805T200708_PGD0_01.zip,17,tieling,42059330,2023-08-05
42460000140161,42460000141,744533198.516,41.26287021,122.6792942,3.77889,0.09613,127.051011,7.448361,8,1,0,0.0,110.0,1,1,0,-35453.07422,0.03379,192.22424543,SWOT_L2_HR_RiverSP_Node_001_422_AS_20230805T064231_20230805T064708_PGD0_01.zip,14,xingjiawopeng,42061756,2023-08-05
42460000140171,42460000141,744533198.509,41.26364675,122.6814179,3.86845,0.097,104.473613,6.042118,0,0,0,0.0,97.0,1,1,0,-35653.05859,0.03618,204.6448888,SWOT_L2_HR_RiverSP_Node_001_422_AS_20230805T064231_20230805T064708_PGD0_01.zip,14,xingjiawopeng,42061756,2023-08-05
42460000140181,42460000141,744533198.502,41.26446466,122.6835327,3.83479,0.09912,93.358261,6.341695,0,0,0,0.0,80.0,1,1,0,-35835.53906,0.04154,201.96843426,SWOT_L2_HR_RiverSP_Node_001_422_AS_20230805T064231_20230805T064708_PGD0_01.zip,14,xingjiawopeng,42061756,2023-08-05
42460001470281,42460001471,744533199.98,41.18264218,122.7161935,3.25514,0.0995,119.830167,6.21304,0,0,0,0.0,105.0,1,1,0,-36435.64844,0.04243,208.20620129,SWOT_L2_HR_RiverSP_Node_001_422_AS_20230805T064231_20230805T064708_PGD0_01.zip,4,tangmazhai,42061735,2023-08-05
42460001470291,42460001471,744533199.96,41.18410674,122.7177081,3.26188,0.09538,112.418611,5.687843,0,0,0,0.0,112.5,1,1,0,-36595.66406,0.03159,224.30920723,SWOT_L2_HR_RiverSP_Node_001_422_AS_20230805T064231_20230805T064708_PGD0_01.zip,4,tangmazhai,42061735,2023-08-05
42460001470301,42460001471,744533199.936,41.18577029,122.7188349,3.37715,0.09886,164.45455,7.312442,0,0,0,0.0,87.0,1,1,0,-36730.25781,0.0409,175.75596857,SWOT_L2_HR_RiverSP_Node_001_422_AS_20230805T064231_20230805T064708_PGD0_01.zip,4,tangmazhai,42061735,2023-08-05
42249800030261,42249800031,744667529.306,49.24810689,125.0786881,222.82189,0.09769,163.856355,6.359943,0,0,0,0.02594607709,108.0,1,1,0,30629.5332,0.03799,197.87720681,SWOT_L2_HR_RiverSP_Node_001_465_AS_20230806T195754_20230806T200739_PGD0_01.zip,10,liujiatun,42025877,2023-08-06
42249800030271,42249800031,744667529.335,49.24935713,125.0796319,222.84897,0.12341,122.182291,2.858003,0,0,0,0.52270267729,137.0,1,1,0,30678.84766,0.08445,224.09129223,SWOT_L2_HR_RiverSP_Node_001_465_AS_20230806T195754_20230806T200739_PGD0_01.zip,10,liujiatun,42025877,2023-08-06
42249800030281,42249800031,744667529.365,49.25124882,125.0815119,223.10974,0.11232,145.576773,5.823189,0,0,0,0.03019237293,146.5,1,1,0,30694.26562,0.06721,191.57757288,SWOT_L2_HR_RiverSP_Node_001_465_AS_20230806T195754_20230806T200739_PGD0_01.zip,10,liujiatun,42025877,2023-08-06
42249900150171,42249900151,744667543.406,50.04797535,125.3189982,270.97532,0.09418,158.384187,9.295494,0,0,0,0.0,84.0,1,1,0,21152.96875,0.02775,178.37263886,SWOT_L2_HR_RiverSP_Node_001_465_AS_20230806T195754_20230806T200739_PGD0_01.zip,9,shihuiyao,42020496,2023-08-06
42249900150181,42249900151,744667543.428,50.04902964,125.32104,271.1021,0.10066,117.381374,6.693317,0,0,0,0.0,144.0,1,1,0,21279.59961,0.04509,205.69947398,SWOT_L2_HR_RiverSP_Node_001_465_AS_20230806T195754_20230806T200739_PGD0_01.zip,9,shihuiyao,42020496,2023-08-06
42249900150191,42249900151,744667543.454,50.0501133,125.3231751,271.24049,0.09893,116.62956,7.336186,4,1,0,0.0,159.0,1,1,0,21375.4707,0.04107,196.11324572,SWOT_L2_HR_RiverSP_Node_001_465_AS_20230806T195754_20230806T200739_PGD0_01.zip,9,shihuiyao,42020496,2023-08-06
42272100010491,42272100011,744667574.622,51.66951034,126.6108752,169.92892,0.11015,243.031206,3.855618,5,1,0,0.52607073165,123.0,1,1,0,52700.17578,0.06351,186.41649411,SWOT_L2_HR_RiverSP_Node_001_465_AS_20230806T195754_20230806T200739_PGD0_01.zip,8,humaqiao,42012937,2023-08-06
42272100010501,42272100011,744667574.592,51.6673552,126.6116281,170.07182,0.15509,208.000707,1.593429,7,1,0,0.94486371397,132.5,1,1,0,52735.89453,0.1263,188.72759747,SWOT_L2_HR_RiverSP_Node_001_465_AS_20230806T195754_20230806T200739_PGD0_01.zip,8,humaqiao,42012937,2023-08-06
42242100060571,42242100061,752342775.799,45.98963872,129.5888527,113.18934,0.09315,264.800775,8.650662,0,0,0,0.0,213.0,1,1,0,-28685.60742,0.02402,178.42839861,SWOT_L2_HR_RiverSP_Node_006_032_AS_20231103T160313_20231103T161005_PGD0_01.zip,12,changjiangtun,42043227,2023-11-03
42242100060581,42242100061,752342775.828,45.98822189,129.590504,113.16229,0.09342,187.447117,7.298154,0,0,0,0.0,213.0,1,1,0,-28760.45312,0.02503,220.29582668,SWOT_L2_HR_RiverSP_Node_006_032_AS_20231103T160313_20231103T161005_PGD0_01.zip,12,changjiangtun,42043227,2023-11-03
42242100060591,42242100061,752342775.858,45.98676354,129.5918594,113.18926,0.09376,222.984249,8.094338,0,0,0,0.0433555524,202.0,1,1,0,-28821.77734,0.0263,185.29699159,SWOT_L2_HR_RiverSP_Node_006_032_AS_20231103T160313_20231103T161005_PGD0_01.zip,12,changjiangtun,42043227,2023-11-03
42243100090651,42243100091,752342773.543,45.96535594,128.7515301,100.68298,0.09365,1058.582289,5.460454,10,1,0,0.74657126919,799.0,2,2,0,34615.84375,0.0259,201.96998018,SWOT_L2_HR_RiverSP_Node_006_032_AS_20231103T160313_20231103T161005_PGD0_01.zip,19,tonghe,42045560,2023-11-03
42243100090661,42243100091,752342773.549,45.96540172,128.7487262,100.67687,0.09187,1102.488477,7.58897,14,1,0,0.49865360473,829.5,2,2,0,34818.49219,0.01845,204.64574375,SWOT_L2_HR_RiverSP_Node_006_032_AS_20231103T160313_20231103T161005_PGD0_01.zip,19,tonghe,42045560,2023-11-03
42243200030021,42243200031,752342776.093,45.80742848,128.7222891,109.83464,0.09609,150.795578,5.85548,0,0,0,0.0,127.0,1,1,0,41540.14844,0.03367,200.1879859,SWOT_L2_HR_RiverSP_Node_006_032_AS_20231103T160313_20231103T161005_PGD0_01.zip,13,lianhua,42045708,2023-11-03
42243200030031,42243200031,752342776.119,45.80572621,128.7213272,109.79396,0.09598,109.723578,4.719319,0,0,0,0.06768335396,241.5,1,1,0,41671.58594,0.03334,208.83850155,SWOT_L2_HR_RiverSP_Node_006_032_AS_20231103T160313_20231103T161005_PGD0_01.zip,13,lianhua,42045708,2023-11-03
42249800030261,42249800031,752429145.933,49.24826542,125.0792413,222.94531,0.10346,191.784801,9.861119,10,1,1,0.01672889625,108.0,1,1,0,20315.0918,0.05104,197.87720681,SWOT_L2_HR_RiverSP_Node_006_060_AS_20231104T160354_20231104T161108_PGD0_01.zip,10,liujiatun,42025877,2023-11-04
42249800030271,42249800031,752429145.912,49.24891929,125.0797094,223.5959,0.40162,193.761797,6.889349,2050,1,1,0.01475339756,137.0,1,1,0,20163.33203,0.39141,224.09129223,SWOT_L2_HR_RiverSP_Node_006_060_AS_20231104T160354_20231104T161108_PGD0_01.zip,10,liujiatun,42025877,2023-11-04
42249900150171,42249900151,752429133.396,50.04788316,125.3191719,271.1445,0.10317,182.831107,10.018998,9,1,1,0.0,84.0,1,1,0,-21888.46875,0.05043,178.37263886,SWOT_L2_HR_RiverSP_Node_006_060_AS_20231104T160354_20231104T161108_PGD0_01.zip,9,shihuiyao,42020496,2023-11-04
42249900150181,42249900151,752429133.387,50.04892902,125.3213188,271.18371,0.09979,147.285978,8.717162,0,0,1,0.0,144.0,1,1,0,-22080.61719,0.0431,205.69947398,SWOT_L2_HR_RiverSP_Node_006_060_AS_20231104T160354_20231104T161108_PGD0_01.zip,9,shihuiyao,42020496,2023-11-04
42249900150191,42249900151,752429133.374,50.05004193,125.3229738,271.07891,0.10457,146.21371,8.317863,0,0,1,0.0,159.0,1,1,0,-22241.52344,0.05325,196.11324572,SWOT_L2_HR_RiverSP_Node_006_060_AS_20231104T160354_20231104T161108_PGD0_01.zip,9,shihuiyao,42020496,2023-11-04
43210800030551,43210800031,752995514.335,34.72222401,112.9314486,108.7947,0.18426,157.351752,3.951518,8388612,3,0,0.0,87.0,1,1,0,-58767.51562,0.16078,201.89307021,SWOT_L2_HR_RiverSP_Node_006_243_AS_20231111T051829_20231111T053127_PGD0_01.zip,5,heishiguan,43027816,2023-11-11
43210800030561,43210800031,752995514.305,34.72075982,112.930525,109.22966,0.12156,155.661752,4.322824,0,0,0,0.0,101.0,1,1,0,-58832.66406,0.08172,196.54360743,SWOT_L2_HR_RiverSP_Node_006_243_AS_20231111T051829_20231111T053127_PGD0_01.zip,5,heishiguan,43027816,2023-11-11
43210800030571,43210800031,752995514.274,34.71911764,112.9295172,109.18261,0.12272,121.128031,3.830558,2,1,0,0.0,108.0,1,1,0,-58876.96875,0.08343,221.02968111,SWOT_L2_HR_RiverSP_Node_006_243_AS_20231111T051829_20231111T053127_PGD0_01.zip,5,heishiguan,43027816,2023-11-11
42481500090731,42481500091,744446745.415,42.32859543,123.8360042,54.89588,0.09949,110.426126,5.652288,0,0,0,0.0,75.0,1,1,0,42126.96875,0.0424,189.30001422,SWOT_L2_HR_RiverSP_Node_001_394_AS_20230804T064150_20230804T064808_PGD0_01.zip,17,tieling,42059330,2023-08-04
42481500090741,42481500091,744446745.396,42.33002414,123.8375376,54.84432,0.0998,138.159268,5.956686,8388608,3,0,0.0,144.0,1,1,0,41955.55469,0.04313,201.89216108,SWOT_L2_HR_RiverSP_Node_001_394_AS_20230804T064150_20230804T064808_PGD0_01.zip,17,tieling,42059330,2023-08-04
42481500090751,42481500091,744446745.378,42.33138786,123.8389334,55.07968,0.10157,125.379939,5.111805,0,0,0,0.0,165.0,1,1,0,41798.42969,0.04707,218.73534274,SWOT_L2_HR_RiverSP_Node_001_394_AS_20230804T064150_20230804T064808_PGD0_01.zip,17,tieling,42059330,2023-08-04
42243100090651,42243100091,744494608.193,45.96503514,128.7524324,103.81204,0.09224,1266.000239,11.389858,8,1,0,0.00243095168,799.0,2,2,0,41842.95312,0.02021,201.96998018,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,19,tonghe,42045560,2023-08-04
42243100090661,42243100091,744494608.17,45.96410463,128.7500401,103.82285,0.09252,1233.133023,11.744421,8,1,0,0.0,829.5,2,2,0,41700.78516,0.02145,204.64574375,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,19,tonghe,42045560,2023-08-04
42243200030021,42243200031,744494605.459,45.80676154,128.7239665,113.53835,0.09159,936.683587,13.174401,0,0,0,0.00155835894,127.0,1,1,0,44392.67969,0.01701,200.1879859,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,13,lianhua,42045708,2023-08-04
42243200030031,42243200031,744494605.431,45.80623255,128.7199814,113.84618,0.09217,562.745983,11.215248,8,1,0,0.00988311233,241.5,1,1,0,44121.66797,0.01989,208.83850155,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,13,lianhua,42045708,2023-08-04
42257000080041,42257000081,744494665.712,49.36830556,128.939381,108.894,0.14592,85.782854,3.847776,0,0,0,0.0,80.0,1,1,0,-47851.26562,0.11486,215.89651995,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,2,kuerbin,42026066,2023-08-04
42257000080051,42257000081,744494665.678,49.36676417,128.9377792,109.60071,0.14853,59.330265,3.596705,0,0,0,0.04712366322,90.5,1,1,0,-47923.03906,0.11816,193.18413776,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,2,kuerbin,42026066,2023-08-04
42257000080061,42257000081,744494665.646,49.36508486,128.9371665,109.4123,0.2078,41.791896,2.628474,0,0,0,0.0,80.0,1,1,0,-47928.72656,0.18729,217.67957961,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,2,kuerbin,42026066,2023-08-04
42258000020291,42258000021,744494665.612,49.36399083,128.9310902,108.68396,0.14429,83.482343,2.468896,4,1,0,0.38736552043,142.0,1,1,0,-48340.13281,0.11279,223.19612151,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,11,shuanghetun,42025887,2023-08-04
42258000020301,42258000021,744494665.579,49.36220914,128.9301451,108.90397,0.13164,103.300904,3.0757,0,0,0,0.12462887169,161.0,1,1,0,-48335.875,0.09607,187.07321602,SWOT_L2_HR_RiverSP_Node_001_409_AS_20230804T200058_20230804T200637_PGD0_01.zip,11,shuanghetun,42025887,2023-08-04
