COMID,q50
82031760,1.012471
82031761,3.218834
82031762,2.9770615
82031763,0.18890408
82031764,1.2296158
82031765,1.1428812
82031766,7.3277626
82031767,5.9361715
82031768,2.7441108
82031769,2.4583406
82031770,6.8592105
82031771,5.639069
82031772,6.216013
82031773,1.0956929
82031774,0.5354947
82031775,0.13030034
82031776,5.559441
82031777,5.3256645
82031778,6.0476837
82031779,0.2967108
82031780,0.24608795
82031781,2.163649
82031782,5.3071995
82031783,1.9256089
82031784,0.65928376
82031785,0.13894357
82031786,0.7119947
82031787,0.70356333
82031788,0.07799334
82031789,3.8571243
82031790,1.2727299
82031791,5.1788006
82031792,0.2564028
82031793,1.3790262
82031794,0.24793658
82031795,1.0940688
82031796,4.9350395
82031797,0.061240062
82031798,0.41578388
82031799,0.09855624
82031800,1.8473941
82031801,3.3485317
82031802,0.13613448
82031803,0.05109988
82031804,0.01910983
82031805,0.29249042
82031806,4.0529838
82031807,3.5056787
82031808,3.2417893
82031809,3.1763368
82031810,3.016201
82031811,2.8803315
82031812,2.7576246
82031813,2.3350925
82031814,2.1896386
82031815,1.9598098
82031816,11.459723
82031817,9.869933
82031818,1.8194331
82031819,41.245075
82031820,40.895916
82031821,40.432964
82031822,3.4863586
82031823,40.100918
82031824,1.6809129
82031825,39.843033
82031826,9.692306
82031827,7.826269
82031828,39.009754
82031829,1.4019972
82031830,37.861393
82031831,37.119514
82031832,7.4188795
82031833,6.7982206
82031834,1.1429018
82031835,0.9637653
82031836,36.80106
82031837,34.983437
82031838,6.464765
82031839,5.854117
82031840,5.7162166
82031841,5.5906467
82031842,3.2354896
82031843,2.804541
82031844,34.832325
82031845,34.30357
82031846,0.8747881
82031847,2.7314372
82031848,4.507615
82031849,0.44422448
82031850,33.56857
82031851,0.38567716
82031852,3.9274247
82031853,2.5190406
82031854,0.63926196
82031855,3.8517132
82031856,31.452192
82031857,0.34953967
82031858,8.912689
82031859,32.497917
82031860,2.1464787
82031861,32.163574
82031862,7.077626
82031863,1.9765209
82031864,1.8719581
82031865,4.5557375
82031866,2.4675395
82031867,22.533474
82031868,8.45336
82031869,0.7621701
82031870,1.3665833
82031871,1.204558
82031872,5.5495005
82031873,0.40751335
82031874,5.808117
82031875,2.4097493
82031876,19.953796
82031877,0.64420366
82031878,0.61987454
82031879,1.4231697
82031880,18.218674
82031881,0.3962799
82031882,17.659882
82031883,4.5271273
82031884,6.583529
82031885,1.9511719
82031886,24.177414
82031887,2.2113683
82031888,0.6186677
82031889,0.5499596
82031890,1.2988367
82031891,2.9626637
82031892,17.290657
82031893,1.0287917
82031894,3.763774
82031895,2.0477583
82031896,4.0656805
82031897,14.104355
82031898,3.9905872
82031899,2.1512456
82031900,3.309639
82031901,3.9855187
82031902,16.064386
82031903,1.882336
82031904,1.529218
82031905,0.36184362
82031906,1.7373217
82031907,1.8403043
82031908,3.3715374
82031909,1.4162965
82031910,10.716281
82031911,2.6532187
82031912,3.6049693
82031913,9.955405
82031914,2.3847377
82031915,5.4050326
82031916,3.6792376
82031917,0.042699672
82031918,1.1469531
82031919,16.267359
82031920,0.9345783
82031921,3.1797678
82031922,0.67212
82031923,21.505629
82031924,0.30405664
82031925,3.2270772
82031926,0.98082215
82031927,2.1980238
82031928,1.1092722
82031929,19.58985
82031930,19.14856
82031931,4.649926
82031932,3.1350894
82031933,2.9793015
82031934,3.1042593
82031935,9.838738
82031936,0.10208962
82031937,0.18933852
82031938,9.124513
82031939,2.5037873
82031940,0.059405394
82031941,0.03351866
82031942,2.7684803
82031943,0.6651782
82031944,0.60722023
82031945,0.64926034
82031946,8.999999
82031947,2.6689482
82031948,0.5494241
82031949,0.42773414
82031950,8.479995
82031951,0.688383
82031952,2.3409946
82031953,2.1523147
82031954,0.17234093
82031955,2.4669023
82031956,0.32577512
82031957,1.1954529
82031958,1.6678214
82031959,2.5388975
82031960,14.142687
82031961,0.3313515
82031962,2.0734897
82031963,0.038636357
82031964,0.8041446
82031965,0.38993242
82031966,1.4271799
82031967,1.2009705
82031968,0.20480348
82031969,0.48581478
82031970,0.49933723
82031971,18.39135
82031972,0.28198135
82031973,1.5087401
82031974,3.1035933
82031975,2.3636355
82031976,4.9616265
82031977,0.9966676
82031978,1.2549248
82031979,0.7106583
82031980,0.26013115
82031981,0.9071222
82031982,4.878571
82031983,1.2686172
82031984,0.13594118
82031985,0.74073964
82031986,0.07842366
82031987,0.6968477
82031988,0.57389486
82031989,3.482729
82031990,1.1703446
82031991,0.71146077
82031992,0.090907075
82031993,0.18910421
82031994,1.0807523
82031995,0.83698624
82031996,2.1589746
82031997,1.7081478
82031998,2.1872847
82031999,1.0456233
82032000,0.22621587
82032001,0.4749725
82032002,0.7758334
82032003,0.9889135
82032004,0.11760154
82032005,0.24355997
82032006,0.58860594
82032007,0.9062259
82032008,0.3664137
82032009,0.50880307
82032010,0.2943382
82032011,0.45293176
82032012,0.20457727
82032013,2.8909638
82032014,0.08134427
82032015,0.101889804
82032016,0.18873715
82032017,0.09959443
82032018,0.40477702
82032019,0.051691446
82032020,0.41669488
82032021,0.27054563
82032022,0.13411278
82032023,0.076606646
82032024,0.02145068
82032025,0.12699851
82032026,0.19245844
82032027,0.20909639
82032028,0.09634742
82032029,0.15199675
82032030,0.016166674
82032031,0.2170124
82032032,0.14051041
82032033,0.026592165
82032034,0.055501867
82032035,0.024006244
82032036,0.20272791
82032037,0.03588014
82032038,0.031324282
82032039,0.116538204
82032040,0.043845087
82032041,0.049267285
82032042,0.037354276
82032043,0.017780071
82032044,0.061733715
82032045,0.12134515
82032046,0.016987355
82032047,0.5615047
82032048,0.009170854
82032049,0.045553964
82032050,0.11801243
82032051,0.066920124
82032052,0.059176896
82032053,0.052749347
82032054,0.3706018
82032055,0.29369769
82032056,0.55980104
82032057,0.16878438
82032058,0.014531175
82032059,17.586477
82032060,0.688798
82032061,1.9338104
82032062,3.3557835
82032063,2.3464146
82032064,0.05522589
82032065,0.052982416
82032066,0.13233301
82032067,0.06420343
82032068,0.523968
82032069,0.75909
82032070,0.050797455
82032071,0.023540465
82032072,0.040855333
82032073,0.35058823
82032074,0.60034466
82032075,0.703874
82032076,0.5511046
82032077,0.54573584
82032078,0.0028002355
82032079,0.0032816648
82032080,0.72831756
82032081,0.018739201
82032082,0.02047919
82032083,0.055768423
82032084,0.008999324
82032085,0.53097236
82032086,0.12726724
82032087,5.124321
82032088,0.9925347
82032089,3.0083497
82032090,17.511097
82032091,0.3749279
82032092,0.292781
82032093,2.0961764
82032094,16.808954
82032095,12.634971
82032096,0.94541883
82032097,3.3773437
82032098,0.27177733
82032099,1.9077132
82032100,12.582606
82032101,11.926803
82032102,3.5895708
82032103,0.70677716
82032104,2.509535
82032105,10.546953
82032106,11.866743
82032107,3.0110786
82032108,0.59150153
82032109,10.025278
82032110,0.63346976
82032111,11.630085
82032112,1.6083976
82032113,7.7441506
82032114,1.1136868
82032115,2.9476447
82032116,2.7258985
82032117,0.093764395
82032118,10.553955
82032119,2.624973
82032120,1.5164417
82032121,0.5338405
82032122,0.5025203
82032123,2.0589519
82032124,0.22098969
82032125,1.3760226
82032126,0.45535958
82032127,3.578525
82032128,7.4279704
82032129,2.8010452
82032130,9.650134
82032131,3.563779
82032132,2.2980676
82032133,0.040694196
82032134,0.05726615
82032135,0.1696669
82032136,1.8776455
82032137,0.16521877
82032138,7.459484
82032139,0.5779029
82032140,4.8790116
82032141,8.92528
82032142,0.39889815
82032143,0.15440087
82032144,1.4286597
82032145,2.0337837
82032146,0.58570415
82032147,0.9642673
82032148,1.7459986
82032149,2.9760275
82032150,0.18992455
82032151,0.39384592
82032152,2.4816644
82032153,2.5241163
82032154,0.32184264
82032155,1.4207095
82032156,3.5269623
82032157,1.0157676
82032158,0.02309742
82032159,8.510017
82032160,0.9569959
82032161,0.055784483
82032162,0.8170902
82032163,0.99652594
82032164,0.8188009
82032165,0.2836384
82032166,1.2596514
82032167,0.5469936
82032168,0.9315436
82032169,6.3148494
82032170,6.957283
82032171,0.094249524
82032172,0.20406464
82032173,0.13220826
82032174,1.6982373
82032175,0.29872274
82032176,5.5426416
82032177,1.4731079
82032178,0.053824596
82032179,0.9180523
82032180,0.31802472
82032181,1.2276008
82032182,2.0170581
82032183,1.2497972
82032184,0.19197717
82032185,2.6219153
82032186,0.27102563
82032187,0.20849079
82032188,0.051998883
82032189,0.06835598
82032190,0.22757946
82032191,1.7552074
82032192,1.3212175
82032193,0.039460745
82032194,6.001067
82032195,0.3835013
82032196,0.8641855
82032197,4.862754
82032198,0.09987711
82032199,2.7786822
82032200,0.48696595
82032201,0.066787146
82032202,0.2908626
82032203,0.26554894
82032204,0.6256099
82032205,0.14436866
82032206,1.1231245
82032207,0.05334726
82032208,1.0726837
82032209,1.8004444
82032210,1.2285537
82032211,3.0315332
82032212,0.01900753
82032213,1.3068838
82032214,0.08718198
82032215,0.16099198
82032216,0.21450709
82032217,0.06010426
82032218,0.1577646
82032219,1.5576683
82032220,0.34645936
82032221,0.05606484
82032222,0.52538145
82032223,0.6501134
82032224,0.08568354
82032225,1.031744
82032226,2.8195856
82032227,0.40238658
82032228,0.16124657
82032229,1.2924932
82032230,0.5836593
82032231,2.4338028
82032232,0.009382552
82032233,0.41350642
82032234,1.309767
82032235,2.1768312
82032236,0.12039786
82032237,0.47972238
82032238,0.18364564
82032239,0.12362725
82032240,0.20235355
82032241,0.30724737
82032242,0.44760695
82032243,0.04272277
82032244,0.03415641
82032245,0.47593898
82032246,0.62369853
82032247,0.10313055
82032248,0.19291902
82032249,1.862277
82032250,0.13193165
82032251,0.2643726
82032252,0.120384164
82032253,0.13857184
82032254,0.01413651
82032255,0.9405866
82032256,0.052336846
82032257,1.299747
82032258,0.11129035
82032259,0.0077307434
82032260,0.7010696
82032261,2.4288824
82032262,0.5639912
82032263,0.036201388
82032264,0.080528036
82032265,0.2638368
82032266,0.13676861
82032267,0.052571315
82032268,0.08369954
82032269,0.003864028
82032270,0.17995001
82032271,4.377872
82032272,1.8271992
82032273,0.07033725
82032274,0.041657142
82032275,0.30326134
82032276,0.06432372
82032277,0.20914441
82032278,0.22206184
82032279,0.514159
82032280,0.3958111
82032281,0.093379416
82032282,0.043999765
82032283,0.64458394
82032284,0.4742911
82032285,0.24473214
82032286,0.014816032
82032287,1.100607
82032288,0.044258423
82032289,0.43600306
82032290,0.06263516
82032291,0.07374525
82032292,0.51889235
82032293,2.7177255
82032294,0.015286746
82032295,0.35489875
82032296,0.034791373
82032297,0.07077496
82032298,0.10257903
82032299,0.6284505
82032300,0.8270268
82032301,0.07440901
82032302,0.06283122
82032303,0.017450409
82032304,0.12760007
82032305,0.007363367
82032306,0.45878026
82032307,0.74765563
82032308,1.1269584
82032309,0.14198932
82032310,0.28299144
82032311,0.009508556
82032312,0.062496096
82032313,0.66333616
82032314,0.040709533
82032315,1.198157
82032316,0.063606575
82032317,0.030286914
82032318,0.43457037
82032319,0.5694922
82032320,0.16846251
82032321,0.083985545
82032322,0.017482478
82032323,0.32081595
82032324,0.064017154
82032325,0.46986398
82032326,0.0787185
82032327,0.97552615
82032328,0.06595972
82032329,0.74864435
82032330,0.023698322
82032331,0.033993736
82032332,0.34244946
82032333,0.050296515
82032334,0.08682009
82032335,0.023923174
82032336,0.16161866
82032337,0.07318835
82032338,0.36516967
82032339,0.5616279
82032340,0.40816274
82032341,0.362186
82032342,0.03127798
82032343,0.09068948
82032344,0.44202256
82032345,0.5396688
82032346,0.75431
82032347,0.043832734
82032348,0.030329233
82032349,0.10971363
82032350,0.20932095
82032351,0.4234828
82032352,0.028681764
82032353,0.00352408
82032354,0.034867674
82032355,0.31881875
82032356,0.71784645
82032357,1.8868499
82032358,0.25893882
82032359,0.016636671
82032360,0.4049478
82032361,0.0021545754
82032362,2.1614316
82032363,0.039726526
82032364,0.20843773
82032365,0.17479385
82032366,0.01137591
82032367,0.1765993
82032368,0.2036227
82032369,0.0378572
82032370,0.05278932
82032371,0.6417973
82032372,0.11858649
82032373,0.0070132734
82032374,0.026691802
82032375,0.8732157
82032376,0.08289968
82032377,0.1444973
82032378,0.035584334
82032379,0.049890388
82032380,0.12944825
82032381,0.25724658
82032382,0.19156636
82032383,0.14250237
82032384,0.021037156
82032385,0.1704738
82032386,0.02923404
82032387,0.06538666
82032388,0.7153948
82032389,0.032168142
82032390,0.033473063
82032391,0.39872658
82032392,0.29667664
82032393,0.4954765
82032394,0.020414967
82032395,0.013860333
82032396,0.05587284
82032397,0.2832131
82032398,0.8812304
82032399,0.07287971
82032400,0.20705123
82032401,0.090989396
82032402,0.56003207
82032403,0.11372636
82032404,0.30851027
82032405,0.039410174
82032406,0.25624257
82032407,0.18866494
82032408,0.034649245
82032409,0.0624857
82032410,0.35022792
82032411,2.781313
82032412,0.037598558
82032413,0.070573635
82032414,0.22967441
82032415,0.064929485
82032416,0.019830883
82032417,0.017008133
82032418,0.2655507
82032419,0.21462028
82032420,0.056318257
82032421,0.018370584
82032422,0.0963987
82032423,0.09609553
82032424,0.27804142
82032425,0.043113843
82032426,0.006439777
82032427,0.0039812066
82032428,0.032485746
82032429,0.529189
82032430,0.7082673
82032431,0.019257719
82032432,0.07357116
82032433,0.052432735
82032434,0.016456824
82032435,0.10499793
82032436,0.30571765
82032437,0.039853584
82032438,0.05008658
82032439,0.1916468
82032440,0.21612157
82032441,0.0072557493
82032442,0.010029136
82032443,0.37461343
82032444,0.072922006
82032445,0.0779571
82032446,0.009142775
82032447,0.0145425275
82032448,0.005890186
82032449,0.5202464
82032450,0.41139814
82032451,0.08699498
82032452,0.45198023
82032453,0.24841821
82032454,0.11674326
82032455,0.06284721
82032456,0.047587924
82032457,0.027533095
82032458,0.029780326
82032459,0.13505554
82032460,0.5254919
82032461,0.15909842
82032462,0.2835537
82032463,0.44539106
82032464,0.7045533
82032465,0.26757303
82032466,0.12054292
82032467,0.35530058
82032468,0.1160515
82032469,0.23441656
82032470,0.056440845
82032471,0.0077875033
82032472,0.33043608
82032473,0.15332486
82032474,0.16629384
82032475,0.028442083
82032476,0.05975399
82032477,0.02633405
82032478,0.0061993385
82032479,0.08943116
82032480,0.49075484
82032481,0.007845743
82032482,0.008682246
82032483,0.005511297
82032484,0.025231546
82032485,0.040185787
82032486,0.84364825
82032487,0.20776995
82032488,0.17890511
82032489,0.019380242
82032490,0.0004945013
82032491,0.27294385
82032492,0.43384427
82032493,0.058591656
82032494,0.15675788
82032495,0.20091023
82032496,0.35845044
82032497,0.289721
82032498,0.010558119
82032499,0.04887553
82032500,0.08852439
82032501,0.07009424
82032502,0.017813427
82032503,0.00878732
82032504,0.0055151754
82032505,0.48269266
82032506,0.054516446
82032507,0.008231922
82032508,0.004027007
82032509,0.00696935
82032510,0.006395055
82032511,0.013329374
82032512,0.06946921
82032513,0.11982338
82032514,0.029727181
82032515,0.04389753
82032516,0.43445453
82032517,0.09733668
82032518,0.13542186
82032519,0.005607888
82032520,0.035077855
82032521,0.102664225
82032522,0.031729683
82032523,0.8284619
82032524,0.22262037
82032525,0.0065452848
82032526,0.44034454
82032527,0.00395605
82032528,0.2238932
82032529,0.047865987
82032530,0.017143747
82032531,0.2656487
82032532,0.42619917
82032533,0.02239769
82032534,0.5585201
82032535,0.32939363
82032536,0.61610824
82032537,0.015149177
82032538,0.09480099
82032539,0.046255905
82032540,0.13370618
82032541,0.012007061
82032542,0.0496401
82032543,0.048609685
82032544,0.3440957
82032545,0.008916961
82032546,0.087481365
82032547,0.011563638
82032548,0.51146996
82032549,0.009673149
82032550,0.029455064
82032551,0.13456608
82032552,0.0648386
82032553,0.011060122
82032554,0.13343197
82032555,0.01838939
82032556,0.39707845
82032557,0.057939783
82032558,0.22298586
82032559,0.1336924
82032560,0.29622024
82032561,0.014001261
82032562,0.57650226
82032563,0.017566472
82032564,0.017483689
82032565,0.21789703
82032566,0.11013746
82032567,0.28603685
82032568,0.025982238
82032569,0.38784164
82032570,0.1565971
82032571,0.014244156
82032572,0.19472931
82032573,0.040768627
82032574,0.011520497
82032575,0.65505403
82032576,0.4666181
82032577,0.9356997
82032578,0.17163989
82032579,0.15059632
82032580,0.016569111
82032581,0.030570677
82032582,0.21882042
82032583,0.058771394
82032584,0.022130959
82032585,0.023042677
82032586,0.12059836
82032587,0.004771132
82032588,0.7342636
82032589,0.11735805
82032590,0.016665561
82032591,0.012950755
82032592,0.11870395
82032593,0.038115527
82032594,0.188232
82032595,0.63182324
82032596,0.0069025857
82032597,0.009460078
82032598,0.20794913
82032599,0.11932864
82032600,0.014156167
82032601,0.13191232
82032602,0.08296725
82032603,0.0035434486
82032604,0.16054495
82032605,0.020393169
82032606,0.40874654
82032607,0.015695171
82032608,0.307573
82032609,0.12425543
82032610,0.054981623
82032611,0.28978392
82032612,0.19879526
82032613,0.0032512094
82032614,0.2156735
82032615,0.013394513
82032616,0.114302665
82032617,0.11689369
82032618,0.07008387
82032619,0.02656718
82032620,0.020833317
82032621,0.26432928
82032622,0.0076318746
82032623,0.21839267
82032624,0.0057449667
82032625,0.2415763
82032626,0.096689716
82032627,0.15751739
82032628,0.15492865
82032629,0.0034647183
82032630,0.11390936
82032631,0.16266914
82032632,0.23548068
82032633,0.0039353683
82032634,0.017046124
82032635,0.03495743
82032636,0.08810377
82032637,0.2722961
82032638,0.009937545
82032639,0.018491056
82032640,0.013828359
82032641,0.16364959
82032642,0.078168765
82032643,0.12366292
82032644,0.20978102
82032645,0.023645908
82032646,0.031305186
82032647,0.07580095
82032648,0.016659526
82032649,0.38236523
82032650,0.11469736
82032651,0.0024044942
82032652,0.08217123
82032653,0.40874186
82032654,0.66962564
82032655,0.03171501
82032656,0.0059612887
82032657,0.007482933
82032658,0.009952462
82032659,0.20683923
82032660,0.05575788
82032661,0.025800956
82032662,0.026031129
82032663,0.1610545
82032664,0.19468783
82032665,0.045759
82032666,0.012909407
82032667,0.029710123
82032668,0.051911063
82032669,0.007104608
82032670,0.08925839
82032671,0.0026800558
82032672,0.24047704
82032673,0.16327995
82032674,0.24953811
82032675,0.1938247
82032676,0.14691624
82032677,0.34656066
82032678,0.17059198
82032679,0.04618321
82032680,0.20422065
82032681,0.059610147
82032682,0.025671702
82032683,0.06712262
82032684,0.9350913
82032685,0.0027595405
82032686,0.16166714
82032687,0.0005998771
82032688,0.0036621937
82032689,0.061427176
82032690,0.10983847
82032691,0.056524675
82032692,0.014577744
82032693,0.29574522
82032694,0.15455872
82032695,0.112534
82032696,0.32733095
82032697,0.04378794
82032698,0.063414015
82032699,0.010157046
82032700,0.05186202
82032701,0.051652513
82032702,0.15554002
82032703,0.09320887
82032704,0.022341069
82032705,0.028806772
82032706,0.17635411
82032707,0.27530578
82032708,0.26046655
82032709,0.15902306
82032710,0.026862077
82032711,0.021238392
82032712,0.23294005
82032713,0.004703388
82032714,0.16226213
82032715,0.010472496
82032716,0.0031775737
82032717,1.7794639
82032718,0.08152983
82032719,0.036622155
82032720,0.24361959
82032721,0.23630014
82032722,0.015861068
82032723,0.0016331725
82032724,0.11854175
82032725,0.11451341
82032726,0.01184717
82032727,0.1200933
82032728,0.13163151
82032729,0.018611062
82032730,0.48163378
82032731,0.022926075
82032732,0.10295158
82032733,0.069829226
82032734,0.03560869
82032735,0.108739175
82032736,0.005573731
82032737,0.023608955
82032738,0.26363903
82032739,0.12193683
82032740,0.0068028467
82032741,0.09322736
82032742,0.23502415
82032743,0.020661306
82032744,0.011753906
82032745,0.091953725
82032746,0.011302168
82032747,0.004147776
82032748,0.52718234
82032749,0.08472258
82032750,0.09493813
82032751,0.33209363
82032752,0.29581767
82032753,0.0055492423
82032754,0.100159675
82032755,0.058155417
82032756,0.23382682
82032757,0.00591569
82032758,0.09118675
82032759,0.017993633
82032760,0.2778425
82032761,0.06576441
82032762,0.7691739
82032763,0.044581726
82032764,0.02367104
82032765,0.03239015
82032766,0.042485364
82032767,0.14867693
82032768,0.0752218
82032769,0.14346522
82032770,0.527863
82032771,0.48513487
82032772,0.04080208
82032773,0.34072858
82032774,0.32160443
82032775,0.17100918
82032776,0.047250465
82032777,0.045043398
82032778,0.2842726
82032779,0.05136394
82032780,0.46095043
82032781,0.09292412
82032782,0.12570894
82032783,0.105881184
82032784,0.33115664
82032785,0.13369498
82032786,0.036701158
82032787,0.16702947
82032788,0.8198574
82032789,0.07531864
82032790,0.15026289
82032791,0.10207057
82032792,0.01985291
82032793,0.004302544
82032794,0.005249709
82032795,0.013792298
82032796,0.031035814
82032797,0.008353675
82032798,0.032132905
82032799,0.0098052705
82032800,0.014723358
82032801,0.030405443
82032802,0.55162084
82032803,0.15123601
82032804,0.18051693
82032805,0.1286555
82032806,0.047736038
82032807,0.01569314
82032808,0.121792704
82032809,0.11876124
82032810,0.3221403
82032811,0.3474087
82032812,0.021437999
82032813,0.30207247
82032814,0.17341498
82032815,0.3225808
82032816,0.40456504
82032817,0.23163256
82032818,0.14360513
82032819,0.022120064
82032820,0.060407393
82032821,0.07668775
82032822,0.073034815
82032823,0.32932144
82032824,0.0678623
82032825,0.0038796263
82032826,0.032226782
82032827,0.25700042
82032828,0.031156952
82032829,0.005483274
82032830,0.05017818
82032831,0.03274082
82032832,0.22522658
82032833,0.0028921466
82032834,0.14191422
82032835,0.81569844
82032836,0.15025432
82032837,0.07321491
82032838,0.018044967
82032839,0.178197
82032840,0.47074592
82032841,1.8889818
82032842,0.5854669
82032843,0.24050061
82032844,0.01493334
82032845,0.037458975
82032846,0.20452364
82032847,0.017996263
82032848,0.30994827
82032849,0.007362905
82032850,0.7329857
82032851,0.020985939
82032852,0.117175855
82032853,0.2974209
82032854,0.0021133518
82032855,0.073156334
82032856,0.3533159
82032857,0.008601048
82032858,0.013505224
82032859,0.17406186
82032860,0.0016367424
82032861,0.0021668144
82032862,0.0039516073
82032863,0.10662992
82032864,0.16826591
82032865,0.02656075
82032866,0.0074895686
82032867,0.39713246
82032868,0.5434339
82032869,0.024625711
82032870,0.029260738
82032871,0.010721112
82032872,0.45427898
82032873,0.25762904
82032874,0.008426429
82032875,0.17944537
82032876,0.031919435
82032877,0.039150212
82032878,0.054293226
82032879,0.026383601
82032880,0.39587647
82032881,0.032696486
82032882,0.00955808
82032883,0.2864185
82032884,0.0121374205
82032885,0.0042140107
82032886,0.24121438
82032887,0.06362029
82032888,0.12917393
82032889,0.15477689
82032890,0.03380291
82032891,0.015077298
82032892,0.010315604
82032893,0.09576526
82032894,0.44727072
82032895,0.05053418
82032896,1.5187688
82032897,0.20378225
82032898,0.11831051
82032899,0.020186447
82032900,0.009882479
82032901,0.10051502
82032902,0.091936134
82032903,0.18754062
82032904,0.26212087
82032905,0.16842164
82032906,0.08465704
82032907,0.27362555
82032908,0.031310618
82032909,0.09738724
82032910,0.33081877
82032911,0.11685872
82032912,0.112407036
82032913,0.024393898
82032914,0.006077333
82032915,0.15501624
82032916,0.1323368
82032917,0.027604714
82032918,0.21110898
82032919,0.14354235
82032920,0.0012352528
82032921,0.30984405
82032922,0.26294157
82032923,0.00051828224
82032924,0.19828953
82032925,0.16359848
82032926,0.16922155
82032927,1.4882659
82032928,0.11592628
82032929,0.06620467
82032930,0.10077103
82032931,0.10752741
82032932,0.29320952
82032933,0.030332925
82032934,0.06771524
82032935,0.0014574267
82032936,0.0044555077
82032937,0.03306356
82032938,0.2172104
82032939,0.27020404
82032940,0.07085532
82032941,0.005165139
82032942,0.30518973
82032943,0.009045981
82032944,0.01725751
82032945,0.00068013876
82032946,0.13586847
82032947,0.08672847
82032948,1.0520967
82032949,0.045661964
82032950,0.09878255
82032951,0.017171698
82032952,0.32591623
82032953,0.08457045
82032954,0.07908689
82032955,0.018736396
82032956,0.18170321
82032957,0.087232515
82032958,0.4353084
82032959,0.11394088
82032960,0.0122395605
82032961,0.27022588
82032962,0.17623606
82032963,0.030632298
82032964,0.012784442
82032965,0.00068396423
82032966,0.22895214
82032967,0.15055649
82032968,0.09594815
82032969,0.032615136
82032970,0.030249706
82032971,0.29505098
82032972,0.63563293
82032973,0.0013309463
82032974,0.0042231935
82032975,0.6432106
82032976,0.03759598
82032977,0.77580947
82032978,0.043444633
82032979,0.007221961
82032980,0.009720627
82032981,0.18690266
82032982,0.016489808
82032983,0.0040286793
82032984,0.006689407
82032985,0.011019198
82032986,0.009720895
82032987,0.0075148037
82032988,0.032679424
82032989,0.21597074
82032990,0.0040315213
82032991,0.19682413
82032992,0.012611536
82032993,0.015637076
82032994,0.019496609
82032995,0.0055948766
82032996,0.2446484
82032997,0.12434417
82032998,0.019557247
82032999,0.15670076
82033000,0.093427345
82033001,0.079489626
82033002,0.4260012
82033003,0.06721003
82033004,0.009085603
82033005,0.008496864
82033006,0.018500697
82033007,0.05097481
82033008,0.0045747724
82033009,0.004929455
82033010,0.0012960457
82033011,0.29037714
82033012,0.21659833
82033013,0.19319375
82033014,0.0605649
82033015,0.040632915
82033016,0.0059935013
82033017,0.016415475
82033018,0.018551042
82033019,0.015492132
82033020,0.017204516
82033021,0.35059476
82033022,0.08255162
82033023,0.0038569474
82033024,0.97224057
82033025,661.594
82033026,660.9604
82033027,661.0066
82033028,638.6147
82033029,638.57355
82033030,638.04456
82033031,637.2857
82033032,637.1334
82033033,637.5447
82033034,636.3316
82033035,1673.5917
82033036,1669.447
82033037,1670.3173
82033038,1669.4105
82033039,1663.3408
82033040,1659.6963
82033041,1661.2133
82033042,1659.3684
82033043,1659.7329
82033044,1661.1698
82033045,1661.5288
82033046,66.73345
82033047,66.11138
82033048,66.12131
82033049,66.121155
82033050,65.183014
82033051,63.34146
82033052,63.1398
82033053,17.810724
82033054,17.744816
82033055,17.678055
82033056,17.593857
82033057,17.279
82033058,0.6693239
82033059,44.54066
82033060,44.24993
82033061,13.865898
82033062,13.526262
82033063,13.222806
82033064,13.140642
82033065,12.9893055
82033066,12.776488
82033067,11.408018
82033068,11.283717
82033069,10.16856
82033070,9.931134
82033071,9.887392
82033072,9.190224
82033073,8.965582
82033074,7.3811088
82033075,7.3160467
82033076,6.2565594
82033077,6.1077833
82033078,5.93951
82033079,5.781372
82033080,5.6561756
82033081,5.271117
82033082,5.1947203
82033083,5.133416
82033084,4.8849754
82033085,3.9115968
82033086,3.7407749
82033087,3.5212724
82033088,3.029143
82033089,2.9415166
82033090,2.0409365
82033091,1.6335751
82033092,1.417582
82033093,0.37240854
82033094,0.1972279
82033095,43.54132
82033096,41.69557
82033097,41.468597
82033098,41.090492
82033099,40.856915
82033100,39.706593
82033101,35.39039
82033102,8.318631
82033103,5.9353094
82033104,5.7051024
82033105,34.966496
82033106,34.354065
82033107,4.250294
82033108,1.1749611
82033109,0.2667801
82033110,33.393223
82033111,3.8731477
82033112,32.759567
82033113,3.5231776
82033114,32.223625
82033115,0.13483165
82033116,0.19962126
82033117,19.251627
82033118,19.090061
82033119,18.847317
82033120,18.498774
82033121,17.302446
82033122,6.658657
82033123,6.4174557
82033124,6.320916
82033125,5.839374
82033126,5.6458793
82033127,1.8477947
82033128,5.313569
82033129,1.4311037
82033130,1.090943
82033131,27.058523
82033132,1.5315075
82033133,22.625101
82033134,1.0290903
82033135,20.37944
82033136,0.87261105
82033137,10.795415
82033138,0.7984449
82033139,0.5746342
82033140,0.064847946
82033141,0.98510015
82033142,10.414029
82033143,10.358393
82033144,0.90124905
82033145,0.3555879
82033146,0.20045301
82033147,31.762527
82033148,29.613821
82033149,12.947202
82033150,91.125885
82033151,12.419236
82033152,89.39159
82033153,11.580205
82033154,10.198495
82033155,84.2079
82033156,74.57773
82033157,7.799051
82033158,5.0757093
82033159,73.6977
82033160,4.3399916
82033161,65.45973
82033162,0.22916538
82033163,63.201412
82033164,0.80321467
82033165,16.107449
82033166,9.501151
82033167,9.163842
82033168,3.1525226
82033169,5.7488704
82033170,4.611573
82033171,3.0212252
82033172,7.5170054
82033173,7.0749044
