COMID,q50
81026299,1.201992
81026300,1.987602
81026301,1.4233525
81026302,1.4796098
81026303,0.7365272
81026304,1.8216165
81026305,1.1302104
81026306,1.8428584
81026307,0.77921736
81026308,1.4105712
81026309,0.54400015
81026310,2.869579
81026311,1.1281506
81026312,2.1487384
81026313,1.3019482
81026314,0.10791964
81026315,1.9740257
81026316,0.67180187
81026317,0.52750695
81026318,0.85236067
81026319,1.0128322
81026320,0.57978266
81026321,0.7363905
81026322,2.4366207
81026323,1.7736456
81026324,1.3929495
81026325,1.7189797
81026326,1.0129696
81026327,1.8106755
81026328,2.5480847
81026329,2.4253678
81026330,0.41420746
81026331,0.37015468
81026332,0.97362375
81026333,0.9954429
81026334,0.6458191
81026335,0.055190824
81026336,0.61494076
81026337,1.8713876
81026338,1.3676511
81026339,0.19466358
81026340,0.47743034
81026341,0.88664806
81026342,1.0737442
81026343,0.4578491
81026344,4.1303615e-06
81026345,0.76943374
81026346,1.764957
81026347,0.7922214
81026348,0.74824953
81026349,0.49126357
81026350,1.425028
81026351,0.022682719
81026352,0.71952677
81026353,0.88081324
81026354,0.05239721
81026355,0.79874444
81026356,0.35852244
81026357,2.0611057
81026358,0.5875479
81026359,0.0039033955
81026360,1.0859964
81026361,0.6660757
81026362,0.7162313
81026363,0.50232655
81026364,0.5175708
81026365,1.9442885
81026366,0.2906998
81026367,2.3606567
81026368,0.8874319
81026369,0.040829144
81026370,0.3200914
81026371,1.6744838
81026372,1.1818988
81026373,0.6268518
81026374,0.6820118
81026375,0.013717484
81026376,2.678923
81026377,0.18266977
81026378,2.072307
81026379,0.18596433
81026380,1.3899573
81026381,0.8158081
81026382,0.8178248
81026383,0.15813449
81026384,1.0865088
81026385,2.3873408
81026386,0.012840968
81026387,0.29604834
81026388,0.7526139
81026389,0.71123403
81026390,0.73380786
81026391,1.5633265
81026392,2.331485
81026393,0.48563984
81026394,0.840124
81026395,0.20103657
81026396,0.8605258
81026397,0.74801016
81026398,0.0031782535
81026399,2.5350664
81026400,2.3871672
81026401,0.9195843
81026402,0.00013607526
81026403,0.5385314
81026404,0.44616297
81026405,1.39131
81026406,0.43197355
81026407,1.0088875
81026408,0.68953615
81026409,2.0408025
81026410,0.6502495
81026411,0.43535006
81026412,2.0258214
81026413,0.9465206
81026414,0.27548465
81026415,0.2640573
81026416,1.3735433
81026417,0.32676822
81026418,0.8911052
81026419,0.69370663
81026420,0.23079757
81026421,0.1711368
81026422,0.46469328
81026423,0.48938718
81026424,0.24983928
81026425,1.2273182
81026426,0.4324505
81026427,1.5475019
81026428,0.0016700033
81026429,0.4036647
81026430,0.046935182
81026431,1.3978838
81026432,1.112691
81026433,1.2253544
81026434,2.444946
81026435,0.57767224
81026436,1.9595376e-07
81026437,1.2573279
81026438,0.31517184
81026439,1.5566125
81026440,0.5741802
81026441,2.4347591
81026442,0.8191372
81026443,0.16857164
81026444,0.51578903
81026445,0.25629172
81026446,0.81604975
81026447,0.5694583
81026448,0.65722084
81026449,1.2419373
81026450,0.7228447
81026451,1.3557374
81026452,0.3101833
81026453,2.2821612
81026454,0.03377675
81026455,0.34604168
81026456,1.407769
81026457,0.8788544
81026458,0.82789224
81026459,0.263552
81026460,0.47037178
81026461,0.887022
81026462,2.087201
81026463,0.6440372
81026464,0.4734518
81026465,0.5954584
81026466,0.2372261
81026467,1.3179439
81026468,0.7366741
81026469,0.88314795
81026470,1.5182387
81026471,0.6686876
81026472,0.7978336
81026473,1.9691414
81026474,0.7668608
81026475,0.12920693
81026476,0.6741442
81026477,1.0079722
81026478,1.655736
81026479,0.44034943
81026480,0.29406756
81026481,0.8219924
81026482,0.28246912
81026483,0.68557537
81026484,0.41467118
81026485,0.1691657
81026486,0.37327072
81026487,0.5503209
81026488,0.86019325
81026489,0.22620425
81026490,0.7219732
81026491,0.6904202
81026492,0.38045835
81026493,0.832401
81026494,1.3569978
81026495,0.008446745
81026496,0.27863887
81026497,0.5651403
81026498,0.3439443
81026499,0.5810996
81026500,0.50518525
81026501,0.15072179
81026502,0.5910739
81026503,0.6042951
81026504,0.13682885
81026505,1.216103
81026506,0.79028165
81026507,0.51790833
81026508,0.00038498593
81026509,1.2672062
81026510,0.08028367
81026511,0.10818896
81026512,0.5973447
81026513,0.3043667
81026514,0.12327674
81026515,0.76279265
81026516,0.3544246
81026517,0.57166976
81026518,0.62854284
81026519,0.10563621
81026520,0.22897032
81026521,3.051095
81026522,0.11507733
81026523,0.72556615
81026524,0.84053946
81026525,0.114826456
81026526,0.31312543
81026527,0.57067263
81026528,0.0288041
81026529,0.31417704
81026530,0.30966887
81026531,0.11413495
81026532,0.26180688
81026533,0.24902457
81026534,0.23051718
81026535,0.12944922
81026536,0.05201764
81026537,0.15210932
81026538,0.113754444
81026539,0.20099728
81026540,0.08017854
81026541,0.36917514
81026542,0.35947287
81026543,0.9180768
81026544,0.26087767
81026545,0.40981686
81026546,0.5547687
81026547,0.082064055
81026548,0.37135032
81026549,0.86549544
81026550,0.076031044
81026551,0.11312864
81026552,0.0925259
81026553,1.7353438
81026554,0.034837935
81026555,0.19202289
81026556,0.16626693
81026557,0.18322755
81026558,0.07645534
81026559,0.6287013
81026560,0.13836855
81026561,0.06032342
81026562,0.45260406
81026563,0.18016213
81026564,0.5134208
81026565,0.05119025
81026566,0.11573753
81026567,0.69779164
81026568,0.081954844
81026569,0.06796073
81026570,0.5546656
81026571,0.106925726
81026572,0.0677903
81026573,0.10685553
81026574,0.082438335
81026575,0.14433001
81026576,0.12215898
81026577,0.10245424
81026578,1.188105
81026579,0.1257911
81026580,0.14663495
81026581,0.07941384
81026582,0.2855604
81026583,0.6974999
81026584,0.1998742
81026585,0.467735
81026586,0.13411433
81026587,0.06586264
81026588,0.3220063
81026589,0.18287869
81026590,0.5555653
81026591,0.2772869
81026592,0.118480965
81026593,0.1073056
81026594,0.24698152
81026595,0.32111937
81026596,0.18975426
81026597,0.09569212
81026598,0.051792815
81026599,0.29619795
81026600,0.35115093
81026601,0.21023344
81026602,0.033197083
81026603,0.10172629
81026604,0.25614414
81026605,0.13641179
81026606,0.37264767
81026607,0.29440436
81026608,0.4772745
81026609,0.20644818
81026610,0.08220342
81026611,0.38176918
81026612,0.40274724
81026613,0.1791181
81026614,0.25618455
81026615,0.26550993
81026616,0.5702842
81026617,0.30497822
81026618,0.196671
81026619,0.1505953
81026620,0.10607744
81026621,0.5660164
81026622,0.16615644
81026623,1.0438807
81026624,0.35115367
81026625,0.12296063
81026626,0.1973354
81026627,0.33139044
81026628,0.24622694
81026629,0.25849846
81026630,0.29276988
81026631,0.33807224
81026632,0.10080956
81026633,0.18191485
81026634,0.3649197
81026635,0.06137599
81026636,0.038884223
81026637,0.13092163
81026638,0.7579262
81026639,0.9516257
81026640,0.4599984
81026641,0.25602543
81026642,0.023907645
81026643,0.49653542
81026644,0.43976432
81026645,0.07411181
81026646,0.4999146
81026647,0.19638808
81026648,0.26668334
81026649,0.18244168
81026650,0.141628
81026651,0.13654213
81026652,0.6691179
81026653,0.119611
81026654,0.38447464
81026655,0.1350612
81026656,0.8211442
81026657,0.4761241
81026658,0.30068314
81026659,0.27366033
81026660,0.13244899
81026661,0.2062204
81026662,0.1813247
81026663,0.0804407
81026664,0.3878404
81026665,0.5951741
81026666,0.08987172
81026667,0.32545903
81026668,0.13516004
81026669,0.071525514
81026670,0.31460893
81026671,0.28078
81026672,0.29210147
81026673,1.2371135
81026674,0.0887959
81026675,0.2838157
81026676,0.4383832
81026677,0.1936985
81026678,0.25307888
81026679,0.0678725
81026680,0.105887696
81026681,1.6900514
81026682,0.15262616
81026683,0.42412838
81026684,0.10600225
81026685,0.33029085
81026686,0.32261905
81026687,0.43102473
81026688,0.33354583
81026689,0.03985853
81026690,0.22699448
81026691,0.4380385
81026692,0.4300085
81026693,0.17553447
81026694,0.31054255
81026695,0.64707935
81026696,0.9774934
81026697,0.06673308
81026698,0.10519999
81026699,0.18811463
81026700,0.48223224
81026701,0.12860318
81026702,0.4318612
81026703,0.27739942
81026704,0.40944195
81026705,1.3252732
81026706,0.23588532
81026707,0.23895487
81026708,0.09663633
81026709,0.24802987
81026710,0.65830505
81026711,0.24762487
81026712,0.6488344
81026713,0.037590627
81026714,1.0683081
81026715,0.15768436
81026716,0.17457101
81026717,0.24758369
81026718,0.6330967
81026719,0.11208539
81026720,0.5239053
81026721,0.45930216
81026722,0.36139494
81026723,0.19159718
81026724,1.0545347e-12
81026725,0.09693074
81026726,0.17925528
81026727,0.42296174
81026728,0.19638489
81026729,0.042214487
81026730,0.15725794
81026731,0.14064804
81026732,0.17064671
81026733,0.18824278
81026734,0.17851877
81026735,0.61407083
81026736,0.7254843
81026737,0.067404956
81026738,0.18399748
81026739,0.940474
81026740,0.13677438
81026741,0.042626202
81026742,0.3711985
81026743,0.39640057
81026744,0.09144279
81026745,1.2618337
81026746,0.0832137
81026747,0.011521115
81026748,0.13675804
81026749,0.6947119
81026750,0.1331307
81026751,0.30680662
81026752,0.18711273
81026753,0.07209899
81026754,0.8442842
81026755,0.46903253
81026756,0.5742124
81026757,0.10888767
81026758,0.050184555
81026759,0.3917383
81026760,0.1881165
81026761,0.48187605
81026762,0.13290754
81026763,2.7694174e-08
81026764,0.134503
81026765,0.30938995
81026766,0.16276786
81026767,0.14118107
81026768,0.18160535
81026769,0.17937943
81026770,0.21678281
81026771,1.4385336e-07
81026772,0.090954386
81026773,0.104968034
81026774,0.5122187
81026775,0.2843138
81026776,0.35016343
81026777,0.4126051
81026778,0.89728224
81026779,0.21091378
81026780,0.210944
81026781,0.5071862
81026782,0.1467103
81026783,0.27833268
81026784,0.2917813
81026785,0.3889997
81026786,0.28109172
81026787,0.6366445
81026788,0.2620261
81026789,0.33977568
81026790,0.05104682
81026791,9.47211e-07
81026792,0.624562
81026793,0.070096344
81026794,0.10065136
81026795,0.311284
81026796,0.049333487
81026797,0.043016523
81026798,0.11380877
81026799,0.1153249
81026800,0.3512112
81026801,0.21844819
81026802,0.11231755
81026803,0.1811156
81026804,0.70733726
81026805,0.9344974
81026806,0.71129453
81026807,0.32571775
81026808,0.13371038
81026809,0.21337706
81026810,0.0616768
81026811,0.2994231
81026812,0.28179783
81026813,0.5533909
81026814,0.7584473
81026815,0.0032884195
81026816,0.12900029
81026817,0.36782962
81026818,0.7509346
81026819,0.075451046
81026820,0.03920967
81026821,0.08750681
81026822,0.20575424
81026823,0.42356282
81026824,0.23638754
81026825,0.2854123
81026826,0.064466804
81026827,0.5585146
81026828,0.043913957
81026829,0.035247743
81026830,0.13231121
81026831,0.15904215
81026832,0.30512166
81026833,1.01247
81026834,0.07966438
81026835,0.15216415
81026836,0.21667023
81026837,0.8487021
81026838,0.51780134
81026839,0.12364174
81026840,0.7172843
81026841,0.20451431
81026842,0.12091022
81026843,0.108325474
81026844,0.27382752
81026845,0.14600407
81026846,0.30718863
81026847,0.26580316
81026848,0.062464572
81026849,0.32241124
81026850,0.11858889
81026851,3.5447884e-13
81026852,0.5485441
81026853,0.44783172
81026854,0.18836544
81026855,0.16195923
81026856,0.14154382
81026857,0.31690302
81026858,0.15991369
81026859,0.8529686
81026860,0.051980972
81026861,0.124545485
81026862,3.0211613e-06
81026863,0.45297265
81026864,1.1016074
81026865,0.115060054
81026866,0.061216258
81026867,0.08892575
81026868,0.3728372
81026869,0.07173785
81026870,0.12145486
81026871,0.2457372
81026872,0.14974236
81026873,0.00019112085
81026874,0.059041433
81026875,0.091605395
81026876,0.24204037
81026877,0.25885847
81026878,0.967465
81026879,0.19321403
81026880,0.48299295
81026881,7.4396754e-05
81026882,1.1658219
81026883,0.110507905
81026884,0.5021826
81026885,0.20687218
81026886,0.03456775
81026887,0.3850879
81026888,1.1361388
81026889,0.15338753
81026890,0.19663496
81026891,0.32111585
81026892,0.078064516
81026893,0.09442053
81026894,0.10364102
81026895,0.16367802
81026896,0.37249935
81026897,0.33236855
81026898,0.29644313
81026899,0.43799716
81026900,0.13508154
81026901,0.18362609
81026902,0.21812102
81026903,1.3412837
81026904,0.12391696
81026905,0.039673693
81026906,2.7794732e-08
81026907,0.06707629
81026908,0.15133917
81026909,0.6776321
81026910,0.21054226
81026911,0.39551523
81026912,4.3961815e-10
81026913,2.7844e-06
81026914,0.08798284
81026915,0.13536504
81026916,0.35208657
81026917,0.3414354
81026918,0.21732754
81026919,0.17223659
81026920,0.23364784
81026921,0.30322185
81026922,0.3964602
81026923,0.102333404
81026924,1.3092557
81026925,0.22660094
81026926,0.19428097
81026927,0.35459235
81026928,0.15735121
81026929,0.07621179
81026930,0.062119722
81026931,0.20813683
81026932,0.14530173
81026933,0.13236395
81026934,0.22109456
81026935,0.8382617
81026936,0.75808334
81026937,0.27972314
81026938,0.069441505
81026939,0.124015465
81026940,0.5097359
81026941,0.16772246
81026942,0.11325539
81026943,0.23851764
81026944,0.54208136
81026945,0.3926506
81026946,0.76177704
81026947,0.10522713
81026948,0.114276595
81026949,1.8650443e-13
81026950,0.37744725
81026951,0.21506059
81026952,0.25147986
81026953,0.0475341
81026954,0.9417917
81026955,0.20607677
81026956,0.08988809
81026957,0.4545925
81026958,0.20113952
81026959,0.075695366
81026960,0.35252526
81026961,0.17291334
81026962,0.0014613547
81026963,0.6641955
81026964,0.11019587
81026965,0.10143637
81026966,0.10374626
81026967,1.1974037
81026968,0.09637802
81026969,0.21448079
81026970,0.07212715
81026971,0.1273454
81026972,0.2598104
81026973,0.60604435
81026974,0.34305665
81026975,0.11396378
81026976,0.25772318
81026977,0.55608964
81026978,0.52958214
81026979,0.19411623
81026980,0.29177186
81026981,0.10804842
81026982,1.4293299
81026983,0.18628047
81026984,0.28369468
81026985,1.9906179e-07
81026986,0.47575635
81026987,2.67264e-08
81026988,2.1658215e-13
81026989,0.6972509
81026990,0.3719821
81026991,0.2725258
81026992,0.11436483
81026993,0.49999943
81026994,0.1349945
81026995,0.05688157
81026996,0.06988527
81026997,0.086324185
81026998,1.9256993e-07
81026999,0.2823997
81027000,0.17095186
81027001,0.10220759
81027002,0.5348018
81027003,0.13791081
81027004,0.22911386
81027005,0.035465952
81027006,0.09644021
81027007,0.33283654
81027008,0.17396648
81027009,0.21005698
81027010,0.9595063
81027011,0.19620267
81027012,0.77809113
81027013,0.28856456
81027014,0.25827315
81027015,0.17298932
81027016,0.21039598
81027017,0.0644585
81027018,0.26121917
81027019,9.852495e-08
81027020,0.06708878
81027021,0.18710272
81027022,0.21426453
81027023,0.0649212
81027024,0.11975927
81027025,2.0100799
81027026,0.047063537
81027027,0.31161425
81027028,0.98986137
81027029,0.043702558
81027030,1.7236608
81027031,2.2378595e-06
81027032,0.05016656
81027033,0.47879755
81027034,0.102484964
81027035,0.10146794
81027036,0.6474221
81027037,0.14375524
81027038,0.29611906
81027039,0.47022167
81027040,0.09673652
81027041,0.34528297
81027042,0.4746958
81027043,1.0153304e-06
81027044,0.36566934
81027045,0.075299725
81027046,0.11037276
81027047,0.18088402
81027048,0.47404385
81027049,0.18806516
81027050,0.20116886
81027051,0.07772844
81027052,0.6389059
81027053,0.880949
81027054,0.09005287
81027055,0.06615853
81027056,0.10260814
81027057,0.26609308
81027058,0.05504431
81027059,0.28835586
81027060,0.099767834
81027061,0.059386864
81027062,0.04277017
81027063,0.30217126
81027064,0.32786158
81027065,0.033340633
81027066,0.23640622
81027067,0.7620671
81027068,0.19238015
81027069,0.8171891
81027070,0.17044763
81027071,0.34930387
81027072,0.20832509
81027073,0.48855573
81027074,0.18026942
81027075,0.21417041
81027076,0.18231964
81027077,0.06301029
81027078,1.0895714
81027079,0.45335534
81027080,0.0035961284
81027081,0.2032702
81027082,0.09072308
81027083,0.058120724
81027084,0.817891
81027085,0.088030085
81027086,0.10902785
81027087,0.10694367
81027088,1.1891006
81027089,0.26749465
81027090,0.17403953
81027091,0.06884808
81027092,0.23862302
81027093,0.21738134
81027094,0.16063182
81027095,1.7329104e-13
81027096,0.009420918
81027097,0.048621252
81027098,0.2401583
81027099,0.17010586
81027100,0.16295643
81027101,0.46311885
81027102,0.2945087
81027103,0.5466671
81027104,1.5428699
81027105,0.062080525
81027106,0.06885025
81027107,0.11599356
81027108,0.3843952
81027109,0.19384779
81027110,0.2187946
81027111,0.23947212
81027112,0.10341688
81027113,0.039863635
81027114,0.08075385
81027115,1.0367857
81027116,0.33744636
81027117,0.4995643
81027118,0.133127
81027119,0.06676863
81027120,0.3926289
81027121,0.39671126
81027122,0.5635867
81027123,0.07572075
81027124,0.010149523
81027125,0.27146605
81027126,0.4796976
81027127,0.22049567
81027128,0.5430542
81027129,0.054086544
81027130,0.47191864
81027131,0.29818907
81027132,0.48877355
81027133,1.9983833
81027134,0.67029864
81027135,0.27678418
81027136,0.06459221
81027137,0.4298647
81027138,0.2787447
81027139,0.40506864
81027140,0.32481378
81027141,0.66065294
81027142,0.24449416
81027143,0.18443549
81027144,1.114767
81027145,0.51765436
81027146,1.4305175e-13
81027147,0.383691
81027148,0.11852747
81027149,0.08317939
81027150,0.15319212
81027151,0.44725168
81027152,0.27577493
81027153,0.23177978
81027154,0.62167275
81027155,0.49476472
81027156,0.22840483
81027157,0.25161025
81027158,0.3521899
81027159,0.12623435
81027160,0.4636782
81027161,0.040865988
81027162,0.11187711
81027163,0.8388706
81027164,0.62478924
81027165,0.8689991
81027166,0.14408202
81027167,0.081839256
81027168,0.1001786
81027169,0.32532844
81027170,0.13590883
81027171,0.2625562
81027172,0.057533287
81027173,0.15458146
81027174,0.8842426
81027175,0.12816271
81027176,0.29625016
81027177,0.013027551
81027178,0.29576495
81027179,0.13261317
81027180,0.0005175855
81027181,0.14961267
81027182,0.48155946
81027183,0.05534403
81027184,0.49292707
81027185,0.22894868
81027186,0.09417569
81027187,0.8727404
81027188,0.35841286
81027189,0.45484802
81027190,0.20318615
81027191,0.19541639
81027192,0.058911994
81027193,0.121252984
81027194,0.17782155
81027195,0.5302677
81027196,0.82407796
81027197,0.39066845
81027198,6.0539947e-05
81027199,0.60446703
81027200,0.15884267
81027201,0.44989344
81027202,0.08174872
81027203,0.23784193
81027204,0.44490415
81027205,0.7483401
81027206,0.091856904
81027207,0.095637836
81027208,0.021380479
81027209,0.21304049
81027210,1.0781883
81027211,0.07929864
81027212,0.2182638
81027213,0.27422628
81027214,0.09306138
81027215,0.049734853
81027216,0.6504061
81027217,0.61449426
81027218,0.39345694
81027219,0.10205088
81027220,0.5192817
81027221,0.30683604
81027222,0.50935256
81027223,0.28192514
81027224,0.26823354
81027225,0.07935697
81027226,0.05495915
81027227,0.110083364
81027228,0.3792044
81027229,0.091038726
81027230,0.14050576
81027231,0.20948675
81027232,0.13790227
81027233,0.29339612
81027234,0.1874388
81027235,0.3369847
81027236,0.035928406
81027237,0.1262048
81027238,0.90598667
81027239,0.2672732
81027240,0.25649336
81027241,0.252846
81027242,0.4752655
81027243,0.110375054
81027244,0.14536372
81027245,0.35402322
81027246,0.08132958
81027247,0.17647773
81027248,0.15676202
81027249,0.11884929
81027250,0.85082924
81027251,0.543804
81027252,0.060382683
81027253,0.4249812
81027254,0.20031618
81027255,0.030305099
81027256,0.19479373
81027257,0.30433786
81027258,0.15019837
81027259,0.10264497
81027260,0.3147514
81027261,0.36253238
81027262,0.1361938
81027263,0.39096263
81027264,0.7792314
81027265,0.20435694
81027266,0.25150213
81027267,0.12028672
81027268,0.16165364
81027269,0.23462076
81027270,0.15655367
81027271,0.23753873
81027272,0.112912625
81027273,0.23053904
81027274,0.018212559
81027275,0.2709149
81027276,0.2160764
81027277,0.7620313
81027278,0.16658956
81027279,0.291629
81027280,0.018597735
81027281,0.2831002
81027282,0.24222022
81027283,0.8872686
81027284,0.0055207834
81027285,0.0971929
81027286,0.072156854
81027287,0.118716076
81027288,0.26078245
81027289,0.23416188
81027290,0.23729396
81027291,0.30720156
81027292,0.3271267
81027293,0.25852814
81027294,0.35644236
81027295,0.24667525
81027296,0.44458666
81027297,0.15937704
81027298,0.07289565
81027299,0.057599023
81027300,0.41638863
81027301,0.13928936
81027302,0.12607904
81027303,0.20907648
81027304,0.48904127
81027305,0.05879744
81027306,0.080756485
81027307,0.15404698
81027308,0.41902912
81027309,0.22721513
81027310,0.38663343
81027311,0.22521196
81027312,0.13571781
81027313,0.013479243
81027314,0.14689977
81027315,0.11974878
81027316,0.07498005
81027317,0.269479
81027318,0.9340751
81027319,0.14978378
81027320,0.46402106
81027321,0.38763446
81027322,0.31416035
81027323,0.32552588
81027324,0.09863339
81027325,0.2634072
81027326,0.16008031
81027327,0.008653384
81027328,0.077887
81027329,0.038619313
81027330,0.32985082
81027331,0.6732121
81027332,0.037471257
81027333,0.19552204
81027334,0.2997234
81027335,0.11333748
81027336,0.17867939
81027337,0.06472022
81027338,0.23257156
81027339,0.05116296
81027340,0.21133535
81027341,0.1121349
81027342,0.11284508
81027343,1.9865459
81027344,0.16851264
81027345,0.00041272948
81027346,1.6036866
81027347,0.37360317
81027348,0.1565562
81027349,0.11331119
81027350,0.146205
81027351,0.34997758
81027352,0.079003505
81027353,0.10459022
81027354,0.22121337
81027355,0.20408921
81027356,0.24357238
81027357,0.14950489
81027358,0.21048489
81027359,0.4967121
81027360,0.6192113
81027361,1.2834878
81027362,0.060759068
81027363,0.4692508
81027364,0.118795015
81027365,5379.9834
81027366,5379.955
81027367,5377.735
81027368,5383.213
81027369,5377.6416
81027370,1288.441
81027371,1289.1588
81027372,1289.3374
81027373,1287.9159
81027374,1287.8617
81027375,1288.194
81027376,1286.4359
81027377,1283.9899
81027378,1285.065
81027379,1284.5906
81027380,1284.0863
81027381,1282.4288
81027382,1281.157
81027383,1280.0698
81027384,1268.4613
81027385,1264.8739
81027386,1264.9525
81027387,1187.0505
81027388,1180.2955
81027389,1179.8191
81027390,1178.7218
81027391,1170.1366
81027392,1165.3441
81027393,1143.3925
81027394,1143.0454
81027395,1141.4159
81027396,1138.002
81027397,1136.3943
81027398,1135.501
81027399,1134.8094
81027400,1135.2561
81027401,1134.8754
81027402,195.42462
81027403,194.88615
81027404,192.42496
81027405,117.89981
81027406,115.39499
81027407,109.08978
81027408,88.63756
81027409,597.52185
81027410,590.3827
81027411,587.9384
81027412,585.4583
81027413,583.44867
81027414,577.0112
81027415,576.5759
81027416,293.1771
81027417,288.15015
81027418,274.5959
81027419,273.0491
81027420,255.56519
81027421,253.00241
81027422,246.95166
81027423,245.65863
81027424,233.98746
81027425,229.47887
81027426,180.24925
81027427,165.73352
81027428,164.42122
81027429,7.32948
81027430,527.7222
81027431,229.79208
81027432,229.43842
81027433,253.27483
81027434,228.89102
81027435,228.90097
81027436,228.90799
81027437,254.34476
81027438,228.45
81027439,253.09645
81027440,227.95717
81027441,252.02785
81027442,228.0499
81027443,227.82855
81027444,251.80005
81027445,227.66794
81027446,251.75464
81027447,227.65274
81027448,227.96758
81027449,250.90787
81027450,226.94754
81027451,272.6959
81027452,257.6566
81027453,256.36615
81027454,255.2924
81027455,254.5712
81027456,253.46959
81027457,253.02545
81027458,229.35898
81027459,643.67725
81027460,641.2624
81027461,635.8192
81027462,388.96466
81027463,386.84454
81027464,386.42123
81027465,1.5937736
81027466,3.5347
81027467,386.75162
81027468,1.1788746
81027469,7.0623097
81027470,6.9405384
81027471,36.840042
81027472,36.523903
81027473,36.202156
81027474,35.607597
81027475,35.31083
81027476,44.6699
81027477,42.035755
81027478,34.560505
81027479,31.018412
81027480,27.930868
81027481,27.5612
81027482,27.174488
81027483,30.824741
81027484,26.888697
81027485,22.983864
81027486,20.600904
81027487,4.0440216
81027488,3.732685
81027489,3.4715478
81027490,13.14396
81027491,2.5008032
81027492,2.224672
81027493,8.716501
81027494,5.666643
81027495,5.3065057
81027496,1.8635812
81027497,4.922517
81027498,236.78943
81027499,3.3532898
81027500,1.2822012
81027501,12.15113
81027502,11.741637
81027503,11.152826
81027504,10.56561
81027505,7.266886
81027506,6.065901
81027507,5.910369
81027508,0.67601365
81027509,70.18969
81027510,68.26874
81027511,65.45847
81027512,64.849106
81027513,57.784874
81027514,57.506893
81027515,57.14239
81027516,56.34027
81027517,55.860794
81027518,55.014412
81027519,2.5652854
81027520,0.28532463
81027521,23.375015
81027522,131.64241
81027523,130.1855
81027524,113.05221
81027525,111.97098
81027526,110.68997
81027527,108.61936
81027528,107.9842
81027529,107.07897
81027530,106.1847
81027531,105.28418
81027532,101.10799
81027533,97.08403
81027534,16.504206
81027535,15.476284
81027536,40.936714
81027537,1.1479304
81027538,9.641882
81027539,36.692753
81027540,35.874634
81027541,34.50281
81027542,23.537624
81027543,22.549599
81027544,21.234425
81027545,20.45744
81027546,123.27229
81027547,122.223404
81027548,0.74631524
81027549,20.092348
81027550,17.203196
81027551,93.9311
81027552,83.902916
81027553,82.65947
81027554,16.829147
81027555,18.679596
81027556,63.366802
81027557,0.33446568
81027558,10.055662
81027559,9.305922
81027560,8.078132
81027561,60.32786
81027562,14.179847
81027563,11.715065
81027564,56.122143
81027565,6.3906527
81027566,55.539726
81027567,4.7956123
81027568,11.024636
81027569,10.123828
81027570,11.595987
81027571,6.0377603
81027572,1.3615503
81027573,15.093838
81027574,51.981308
81027575,5.3617063
81027576,4.33076
81027577,20.78355
81027578,3.8782473
81027579,7.6165085
81027580,0.74830127
81027581,38.52422
81027582,1.5828642
81027583,4.0214405
81027584,1.3415979
81027585,0.8317757
81027586,0.80212635
81027587,5.523841
81027588,0.55506504
81027589,1.1263757
81027590,0.17477703
81027591,0.12751827
81027592,38.06642
81027593,10.834298
81027594,0.17493042
81027595,0.29185927
81027596,0.18322271
81027597,0.16922665
81027598,3.7494586
81027599,0.2709336
81027600,16.54247
81027601,15.174497
81027602,14.646692
81027603,13.450463
81027604,6.5244427
81027605,13.1594
81027606,11.6098
81027607,7.5434337
81027608,4.0155344
81027609,3.9438977
81027610,5.31565
81027611,3.7492826
81027612,4.5810924
81027613,7.058182
81027614,0.6597772
81027615,12.645656
81027616,5.7347956
81027617,5.1024356
81027618,3.3937402
81027619,3.0715446
81027620,5.829657
81027621,10.625434
81027622,10.218472
81027623,2.9160326
81027624,20.610874
81027625,2.651719
81027626,0.6001622
81027627,4.1303964
81027628,9.391645
81027629,17.153439
81027630,7.3758903
81027631,14.451578
81027632,2.6800244
81027633,11.988288
81027634,16.735455
81027635,6.332325
81027636,2.522469
81027637,3.2673655
81027638,4.034192
81027639,1.3119177
81027640,0.5145205
81027641,0.6356735
81027642,0.36066926
81027643,9.017216
81027644,0.1109998
81027645,23.759027
81027646,18.448519
81027647,41.963066
81027648,40.782166
81027649,18.130436
81027650,39.147457
81027651,37.62236
81027652,17.693178
81027653,8.043955
81027654,17.245527
81027655,35.54572
81027656,16.871092
81027657,32.387573
81027658,15.87343
81027659,5.334024
81027660,15.351666
81027661,5.125922
81027662,30.785257
81027663,7.6283875
81027664,21.26659
81027665,4.882563
81027666,17.735722
81027667,6.622918
81027668,14.274023
81027669,4.097573
81027670,13.536736
81027671,12.564312
81027672,2.4430058
81027673,3.5338492
81027674,6.071694
81027675,11.773525
81027676,3.2050202
81027677,54.901684
81027678,9.566224
81027679,11.299747
81027680,16.121607
81027681,34.022728
81027682,10.858971
81027683,5.265659
81027684,4.0390697
81027685,5.2811866
81027686,54.109406
81027687,2.9004905
81027688,12.270709
81027689,31.87199
81027690,9.598703
81027691,3.8512442
81027692,5.009902
81027693,1.8284025
81027694,9.544297
81027695,28.210598
81027696,8.78833
81027697,50.62542
81027698,1.524912
81027699,5.9862022
81027700,7.943371
81027701,1.185908
81027702,6.94628
81027703,11.241339
81027704,5.1655664
81027705,4.133357
81027706,3.4847593
81027707,3.164932
81027708,4.5521727
81027709,3.1683245
81027710,0.71945983
81027711,8.0789795
81027712,46.388885
81027713,2.7249212
81027714,5.5733194
81027715,9.411339
81027716,7.617283
81027717,0.58726084
81027718,7.175419
