stationid,coverage_95,coverage_50,kge,nse,nrmse,kge_median,nse_median,ci_width_95,ci_width_50,relative_ci_width_95,mean_qobs
Brazil_58240080,0.8469387755102041,0.5306122448979592,-1.5947530874188254,-11.262315304107124,1.649468091310338,-1.772474841645745,-12.73686361085228,1059.8357180149585,538.8124718418006,4.691656896082118,225.89795918367346
Brazil_58300001,1.0,0.9358974358974359,-0.10909935704795992,-4.637127871326109,0.6339850665245982,-0.3675271170603589,-6.038089572045618,661.1960518995065,555.1058896773942,2.3140526786091224,285.7307692307692
Brazil_58318002,0.16216216216216217,0.13513513513513514,-0.2531766959957169,-1.630518612363724,1.3128988054033366,-0.3575705972964853,-1.9530651616868275,374.01163575088924,231.28012907184774,3.4460307004896347,108.53404054054054
Brazil_58620000,1.0,0.9342105263157895,0.6915807196983388,0.5075034283876327,0.4055278665718133,0.6896270089597054,0.4395681895547118,368.3358062439976,209.40526098023958,2.9096832122079794,126.5896592105263
Brazil_58795000,0.216,0.088,0.47027769292366994,0.1513114645196597,0.5874963951654196,0.4645931453069292,0.1241654451054004,305.0207951652376,164.41054380306872,0.6200355303485139,491.94083279999995
Brazil_58880001,0.5603448275862069,0.25862068965517243,0.16523020042801528,0.09245356710506081,0.7798049795576568,0.16540444299135837,0.08268842685205535,765.7902285276659,428.1473509576847,1.466065103988685,522.3439439655173
Brazil_58940000,0.9914529914529915,0.9658119658119658,0.3966190228770091,0.07495805698411817,0.6169366958972825,0.3443907943533644,-0.08892881265040686,182.6713711247616,136.93674473915306,3.1321273383016948,58.32182136752137
Brazil_58960000,0.921875,0.7578125,0.4185295692461303,0.45339481860394726,0.6198210841025363,0.42101455500512497,0.4561156123703233,103.45456899268754,54.89538487870497,1.451628624237462,71.26793125
Brazil_58974000,0.15671641791044777,0.04477611940298507,-0.7878568634087995,-5.624456369936551,1.5567359801764016,-0.7950475874600647,-5.690120648594417,643.4232704607953,338.26525940121536,1.2048571047122019,534.024547761194
Brazil_60544990,0.6818181818181818,0.5545454545454546,-0.15536588066763568,-0.1558557692276321,0.850851271759959,-0.13453917617000766,-0.14495715287451838,202.64709260993587,124.25133429435098,0.7778967123331704,260.50642636363636
Brazil_60798000,0.8433179723502304,0.8248847926267281,-0.17911060514235833,-0.22420125034290295,0.5462239176524865,-0.16576773797886468,-0.30314721449800386,198.81728008139186,190.0636021031908,1.0765075247476024,184.68731105990784
Brazil_60805000,0.8604651162790697,0.813953488372093,-0.06211363067101394,-0.044027410725929306,0.6600713163702149,-0.01216514646125888,-0.12513583510373794,465.90249801237087,439.9649332611885,1.2929458666249782,360.3418441860465
Brazil_60905000,0.9782608695652174,0.8913043478260869,0.0655152760341694,0.06674562256497008,0.48749224152932724,-0.012479850745860777,-0.29779107524363746,388.2205498826614,342.3440259783024,1.9229186276087458,201.8913043478261
Brazil_61915005,0.581151832460733,0.5445026178010471,-0.06207784934039551,0.03721552835305164,0.6198374699693097,-0.06791028628857276,0.023087846277688007,123.14670743275767,116.7424062074106,0.6459073119818383,190.6569335078534
Brazil_63280000,1.0,0.967741935483871,0.16099633509898315,-1.110552083648321,0.25983366437880995,0.10093952107842796,-1.4583858191417254,362.1661179425942,163.78494465216426,3.1686111175704785,114.29806451612903
Brazil_64391000,0.7872340425531915,0.723404255319149,0.14536117107172142,0.0507491564605127,0.8757768374033293,0.06198033762507604,-0.22788832292402028,176.17498137288084,166.13268101366143,2.2566684039614358,78.0686170212766
Brazil_64482000,0.8333333333333334,0.7777777777777778,0.22756147454902753,0.09167422737924702,0.6576632252956743,0.1947719806353182,-0.02787642024396919,415.19461433058035,303.62812069102324,1.8751615051844983,221.41805555555555
Brazil_64491000,0.7061855670103093,0.6082474226804123,-0.05359323386473691,-1.1351868187634842,1.4921402203661995,-0.12010862550168788,-1.4514275878449698,881.3591714605761,601.385790471397,5.995745744309697,146.99742268041237
Brazil_64501000,0.7987421383647799,0.7547169811320755,-0.028973940373200557,0.03978580217207539,0.8213753592763399,-0.028321847102332764,0.0178926351202362,454.68254867731895,366.73086095723005,1.4201647877300596,320.1618238993711
Brazil_64504700,0.6097560975609756,0.6097560975609756,-0.31112128072536116,-0.29861742033730154,0.9385763324018123,-0.3358934756209859,-0.3143682206664953,348.1533949361869,344.2274811677662,0.6386420827875112,545.1463414634146
Brazil_64506000,0.7711864406779662,0.7372881355932204,-0.009732313727713438,-0.05317697026449664,0.6836161577325002,0.014208908706434431,-0.11959825462109852,477.0883359309431,428.24480994471753,1.5557803021238517,306.65533898305085
Brazil_64645000,0.31746031746031744,0.2777777777777778,-0.4274924344662603,-0.553696662514344,1.339306545859872,-0.45471777662397184,-0.5617656310436892,207.53745175743867,170.91765945830954,0.28825789957975934,719.9714285714285
Brazil_64660500,0.8571428571428571,0.7980295566502463,0.05964656345443786,0.08758887497950696,0.8649537237631808,0.07474203346285724,0.06820080970636966,559.644067722971,463.539596757688,2.0058626121535883,279.0041871921182
Brazil_64767000,0.9747474747474747,0.9090909090909091,0.05242314647334734,0.011660863408302746,1.0000962466258667,0.08450198176055046,-0.020934245131207785,243.3508425710131,163.39680921570718,3.8250895139167986,63.619646464646465
Brazil_65927000,0.7375,0.6625,-0.07742322845003446,0.06759345698948327,1.285001320196531,-0.09697509452098418,0.03250581232241079,147.92093664387306,116.40514853431823,2.114783106425803,69.946150125
Brazil_65955000,1.0,0.9916666666666667,0.09243765187387498,-0.2815178319227307,0.9441060362940326,0.1730576946888599,-0.4457715848035608,146.3580772930098,129.6982519716189,4.119029507566306,35.532175
Brazil_66055000,0.6616541353383458,0.6466165413533834,-0.10013795654915025,-1.1655653521420524,0.44340563568999625,-0.07417601317084999,-1.1970055614352537,118.32179242058726,107.26058091137824,0.5863273845374566,201.80157969924812
Brazil_66255000,0.8083067092651757,0.7252396166134185,-0.2617026648187799,-0.21917474260607328,0.8416206224426942,-0.26072838305408386,-0.23272469181360367,220.39135072238173,169.5453581171192,1.0069928245289537,218.8608948881789
Brazil_66260001,0.5798319327731093,0.3865546218487395,-0.8147125766238899,-0.36241002455567495,0.7646808483370914,-0.7424322623369386,-0.3608888187516759,127.44927671025278,73.17697195419689,0.5608703575037943,227.23482352941176
Brazil_66260002,0.1,0.1,-0.14508600669169125,-0.057990019276714655,1.1208391743862969,-0.2587664180405862,-0.0817379242945202,113.52340168682403,94.64370150891912,0.4307712873996004,263.53521
Brazil_66280000,0.8495575221238938,0.8407079646017699,0.18733998612032943,0.1104888102612942,0.7451544862962476,0.19113045711145027,0.06010957735565603,472.3708328519362,371.3521967046705,1.6809619369759001,281.0122123893805
Brazil_66360000,0.8097826086956522,0.6413043478260869,-0.4289985275903214,-0.4608301137337747,0.5302835361667428,-0.3319273757645904,-0.60838785439015,317.57406241670617,270.559174108453,1.2282752265700552,258.55285163043476
Brazil_66370000,0.5897435897435898,0.3247863247863248,-0.45047366171064573,-0.2957245995903861,0.6455146351610689,-0.43046120174712565,-0.3090952809302401,210.1444635411213,124.71596060360217,0.6302370475431679,333.4371794871795
Brazil_66430000,0.591304347826087,0.5478260869565217,-0.2917288084445646,-0.08470102144677338,1.1325359451705472,-0.2772307681574173,-0.08574501418743874,47.38273227006389,43.930826610534524,0.7530447351483553,62.92153713913043
Brazil_66450001,1.0,0.9801324503311258,-0.016960447840900006,-2.2040402019195806,0.9142590751517666,-0.26765374557734334,-3.752011601289637,532.4446844376062,485.8430723769483,4.539349767953123,117.29536423841058
Brazil_66600000,0.554140127388535,0.535031847133758,-0.6975757326027667,-0.6855401146093201,0.5478986778111661,-0.6248609214502203,-0.7439919876653793,172.56747957084457,124.79638605890314,0.6734590489459623,256.2404942675159
Brazil_66650000,0.768,0.712,-0.8325618635881993,-0.49745492034823613,0.7366452685386522,-0.6668716791731479,-0.4660024963048661,225.57712685593597,174.3618094629356,0.7748979300155544,291.1056
Brazil_66800000,0.8648648648648649,0.4774774774774775,0.17555463467389365,-1.5552795677979674,0.3773376401722269,0.16184193380585954,-1.6180256519234728,1520.403437338745,836.0126331068967,1.1400003808490475,1333.68678018018
