stationid,w50,Q1,Q3,IQR,w_low_iqr1.0,w_high_iqr1.0,w_low_iqr1.5,w_high_iqr1.5,w_low_iqr2.0,w_high_iqr2.0,w_low_iqr2.5,w_high_iqr2.5,w_low_iqr3.0,w_high_iqr3.0,w_low_iqr4.0,w_high_iqr4.0,w_low,w_high
Brazil_12150000,119.33302036035,102.15693328673764,129.16214398524448,27.005210698506843,75.1517225882308,156.16735468375134,61.649117238977375,169.66996003300474,48.14651188972395,183.17256538225817,34.643906540470525,196.6751707315116,30.0,210.177776080765,30.0,237.18298677927186,61.649117238977375,169.66996003300474
Brazil_12180000,104.72369784431363,97.07201877388755,115.76329707013348,18.691278296245926,78.38074047764162,134.4545753663794,69.03510132951865,143.80021451450236,59.6894621813957,153.1458536626253,50.343823033272734,162.4914928107483,40.99818388514977,171.83713195887125,30.0,190.5284102551172,69.03510132951865,143.80021451450236
Brazil_12200000,332.30308003403064,301.1643849380256,339.572424771372,38.408039833346436,262.75634510467916,377.98046460471846,243.55232518800594,397.1844845213917,224.34830527133272,416.3885044380649,205.1442853546595,435.5925243547381,185.94026543798628,454.79654427141134,147.53222560463985,493.20458410475777,243.55232518800594,397.1844845213917
Brazil_12230000,83.71862531173173,73.87575524938616,91.9239291711353,18.04817392174914,55.82758132763702,109.97210309288444,46.80349436676245,118.99619005375901,37.77940740588788,128.02027701463356,30.0,137.04436397550813,30.0,146.0684509363827,30.0,164.11662485813184,46.80349436676245,118.99619005375901
Brazil_12240000,407.482552929555,394.515297615621,409.753316532917,15.23801891729596,379.27727869832506,424.99133545021294,371.6582692396771,432.61034490886095,364.0392597810291,440.2293543675089,356.4202503223811,447.84836382615686,348.80124086373314,455.46737328480486,333.5632219464372,470.7053922021008,371.6582692396771,432.61034490886095
Brazil_12370000,70.86492876827536,60.2811849160929,85.08782721663158,24.806642300538684,35.47454261555421,109.89446951717026,30.0,122.29779066743961,30.0,134.70111181770895,30.0,147.10443296797828,30.0,159.50775411824765,30.0,184.31439641878632,30.0,122.29779066743961
Brazil_12390000,102.02936033091036,86.42142050088557,121.06659270909016,34.645172208204585,51.77624829268099,155.71176491729474,34.4536621885787,173.03435102139704,30.0,190.35693712549931,30.0,207.6795232296016,30.0,225.0021093337039,30.0,259.6472815419085,34.4536621885787,173.03435102139704
Brazil_12500000,124.3995712554304,106.6868955014394,134.295671321633,27.6087758201936,79.0781196812458,161.9044471418266,65.27373177114899,175.7088350519234,51.469343861052195,189.5132229620202,37.66495595095539,203.317610872117,30.0,217.12199878221378,30.0,244.7307746024074,65.27373177114899,175.7088350519234
Brazil_12520000,166.65375769139868,159.66776237766933,183.34533636234696,23.677573984677622,135.9901883929917,207.02291034702458,124.1514014006529,218.8616973393634,112.31261440831409,230.7004843317022,100.47382741597528,242.539271324041,88.63504042363647,254.37805831637982,64.95746643895885,278.05563230105747,124.1514014006529,218.8616973393634
Brazil_12550000,168.97119821604167,154.59821049195298,187.73300918358268,33.1347986916297,121.46341180032329,220.86780787521238,104.89601245450844,237.4352072210272,88.32861310869359,254.00260656684208,71.76121376287874,270.57000591265694,55.19381441706389,287.13740525847174,30.0,320.27220395010147,104.89601245450844,237.4352072210272
Brazil_12560000,68.92433520626514,58.79813436976329,83.57752327019216,24.77938890042887,34.01874546933442,108.35691217062103,30.0,120.74660662083546,30.0,133.1363010710499,30.0,145.52599552126435,30.0,157.91568997147877,30.0,182.69507887190764,30.0,120.74660662083546
Brazil_12600001,99.62489515832812,95.59238253635108,106.58085076139174,10.988468225040663,84.60391431131042,117.5693189864324,79.10968019879009,123.06355309895274,73.61544608626976,128.55778721147306,68.12121197374942,134.05202132399342,62.62697786122909,139.54625543651372,51.63850963618843,150.53472366155438,79.10968019879009,123.06355309895274
Brazil_12650000,74.9705940419209,61.7500003841713,91.60850769316193,29.858507308990625,31.891493075180676,121.46701500215255,30.0,136.39626865664786,30.0,151.32552231114317,30.0,166.2547759656385,30.0,181.1840296201338,30.0,211.04253692912442,30.0,136.39626865664786
Brazil_12700000,305.1941273487753,280.145360868542,335.61791938765174,55.472558519109725,224.6728023494323,391.09047790676146,196.93652308987743,418.8267571663163,169.20024383032256,446.5630364258712,141.4639645707677,474.29931568542605,113.72768531121284,502.0355949449809,58.25512679210311,557.5081534640906,196.93652308987743,418.8267571663163
Brazil_12880000,139.83564626334532,133.414530532632,142.3459782829767,8.931447750344688,124.48308278228731,151.27742603332138,120.01735890711497,155.7431499084937,115.55163503194262,160.20887378366606,111.08591115677028,164.67459765883842,106.62018728159794,169.14032153401075,97.68873953125325,178.07176928435544,120.01735890711497,155.7431499084937
Brazil_13180000,144.154382944543,133.5949633541945,152.766473144889,19.1715097906945,114.4234535635,171.9379829355835,104.83769866815275,181.52373783093077,95.2519437728055,191.109492726278,85.66618887745825,200.69524762162524,76.080433982111,210.2810025169725,56.9089241914165,229.452512307667,104.83769866815275,181.52373783093077
Brazil_13410000,147.88601184898448,130.128275218852,162.82029193115517,32.69201671230317,97.43625850654882,195.51230864345834,81.09025015039724,211.85831699960994,64.74424179424565,228.2043253557615,48.39823343809407,244.55033371191308,32.05222508194248,260.89634206806465,30.0,293.58835878036786,81.09025015039724,211.85831699960994
Brazil_13650000,70.16997259907535,60.05721606227503,83.33848020661989,23.28126414434486,36.77595191793017,106.61974435096475,30.0,118.26037642313719,30.0,129.9010084953096,30.0,141.54164056748203,30.0,153.18227263965446,30.0,176.46353678399933,30.0,118.26037642313719
Brazil_13710001,229.239382452058,195.1882548542075,252.35744496021636,57.16919010600884,138.01906474819867,309.5266350662252,109.43446969519425,338.1112301192296,80.84987464218983,366.69582517223404,52.26527958918541,395.28042022523846,30.0,423.8650152782429,30.0,481.0342053842517,109.43446969519425,338.1112301192296
Brazil_13740000,111.26055703836872,93.71086002582933,127.1602515801453,33.449391554315966,60.26146847151337,160.60964313446127,43.536772694355385,177.33433891161926,30.0,194.05903468877722,30.0,210.7837304659352,30.0,227.5084262430932,30.0,260.9578177974092,43.536772694355385,177.33433891161926
Brazil_13750000,259.5171489883708,240.43477624919808,290.50088815505944,50.06611190586136,190.36866434333672,340.5670000609208,165.33560839040604,365.6000560138515,140.30255243747536,390.63311196678217,115.26949648454467,415.66616791971285,90.236440531614,440.69922387264353,40.17032862575263,490.7653357785049,165.33560839040604,365.6000560138515
Brazil_13848000,64.81449654162495,56.414786941373706,71.06396997821668,14.64918303684297,41.765603904530735,85.71315301505965,34.44101238610925,93.03774453348113,30.0,100.36233605190262,30.0,107.6869275703241,30.0,115.01151908874559,30.0,129.66070212558856,34.44101238610925,93.03774453348113
Brazil_13849000,58.396530525266165,47.42622227857766,66.01652073926748,18.590298460689816,30.0,84.6068191999573,30.0,93.9019684303022,30.0,103.19711766064711,30.0,112.49226689099201,30.0,121.78741612133692,30.0,140.37771458202673,30.0,93.9019684303022
Brazil_13870000,284.905782796002,273.8565016489815,303.279382688934,29.422881039952472,244.43362060902905,332.70226372888646,229.7221800890528,347.4137042488627,215.01073956907658,362.12514476883894,200.29929904910034,376.8365852888152,185.5878585291241,391.5480258087914,156.16497748917163,420.9709068487439,229.7221800890528,347.4137042488627
Brazil_13880000,448.4315549895497,412.99503153507425,486.12489449314614,73.1298629580719,339.86516857700235,559.254757451218,303.3002370979664,595.819688930254,266.73530561893045,632.3846204092899,230.1703741398945,668.9495518883259,193.60544266085856,705.5144833673619,120.47557970278666,778.6443463254337,303.3002370979664,595.819688930254
Brazil_13886000,233.599573865579,203.93928409969504,243.78369698544267,39.84441288574763,164.0948712139474,283.6281098711903,144.17266477107358,303.5503163140641,124.25045832819978,323.4725227569379,104.32825188532597,343.39472919981176,84.40604544245215,363.31693564268556,44.561632556704524,403.1613485284332,144.17266477107358,303.5503163140641
Brazil_14110000,652.155127223586,617.1502570763176,658.180467991151,41.03021091483333,576.1200461614843,699.2106789059843,555.6049407040676,719.725784363401,535.089835246651,740.2408898208176,514.5747297892343,760.7559952782343,494.05962433181764,781.271100735651,453.0294134169843,822.3013116504843,555.6049407040676,719.725784363401
Brazil_14230000,175.36388818110825,134.82933144350903,200.49685795516234,65.6675265116533,69.16180493185573,266.16438446681565,36.32804167602907,298.99814772264233,30.0,331.83191097846895,30.0,364.6656742342956,30.0,397.49943749012226,30.0,463.16696400177557,36.32804167602907,298.99814772264233
Brazil_14250000,1079.319006663155,1026.9596048697922,1092.40011323395,65.44050836415772,961.5190965056345,1157.8406215981076,928.7988423235556,1190.5608757801865,896.0785881414768,1223.2811299622654,863.3583339593979,1256.0013841443442,830.638079777319,1288.721638326423,765.1975714131613,1354.1621466905808,928.7988423235556,1190.5608757801865
Brazil_14260000,423.582454792729,359.83679377812103,431.58401802907883,71.7472242509578,288.08956952716323,503.33124228003663,252.21595740168434,539.2048544055156,216.34234527620544,575.0784665309944,180.46873315072654,610.9520786564733,144.59512102524764,646.8256907819523,72.84789677428984,718.57291503291,252.21595740168434,539.2048544055156
Brazil_14440000,122.574347665433,105.47230599687178,129.2977267616035,23.82542076473173,81.64688523214005,153.12314752633523,69.73417484977418,165.0358579087011,57.82146446740832,176.94856829106698,45.90875408504245,188.86127867343285,33.99604370267659,200.77398905579872,30.0,224.59940982053044,69.73417484977418,165.0358579087011
Brazil_14450000,245.04231633254133,199.8699077262675,262.4348479487483,62.5649402224808,137.3049675037867,324.9997881712291,106.02249739254631,356.2822582824695,74.74002728130591,387.5647283937099,43.45755717006551,418.8471985049503,30.0,450.1296686161907,30.0,512.6946088386715,106.02249739254631,356.2822582824695
Brazil_14488000,202.5258175593033,193.34746196021533,212.946277186223,19.598815226007673,173.74864673420765,232.54509241223067,163.94923912120382,242.3445000252345,154.14983150819998,252.14390763823835,144.35042389519614,261.9433152512422,134.5510162821923,271.74272286424605,114.95220105618463,291.3415380902537,163.94923912120382,242.3445000252345
Brazil_14495000,372.1648833084664,351.2323299753414,381.1575731604603,29.925243185118916,321.30708679022246,411.0828163455792,306.344465197663,426.04543793813866,291.38184360510354,441.0080595306981,276.4192220125441,455.9706811232576,261.4566004199846,470.93330271581704,231.5313572348657,500.85854590093595,306.344465197663,426.04543793813866
Brazil_14500000,435.4892133586566,428.32069440087326,442.5950999492027,14.274405548329412,414.04628885254385,456.8695054975321,406.9090860783791,464.00670827169677,399.77188330421444,471.1439110458615,392.63468053004976,478.28111382002623,385.49747775588503,485.4183165941909,371.2230722075556,499.6927221425203,406.9090860783791,464.00670827169677
Brazil_14515000,408.964630215842,401.2253324418792,414.464045607845,13.238713165965805,387.98661927591337,427.7027587738108,381.36726269293047,434.3221153567937,374.74790610994756,440.9414719397766,368.12854952696466,447.5608285227595,361.50919294398176,454.1801851057424,348.27047977801595,467.4188982717082,381.36726269293047,434.3221153567937
Brazil_14526000,89.45077199473539,81.03925872264244,94.51236058245917,13.473101859816722,67.56615686282572,107.98546244227589,60.82960593291736,114.72201337218425,54.093055003009,121.45856430209261,47.35650407310064,128.19511523200097,40.61995314319228,134.93166616190933,30.0,148.40476802172606,60.82960593291736,114.72201337218425
Brazil_14550000,64.3636846073313,49.352021181450354,80.38899833185906,31.036977150408703,30.0,111.42597548226776,30.0,126.94446405747212,30.0,142.46295263267646,30.0,157.9814412078808,30.0,173.49992978308518,30.0,204.53690693349387,30.0,126.94446405747212
Brazil_14650000,92.62851975787032,83.55032747645731,101.2500344685521,17.69970699209479,65.85062048436252,118.94974146064689,57.00076698831513,127.79959495669428,48.15091349226773,136.6494484527417,39.30105999622034,145.49930194878908,30.451206500172944,154.34915544483647,30.0,172.04886243693124,57.00076698831513,127.79959495669428
Brazil_14680001,173.828810778621,165.20676769089624,184.45179110437917,19.245023413482926,145.96174427741332,203.6968145178621,136.33923257067187,213.31932622460357,126.71672086393039,222.94183793134502,117.09420915718893,232.56434963808647,107.47169745044746,242.18686134482795,88.22667403696454,261.43188475831084,136.33923257067187,213.31932622460357
Brazil_14690000,212.73435184909323,205.16770174308374,222.570930404299,17.403228661215252,187.7644730818685,239.97415906551424,179.06285875126088,248.67577339612188,170.36124442065324,257.37738772672947,161.6596300900456,266.0790020573371,152.95801575943798,274.78061638794475,135.55478709822273,292.18384504916,179.06285875126088,248.67577339612188
Brazil_14710000,916.257937208018,901.310245088097,930.137937033659,28.827691945562037,872.4825531425349,958.965628979221,858.0687071697539,973.379474952002,843.6548611969729,987.7933209247831,829.2410152241919,1002.2071668975641,814.8271692514109,1016.6210128703451,785.9994773058488,1045.4487048159071,858.0687071697539,973.379474952002
Brazil_15130000,144.51211559842952,136.13404780591827,150.59890485306167,14.464857047143397,121.66919075877487,165.06376190020507,114.43676223520318,172.29619042377675,107.20433371163148,179.52861894734846,99.97190518805978,186.76104747092018,92.73947666448808,193.99347599449186,78.27461961734468,208.45833304163526,114.43676223520318,172.29619042377675
Brazil_15150000,245.686076046927,230.457600258894,254.644002981064,24.186402722170016,206.27119753672397,278.830405703234,194.17799617563895,290.923607064319,182.08479481455396,303.01680842540407,169.99159345346897,315.11000978648906,157.89839209238394,327.20321114757405,133.71198937021393,351.38961386974404,194.17799617563895,290.923607064319
Brazil_15200000,629.4430426662268,619.5754718062025,637.0832552137404,17.507783407537886,602.0676883986646,654.5910386212782,593.3137966948957,663.3449303250472,584.5599049911267,672.0988220288161,575.8060132873577,680.852713732585,567.0521215835888,689.606605436354,549.5443381760509,707.1143888438919,593.3137966948957,663.3449303250472
Brazil_15320002,590.1191653048365,577.787271417396,597.5992537871745,19.811982369778434,557.9752890476176,617.4112361569529,548.0692978627284,627.3172273418421,538.1633066778392,637.2232185267313,528.2573154929499,647.1292097116205,518.3513243080607,657.0352008965098,498.5393419382823,676.8471832662882,548.0692978627284,627.3172273418421
Brazil_15325000,158.00894285486834,151.20778452477467,166.40320420173703,15.19541967696236,136.0123648478123,181.59862387869939,128.4146550093311,189.19633371718055,120.81694517084995,196.79404355566174,113.21923533236877,204.39175339414294,105.62152549388759,211.9894632326241,90.42610581692523,227.18488290958646,128.4146550093311,189.19633371718055
Brazil_15326000,205.89018729474557,172.82706883202167,304.12999503335425,131.30292620133258,41.524142630689084,435.43292123468683,30.0,501.0843843353531,30.0,566.7358474360194,30.0,632.3873105366857,30.0,698.038773637352,30.0,829.3416998386846,30.0,501.0843843353531
Brazil_15400000,849.37875903879,819.446798854511,857.515025993644,38.068227139133,781.378571715378,895.583253132777,762.3444581458116,914.6173667023436,743.310344576245,933.65148027191,724.2762310066785,952.6855938414765,705.242117437112,971.719707411043,667.173890297979,1009.787934550176,762.3444581458116,914.6173667023436
Brazil_15559000,90.45375166562424,81.50299630871956,98.22184765275676,16.718851344037205,64.78414496468235,114.94069899679397,56.42471929266375,123.30012466881257,48.06529362064515,131.65955034083117,39.70586794862655,140.01897601284978,31.346442276607945,148.37840168486838,30.0,165.09725302890558,56.42471929266375,123.30012466881257
Brazil_15560000,249.95171129624032,244.96200293897067,259.36387430350584,14.401871364535168,230.5601315744355,273.765745668041,223.35919589216792,280.9666813503086,216.15826020990033,288.1676170325762,208.95732452763275,295.36855271484376,201.75638884536517,302.56948839711134,187.35451748083,316.9713597616465,223.35919589216792,280.9666813503086
Brazil_15670000,244.54965896936503,224.73776039062437,252.03246408401012,27.294703693385742,197.44305669723863,279.32716777739586,183.79570485054575,292.9745196240887,170.1483530038529,306.62187147078157,156.50100115716003,320.2692233174745,142.85364931046715,333.91657516416734,115.5589456170814,361.2112788575531,183.79570485054575,292.9745196240887
Brazil_15790000,145.57462322045,104.05045215416602,172.26606631053002,68.215614156364,35.834837997802026,240.48168046689403,30.0,274.58948754507605,30.0,308.697294623258,30.0,342.80510170144,30.0,376.91290877962206,30.0,445.128522935986,30.0,274.58948754507605
Brazil_15795000,98.327827267575,91.59042503884136,101.0894412841528,9.499016245311438,82.09140879352992,110.58845752946424,77.3419006708742,115.33796565211995,72.59239254821848,120.08747377477567,67.84288442556277,124.8369818974314,63.093376302907046,129.58649002008713,53.59436005759561,139.08550626539855,77.3419006708742,115.33796565211995
Brazil_15820000,138.46228202938633,132.572397959316,148.04290393438333,15.47050597506734,117.10189198424865,163.51340990945067,109.36663899671498,171.24866289698434,101.63138600918131,178.983915884518,93.89613302164764,186.71916887205168,86.16088003411397,194.45442185958535,70.69037405904663,209.9249278346527,109.36663899671498,171.24866289698434
Brazil_15828000,321.4846204654655,247.19168520510843,363.7881640356605,116.59647883055206,130.59520637455637,480.3846428662125,72.29696695928035,538.6828822814886,30.0,596.9811216967646,30.0,655.2793611120406,30.0,713.5776005273167,30.0,830.1740793578688,72.29696695928035,538.6828822814886
Brazil_15830000,317.9045561452147,306.09210954338994,328.692814360756,22.60070481736608,283.49140472602386,351.2935191781221,272.1910523173408,362.5938715868051,260.8906999086578,373.8942239954882,249.59034749997474,385.19457640417124,238.2899950912917,396.49492881285425,215.68929027392562,419.09563363022033,272.1910523173408,362.5938715868051
Brazil_15910000,83.90356503622745,76.72574007602455,90.31272095609404,13.58698088006949,63.13875919595506,103.89970183616353,56.345268755920316,110.69319227619827,49.55177831588557,117.48668271623302,42.758287875850826,124.28017315626776,35.96479743581608,131.0736635963025,30.0,144.660644476372,56.345268755920316,110.69319227619827
Brazil_16080000,139.69163405346933,105.89842952575673,148.84128136624196,42.94285184048523,62.95557768527149,191.78413320672718,41.48415176502887,213.2555591269698,30.0,234.72698504721242,30.0,256.19841096745506,30.0,277.66983688769767,30.0,320.6126887281829,41.48415176502887,213.2555591269698
Brazil_16100000,220.80542191352652,189.52241601296026,225.6856435223939,36.163227509433625,153.35918850352664,261.8488710318275,135.27757474880983,279.9304847865443,117.19596099409301,298.01209854126114,99.1143472393762,316.093712295978,81.03273348465939,334.17532605069476,44.86950597522576,370.3385535601284,135.27757474880983,279.9304847865443
Brazil_16200000,174.98088940935335,165.1627567186557,183.82461106456898,18.661854345913298,146.5009023727424,202.48646541048228,137.16997519978574,211.81739258343893,127.83904802682909,221.14831975639558,118.50812085387244,230.47924692935223,109.17719368091579,239.81017410230888,90.5153393350025,258.4720284482222,137.16997519978574,211.81739258343893
Brazil_16370000,184.677984806948,170.003258715573,196.32249889682032,26.319240181247324,143.68401853432567,222.64173907806764,130.524398443702,235.8013591686913,117.36477835307835,248.96097925931497,104.20515826245469,262.12059934993863,91.04553817183103,275.2802194405623,64.7262979905837,301.5994596218096,130.524398443702,235.8013591686913
Brazil_16430000,366.7158788126076,350.54260454191393,373.35876173059523,22.816157188681302,327.72644735323263,396.17491891927654,316.318368758892,407.5829975136172,304.9102901645513,418.99107610795784,293.50221157021065,430.39915470229846,282.09413297587,441.80723329663914,259.2779757871887,464.62339048532044,316.318368758892,407.5829975136172
Brazil_16460000,151.17171937211867,116.7425114279136,169.77152847101408,53.02901704310048,63.71349438481312,222.80054551411456,37.19898586326288,249.3150540356648,30.0,275.829562557215,30.0,302.3440710787653,30.0,328.8585796003155,30.0,381.88759664341603,37.19898586326288,249.3150540356648
Brazil_16480000,166.379921015015,151.54052660559165,172.75248203526382,21.211955429672173,130.32857117591948,193.964437464936,119.72259346108339,204.57041517977208,109.1166157462473,215.17639289460817,98.51063803141122,225.78237060944426,87.90466031657513,236.38834832428034,66.69270488690296,257.6003037539525,119.72259346108339,204.57041517977208
Brazil_16500000,199.74793790658032,186.4605747107125,207.135484191668,20.674909480955506,165.785665229757,227.81039367262352,155.44821048927923,238.14784841310126,145.1107557488015,248.48530315357903,134.77330100832376,258.8227578940568,124.43584626784599,269.16021263453456,103.76093678689048,289.83512211549004,155.44821048927923,238.14784841310126
Brazil_16800000,136.082267859591,124.53290542486701,142.357471252326,17.824565827458997,106.70833959740801,160.182037079785,97.79605668367851,169.0943199935145,88.88377376994902,178.006602907244,79.97149085621952,186.91888582097351,71.05920794249002,195.831168734703,53.23464211503102,213.655734562162,97.79605668367851,169.0943199935145
Brazil_17093000,450.2740194133939,443.8606908363892,455.18259842171796,11.321907585328745,432.53878325106047,466.5045060070467,426.8778294583961,472.1654597997111,421.2168756657317,477.82641359237545,415.55592187306735,483.4873673850398,409.894968080403,489.1483211777042,398.57306049507423,500.47022876303294,426.8778294583961,472.1654597997111
Brazil_17095000,134.55025447380766,129.2153344715038,139.65878131400532,10.443446842501515,118.7718876290023,150.10222815650684,113.55016420775154,155.3239515777576,108.32844078650078,160.54567499900836,103.10671736525002,165.7673984202591,97.88499394399926,170.98912184150987,87.44154710149775,181.4325686840114,113.55016420775154,155.3239515777576
Brazil_17120000,410.726336710942,402.2686828033055,420.7072241760519,18.438541372746386,383.83014143055914,439.1457655487983,374.61087074418595,448.3650362351715,365.39160005781275,457.5843069215447,356.17232937143956,466.8035776079179,346.95305868506637,476.02284829429107,328.51451731232,494.46138966703745,374.61087074418595,448.3650362351715
Brazil_17122000,77.836336198108,69.5330237998585,88.81734371202909,19.284319912170588,50.24870388768791,108.10166362419967,40.606543931602616,117.74382358028497,30.964383975517322,127.38598353637026,30.0,137.02814349245557,30.0,146.67030344854084,30.0,165.95462336071142,40.606543931602616,117.74382358028497
Brazil_17123000,418.1726245700697,413.7497656375667,422.205930779528,8.456165141961264,405.29360049560546,430.66209592148925,401.0655179246248,434.8901784924699,396.8374353536442,439.1182610634505,392.60935278266356,443.34634363443115,388.38127021168293,447.5744262054118,379.92510506972167,456.03059134737305,401.0655179246248,434.8901784924699
Brazil_17130000,952.6942873878512,939.9938869597504,954.5845596557406,14.590672695990179,925.4032142637602,969.1752323517308,918.1078779157651,976.4705686997258,910.81254156777,983.7659050477209,903.517205219775,991.061241395716,896.2218688717799,998.3565777437111,881.6311961757897,1012.9472504397013,918.1078779157651,976.4705686997258
Brazil_17200000,71.9777913921925,63.1277893503172,87.70017800937336,24.57238865905616,38.55540069126104,112.27256666842952,30.0,124.55876099795759,30.0,136.84495532748568,30.0,149.13114965701376,30.0,161.41734398654182,30.0,185.989732645598,30.0,124.55876099795759
Brazil_17280000,401.76157932307865,389.0237973698367,415.229995306839,26.206197937002287,362.8175994328344,441.4361932438413,349.71450046433324,454.5392922123424,336.6114014958321,467.64239118084356,323.508302527331,480.74549014934473,310.40520355882984,493.84858911784585,284.19900562182755,520.0547870548481,349.71450046433324,454.5392922123424
Brazil_17340000,399.3664599028424,395.3024652115273,402.21249783427,6.910032622742676,388.39243258878463,409.12253045701266,384.93741627741326,412.57754676838397,381.48239996604195,416.03256307975533,378.02738365467064,419.4875793911267,374.5723673432993,422.942595702498,367.6623347205566,429.8526283252407,384.93741627741326,412.57754676838397
Brazil_17343000,117.81215023342578,105.18414607993206,137.054877716899,31.870731636966937,73.31341444296513,168.92560935386592,57.37804862448166,184.8609751723494,41.44268280599819,200.79634099083287,30.0,216.73170680931634,30.0,232.66707262779983,30.0,264.53780426476675,57.37804862448166,184.8609751723494
Brazil_17380000,409.79253922476437,405.94065308822735,415.60644306752766,9.665789979300314,396.27486310892704,425.272233046828,391.4419681192769,430.10512803647816,386.6090731296267,434.9380230261283,381.77617813997654,439.7709180157784,376.9432831503264,444.6038130054286,367.2774931710261,454.2696029847289,391.4419681192769,430.10512803647816
Brazil_17610000,92.19083203148726,87.46131102862876,96.14132863607014,8.680017607441386,78.78129342118737,104.82134624351153,74.44128461746668,109.16135504723222,70.10127581374599,113.50136385095291,65.76126701002529,117.8413726546736,61.4212582063046,122.1813814583943,52.741240598863214,130.86139906583568,74.44128461746668,109.16135504723222
Brazil_17675000,301.0230082744825,289.93110846228257,307.3010586705611,17.36995020827851,272.56115825400406,324.6710088788396,263.8761831498648,333.35598398297884,255.19120804572555,342.0409590871181,246.5062329415863,350.72593419125735,237.82125783744704,359.4109092953966,220.45130762916853,376.7808595036751,263.8761831498648,333.35598398297884
Brazil_18415000,63.945481635614975,61.10041916846666,66.13818923333955,5.037770064872888,56.06264910359377,71.17595929821243,53.54376407115733,73.69484433064888,51.02487903872088,76.21372936308532,48.50599400628444,78.73261439552176,45.987108973847995,81.25149942795821,40.94933890897511,86.2892694928311,53.54376407115733,73.69484433064888
Brazil_18436000,135.999444430549,135.999444430549,151.270823248127,15.271378817577983,120.72806561297102,166.54220206570497,113.09237620418203,174.17789147449395,105.45668679539304,181.81358088328295,97.82099738660405,189.44927029207196,90.18530797781506,197.08495970086094,74.91392916023707,212.35633851843892,113.09237620418203,174.17789147449395
Brazil_18500000,163.813168249541,140.66886339833684,174.71756011742383,34.04869671908699,106.62016667924985,208.76625683651082,89.59581831970635,225.79060519605432,72.57146996016286,242.8149535555978,55.54712160061936,259.8393019151413,38.52277324107587,276.8636502746848,30.0,310.9123469937718,89.59581831970635,225.79060519605432
Brazil_18520000,1643.76509659747,1628.97558842251,1651.04153461955,22.06594619703992,1606.9096422254702,1673.10748081659,1595.8766691269502,1684.14045391511,1584.8436960284303,1695.1734270136299,1573.8107229299103,1706.2064001121498,1562.7777498313903,1717.2393732106698,1540.7118036343504,1739.3053194077097,1595.8766691269502,1684.14045391511
