node_id,reach_id,time,lat,lon,wse,wse_u,width,width_u,node_q_b,node_q,ice_clim_f,dark_frac,p_width,p_n_ch_max,p_n_ch_mod,xovr_cal_q,xtrk_dist,wse_r_u,p_length,geometry,index_right,stationid,COMID
82214000080071,82214000081,741813863.699,66.78635988,-133.0854537,14.60429,0.09361,234.311399,5.695297,0,0,0,0.01239064217,212.0,1,1,0,-43904.61719,0.02575,200.10905932,POINT (-133.0854537 66.78635988000001),586,Canada_10LA002,82004876
62222600070101,62222600071,766768205.819,-5.71702595,-54.497788,183.25996,0.10485,255.637969,4.189146,1,1,0,0.37901250016,342.0,1,1,0,45687.00781,0.0538,196.54144713,POINT (-54.497788 -5.71702595),914,GRDC_3630210,62063463
64247300100211,64247300101,766767956.487,-19.60744167,-57.4540402,80.22872,0.09321,270.745275,6.69044,0,0,0,0.1126823056,265.0,1,1,0,-36094.46875,0.02423,199.2153984,POINT (-57.4540402 -19.60744167),930,GRDC_3667020,64012896
64247500040081,64247500041,766767966.009,-19.25623582,-57.2293767,81.98831,0.09433,252.889337,12.332052,0,0,0,0.0,258.0,1,1,0,-19149.76562,0.02826,179.70545664,POINT (-57.2293767 -19.25623582),402,Brazil_66895000,64010703
64247500040091,64247500041,766767966.006,-19.25733111,-57.2308851,82.03874,0.09377,194.718455,9.125837,0,0,0,0.0,226.5,1,1,0,-19288.26562,0.02631,223.64640916,POINT (-57.2308851 -19.25733111),402,Brazil_66895000,64010703
64247500040101,64247500041,766767966.003,-19.25838294,-57.2324167,82.05901,0.09767,213.70118,11.143757,0,0,0,0.0,216.0,1,1,0,-19425.60156,0.03793,178.36159507,POINT (-57.2324167 -19.25838294),402,Brazil_66895000,64010703
64249500540781,64249500541,766768015.972,-16.49281318,-56.3366436,119.01343,0.09517,162.00883,7.428129,0,0,0,0.08564786566,108.0,1,1,0,25624.17578,0.03095,217.5925672,POINT (-56.3366436 -16.49281318),928,GRDC_3666401,64002979
64249500540791,64249500541,766768015.976,-16.49105381,-56.3372459,119.09853,0.09387,193.770181,8.884442,0,0,0,0.07969617468,150.5,1,1,0,25534.67969,0.02666,196.30957139,POINT (-56.3372459 -16.49105381),928,GRDC_3666401,64002979
64249500540801,64249500541,766768015.981,-16.48901115,-56.336325,119.0773,0.09535,145.444354,8.338646,0,0,0,0.01760600067,127.0,1,1,0,25607.33203,0.03151,196.10141947,POINT (-56.336325 -16.48901115),928,GRDC_3666401,64002979
73114001210071,73114001211,766775278.932,45.34096925,-69.961801,174.95265,0.11175,83.460151,3.432823,0,0,1,0.15793419539,80.0,1,1,0,43987.32031,0.06624,222.74318298,POINT (-69.96180099999999 45.34096925),1393,USGS_01042500,73000443
23267000030291,23267000031,766756819.276,49.3224915,8.4511272,92.36528,0.11284,229.340646,5.775109,0,0,0,0.0,266.409531,1,1,0,-22745.18555,0.06807,195.25845826,POINT (8.4511272 49.3224915),1251,GRDC_6335170,23014862
13268500030171,13268500031,751470087.752,4.72642848,22.8166487,472.37642,0.09546,339.766464,7.029164,0,0,0,0.24867494701,365.0,1,1,0,-25676.46094,0.03182,217.59307274,POINT (22.8166487 4.72642848),739,GRDC_1749500,13010651
82304100190271,82304100191,751428023.013,68.62835656,-128.4249775,25.99786,0.0945,222.882411,6.757781,0,0,1,0.0934505802,223.0,1,1,0,-26055.23438,0.0288,192.34789117,POINT (-128.4249775 68.62835656),588,Canada_10NC001,82001741
23216000570901,23216000571,751429085.38,44.91697186,1.7427904,117.45472,0.1251,38.858439,3.354829,0,0,0,0.25102540289,101.0,1,1,0,-26619.07422,0.0869,199.21538852,POINT (1.7427904 44.91697186),672,EWA_9114213,23023069
23261000510401,23261000511,751477061.957,50.44340235,7.3991001,52.47781,0.1105,277.551618,5.737161,0,0,0,0.04202433711,262.265015,1,1,0,-46342.66797,0.06411,191.3798173,POINT (7.3991001 50.44340235),1248,GRDC_6335070,23012076
23263000280701,23263000281,751477061.322,50.00461798,8.2781487,79.96858,0.09194,478.827242,9.05331,0,0,0,0.0,479.417969,1,1,0,27958.89844,0.01877,183.853927,POINT (8.278148699999999 50.00461798),1250,GRDC_6335150,23012094
23263000280711,23263000281,751477061.319,50.00306345,8.2795603,79.97572,0.09162,405.959504,8.014804,0,0,0,0.0,475.612518,1,1,0,28098.20703,0.01713,216.90940584,POINT (8.2795603 50.00306345),1250,GRDC_6335150,23012094
23264000070281,23264000071,751477061.744,50.10353153,8.6712213,92.29107,0.15335,102.66294,3.112653,0,0,0,0.03748578295,127.0,1,1,0,51508.59375,0.12416,196.1013902,POINT (8.671221299999999 50.10353153),1258,GRDC_6335304,23012100
62242500070861,62242500071,751488418.625,-6.25987617,-55.7698647,169.87993,0.096,187.105483,5.631102,0,0,0,0.06456364851,254.0,1,1,0,49639.54688,0.03342,192.09385979,POINT (-55.7698647 -6.25987617),114,Brazil_17675000,62068909
22720300030871,22720300031,751422893.002,45.55878894,27.5079328,11.02036,0.09563,106.888564,5.328859,0,0,0,0.06502219328,104.0,1,1,0,-35206.57812,0.03234,211.25813703,POINT (27.5079328 45.55878894),1345,GRDC_6742700,22036257
74294400310601,74294400311,751501605.852,41.77917345,-99.3835673,686.056,0.0969,92.29964,5.791607,0,0,0,0.0,84.0,1,1,0,-38664.4375,0.03591,212.13204171,POINT (-99.3835673 41.77917345),983,GRDC_4122636,74026993
74295600060211,74295600061,751501625.825,42.7405158,-98.2194606,400.13581,0.09253,290.865496,8.480657,0,0,0,0.0,298.0,1,1,0,29119.54688,0.02147,216.95608121,POINT (-98.21946060000001 42.7405158),1758,USGS_06465500,74022445
41301106330245,41301106335,759467356.269,34.58225712,135.6148543,11.68622,0.16271,89.468585,4.761902,0,0,0,0.14889180776,80.0,1,1,0,-34671.78516,0.13555,223.10693873,POINT (135.6148543 34.58225712),819,GRDC_2589360,41006800
62292300160211,62292300161,759517465.204,-6.53575489,-64.3786985,43.88025,0.09293,514.618734,7.71822,0,0,0,0.02330344233,468.0,1,1,0,-47820.50391,0.02317,178.36177017,POINT (-64.3786985 -6.53575489),47,Brazil_13880000,62073941
23283000040241,23283000041,759459629.236,52.54992317,11.9849839,31.56272,0.1052,208.102746,4.765608,0,0,0,0.0,197.879974,1,1,0,-55745.26953,0.05446,212.84063592,POINT (11.9849839 52.54992317),1272,GRDC_6340160,23004327
23285000020021,23285000021,759459619.053,51.85895844,12.0543546,53.13044,0.09578,205.58126,7.974336,0,0,1,0.05162847155,178.756454,1,1,0,-28125.38672,0.03278,216.57157873,POINT (12.0543546 51.85895844),1273,GRDC_6340170,23007622
23285000120241,23285000121,759459618.798,51.560013,13.0105157,78.10167,0.09999,117.72035,6.680435,0,0,1,0.0,119.179581,1,1,0,45023.63281,0.04356,186.35992124,POINT (13.0105157 51.560013),1274,GRDC_6340190,23007637
62292300160211,62292300161,759517465.204,-6.53575489,-64.3786985,43.88025,0.09293,514.618734,7.71822,0,0,0,0.02330344233,468.0,1,1,0,-47820.50391,0.02317,178.36177017,POINT (-64.3786985 -6.53575489),47,Brazil_13880000,62073941
57208000010101,57208000011,759501113.678,-46.23394074,169.7385227,5.51133,0.09834,147.551947,4.695724,0,0,0,0.0,237.0,1,1,0,42306.38672,0.03962,217.59261951,POINT (169.7385227 -46.23394074),1217,GRDC_5868100,57005240
64160600040431,64160600041,759470466.899,-33.1972269,-56.9008925,39.89553,0.09839,162.19508,5.545716,0,0,0,0.13958727855,91.0,1,1,0,44458.60938,0.03976,181.18823483,POINT (-56.9008925 -33.1972269),893,GRDC_3469150,64074042
64160600040431,64160600041,759470466.899,-33.1972269,-56.9008925,39.89553,0.09839,162.19508,5.545716,0,0,0,0.13958727855,91.0,1,1,0,44458.60938,0.03976,181.18823483,POINT (-56.9008925 -33.1972269),893,GRDC_3469150,64074042
57208000010101,57208000011,759501113.678,-46.23394074,169.7385227,5.51133,0.09834,147.551947,4.695724,0,0,0,0.0,237.0,1,1,0,42306.38672,0.03962,217.59261951,POINT (169.7385227 -46.23394074),1217,GRDC_5868100,57005240
41301100500261,41301100501,759514871.357,34.81555324,132.8334506,146.58071,0.16279,57.920476,2.988459,0,0,0,0.0,84.0,1,1,0,-45264.53516,0.13564,172.25404623,POINT (132.8334506 34.81555324),813,GRDC_2589202,41006974
41301100500261,41301100501,759514871.357,34.81555324,132.8334506,146.58071,0.16279,57.920476,2.988459,0,0,0,0.0,84.0,1,1,0,-45264.53516,0.13564,172.25404623,POINT (132.8334506 34.81555324),813,GRDC_2589202,41006974
41301106330245,41301106335,759467356.269,34.58225712,135.6148543,11.68622,0.16271,89.468585,4.761902,0,0,0,0.14889180776,80.0,1,1,0,-34671.78516,0.13555,223.10693873,POINT (135.6148543 34.58225712),819,GRDC_2589360,41006800
23283000040241,23283000041,759459629.236,52.54992317,11.9849839,31.56272,0.1052,208.102746,4.765608,0,0,0,0.0,197.879974,1,1,0,-55745.26953,0.05446,212.84063592,POINT (11.9849839 52.54992317),1272,GRDC_6340160,23004327
23285000020021,23285000021,759459619.053,51.85895844,12.0543546,53.13044,0.09578,205.58126,7.974336,0,0,1,0.05162847155,178.756454,1,1,0,-28125.38672,0.03278,216.57157873,POINT (12.0543546 51.85895844),1273,GRDC_6340170,23007622
23285000120241,23285000121,759459618.798,51.560013,13.0105157,78.10167,0.09999,117.72035,6.680435,0,0,1,0.0,119.179581,1,1,0,45023.63281,0.04356,186.35992124,POINT (13.0105157 51.560013),1274,GRDC_6340190,23007637
22762300090471,22762300091,767182749.971,46.16079659,21.3172755,102.21186,0.11117,86.76477,4.720532,0,0,0,0.20096438135,108.0,1,1,0,23535.25,0.06527,188.71532085,POINT (21.3172755 46.16079659),1347,GRDC_6744200,22034462
73286000020391,73286000021,767207203.856,32.43689172,-86.1930881,41.51685,0.11149,42.667869,2.672691,0,0,0,0.02844093094,112.5,1,1,0,46485.39844,0.06579,227.07946046,POINT (-86.1930881 32.43689172),1562,USGS_02419890,73016501
73286000020401,73286000021,767207203.853,32.43508215,-86.1918817,41.51828,0.13233,63.480314,3.333999,0,0,0,0.05083830267,80.0,1,1,0,46643.82422,0.09702,170.53697264,POINT (-86.1918817 32.43508215),1562,USGS_02419890,73016501
74262300360151,74262300361,767207234.735,34.56844991,-86.5583228,168.88711,0.09258,398.795918,6.956972,0,0,0,0.0,424.0,1,1,0,-34139.51562,0.02172,212.13204177,POINT (-86.5583228 34.56844991),992,GRDC_4123061,74063547
63520500150041,63520500151,741742405.509,-13.86467326,-40.0818013,181.35184,0.11887,77.842625,5.066975,0,0,0,0.06734596188,119.0,1,1,0,37213.01953,0.07765,193.10704753,POINT (-40.0818013 -13.86467326),229,Brazil_52570000,63030508
23267000030291,23267000031,741690919.126,49.32248386,8.4498713,91.08892,0.09451,269.453218,6.384794,0,0,0,0.01132210653,266.409531,1,1,0,42467.41406,0.02886,195.25845826,POINT (8.4498713 49.32248386),1251,GRDC_6335170,23014862
74294400160461,74294400161,741715295.541,41.20846977,-98.4387783,540.52899,0.0945,128.064072,5.098061,0,0,0,0.0,199.5,2,1,0,-27412.98047,0.02882,199.16261793,POINT (-98.4387783 41.20846977),1767,USGS_06785000,74029017
74294400160471,74294400161,741715295.536,41.20680977,-98.4402667,540.7358,0.09291,223.12668,7.885876,0,0,0,0.0,172.0,2,2,0,-27481.08398,0.02307,196.51934672,POINT (-98.4402667 41.20680977),1767,USGS_06785000,74029017
74294400160481,74294400161,741715295.533,41.20564412,-98.4420664,540.9614,0.09329,184.31312,6.739627,0,0,0,0.0,169.0,2,1,0,-27612.0,0.02455,181.87705901,POINT (-98.4420664 41.20564412),1767,USGS_06785000,74029017
74294400230211,74294400231,741715295.675,41.2647257,-98.4405759,535.53263,0.09623,147.935849,8.250525,0,0,0,0.0,106.0,1,1,0,-28978.18164,0.03407,211.7163516,POINT (-98.4405759 41.2647257),1769,USGS_06790500,74029122
74294400230221,74294400231,741715295.675,41.26503084,-98.4428101,535.71049,0.09336,255.249709,12.076789,0,0,0,0.0,186.5,1,1,0,-29175.37891,0.02484,181.4541544,POINT (-98.4428101 41.26503084),1769,USGS_06790500,74029122
74294400230231,74294400231,741715295.673,41.26489519,-98.4451609,535.94431,0.09303,175.261166,7.846108,0,0,0,0.0,184.0,2,1,0,-29378.49609,0.02354,211.21808084,POINT (-98.4451609 41.26489519),1769,USGS_06790500,74029122
78322600030581,78322600031,741721596.914,51.03747869,-120.242104,357.16838,0.09882,143.350634,7.118081,0,0,0,0.01882729783,90.0,1,1,0,-22096.50391,0.04081,210.59411879,POINT (-120.242104 51.03747869),549,Canada_08LB064,78009450
62268200440391,62268200441,785613578.406,-12.85518349,-62.8954181,137.55656,0.09552,254.136367,8.737018,0,0,0,0.0,237.0,1,1,0,28920.47266,0.03202,193.10691334,POINT (-62.8954181 -12.85518349),72,Brazil_15150000,62126809
23285000190361,23285000191,785555612.167,51.05778079,13.7347146,104.03136,0.09514,168.727783,7.367258,0,0,0,0.0141128447,193.438789,1,1,0,28761.7207,0.03084,188.5067663,POINT (13.7347146 51.05778079),1268,GRDC_6340120,23009185
24380200040341,24380200041,785555902.741,66.78485624,25.4271828,83.94928,0.12332,126.512556,4.730515,1,1,1,0.027550295,129.0,1,1,0,-59178.24219,0.08431,189.80995153,POINT (25.4271828 66.78485624),1354,GRDC_6854710,24001905
22606100090751,22606100091,785587834.656,46.84559106,29.493909,3.14126,0.09614,192.109018,6.30817,0,0,0,0.01847614501,246.0,1,1,0,-36443.14844,0.0338,199.21541677,POINT (29.493909 46.84559106),1378,GRDC_6981800,22030005
22606100090761,22606100091,785587834.652,46.84714123,29.4931906,3.12089,0.09703,247.87036,7.145044,0,0,0,0.07453211688,246.0,1,1,0,-36434.40234,0.03627,173.0121908,POINT (29.4931906 46.84714123),1378,GRDC_6981800,22030005
73140300090843,73140300093,785612599.133,42.7474139,-73.6870573,0.07328,0.1012,342.90793,6.0314,0,0,0,0.00809586574,299.0,1,1,0,50972.03906,0.04627,182.97058805,POINT (-73.68705730000001 42.7474139),1420,USGS_01358000,73002462
73140700010121,73140700011,785612598.691,42.93879936,-73.6463592,25.00701,0.09513,223.517899,7.002668,0,0,0,0.0,214.0,1,1,0,42441.85547,0.03083,211.18831899,POINT (-73.64635920000001 42.93879936),1416,USGS_01331095,73002467
23227000110411,23227000111,785593987.856,47.89610153,1.8962691,88.83605,0.10345,162.954521,6.328628,0,0,0,0.0630076579,247.5,2,2,0,55883.48828,0.051,180.59415112,POINT (1.8962691 47.89610153),667,EWA_9114022,23018496
23227000110421,23227000111,785593987.858,47.89588953,1.8985891,88.4386,0.106,172.476301,6.146091,1,1,0,0.01917495852,240.0,2,2,0,55705.33594,0.05601,210.5941567,POINT (1.8985891 47.89588953),667,EWA_9114022,23018496
23229000100441,23229000101,785594017.69,46.53692355,3.7560804,210.5348,0.09905,96.474357,5.765748,0,0,0,0.0,92.5,1,1,0,-38714.05078,0.04137,196.54067171,POINT (3.7560804 46.53692355),668,EWA_9114023,23020496
23229000100451,23229000101,785594017.69,46.53763177,3.758599,210.69226,0.0994,117.048776,5.328849,0,0,0,0.0,142.0,1,1,0,-38897.46094,0.04219,219.30945472,POINT (3.758599 46.53763177),668,EWA_9114023,23020496
57108000140881,57108000141,785558454.225,-37.65265919,175.1447547,9.14355,0.09423,194.348898,10.532127,0,0,0,0.01754826048,129.0,1,1,0,22152.70898,0.0279,173.01218601,POINT (175.1447547 -37.65265919),1215,GRDC_5865300,57000414
57108000140891,57108000141,785558454.228,-37.65444659,175.1436496,9.12471,0.09476,185.334543,8.803319,0,0,0,0.06598690357,123.0,1,1,0,22303.25586,0.02964,192.51281669,POINT (175.1436496 -37.65444659),1215,GRDC_5865300,57000414
72608300140353,72608300143,785574033.861,45.96115321,-66.8251426,2.72352,0.09493,350.36664,12.261731,0,0,0,0.0,365.0,1,1,0,-16706.51367,0.0302,207.23967786,POINT (-66.82514260000001 45.96115321),1156,GRDC_4231630,72045893
72608300140363,72608300143,785574033.858,45.96029159,-66.8273584,2.69969,0.09446,404.674122,14.620307,0,0,0,0.0,328.0,1,1,0,-16873.14648,0.02869,184.68760615,POINT (-66.82735839999999 45.96029159),1156,GRDC_4231630,72045893
73111000580375,73111000585,785574029.615,45.13115356,-67.3199167,21.95754,0.09776,106.300072,6.305985,0,0,0,0.02054115772,362.0,1,1,0,-30533.96094,0.03816,193.80149819,POINT (-67.31991669999999 45.13115356),1152,GRDC_4231100,73000430
73111000580385,73111000585,785574029.617,45.13200719,-67.3220611,21.87064,0.09379,235.728021,7.893159,0,0,0,0.0,132.0,1,1,0,-30753.20703,0.02639,203.01223148,POINT (-67.3220611 45.13200719),1152,GRDC_4231100,73000430
41301801670275,41301801675,785563349.118,35.35317564,136.6576765,3.58084,0.1077,86.09226,5.12714,0,0,0,0.02279033961,97.5,1,1,0,-35188.85938,0.05915,186.40434179,POINT (136.6576765 35.35317564),783,GRDC_2588302,41005952
64186300090431,64186300091,785566539.194,-29.67864427,-55.192695,69.29677,0.09275,410.828852,11.905088,0,0,0,0.03751676596,197.0,2,2,0,15402.79395,0.0224,215.87571084,POINT (-55.192695 -29.67864427),427,Brazil_76500000,64060594
64186300090441,64186300091,785566539.19,-29.68029754,-55.1926181,69.26274,0.09155,457.14714,15.240944,0,0,0,0.0,257.0,2,2,0,15427.69727,0.01679,192.14909896,POINT (-55.1926181 -29.68029754),427,Brazil_76500000,64060594
64274000160491,64274000161,785566700.716,-20.06566305,-53.1781775,309.34608,0.09708,128.597594,7.044242,0,0,0,0.0,155.0,1,1,0,31997.10938,0.03638,187.89086204,POINT (-53.1781775 -20.06566305),334,Brazil_63280000,64015566
64274000160501,64274000161,785566700.749,-20.06446678,-53.1784809,309.85642,0.11563,48.785144,3.86208,0,0,0,0.0,80.0,1,1,0,31925.1875,0.0726,222.14913542,POINT (-53.1784809 -20.06446678),334,Brazil_63280000,64015566
72582400150011,72582400151,752737880.068,45.48454483,-87.799692,217.50728,0.09203,235.519056,10.455965,0,0,0,0.03652915365,169.0,1,1,0,15969.12305,0.01924,189.61991525,POINT (-87.79969199999999 45.48454483),1665,USGS_04066030,72047911
72589000180901,72589000181,752737949.846,41.80130227,-85.7520364,230.52146,0.2765,2.51889,0.258028,0,0,0,0.0,105.0,1,1,0,-43590.64844,0.26144,204.11674819,POINT (-85.75203639999999 41.80130227),1016,GRDC_4133501,72058453
72589000180911,72589000181,752737949.843,41.80253496,-85.7507756,230.2855,0.25971,7.117428,0.858506,0,0,0,0.0,100.0,1,1,0,-43727.27344,0.24361,193.10621096,POINT (-85.7507756 41.80253496),1016,GRDC_4133501,72058453
66240000720531,66240000721,752739310.231,-35.76968374,-71.0039609,608.36232,0.19547,34.455505,2.52816,0,0,0,0.0,87.0,1,1,0,-59624.69531,0.17352,194.22970782,POINT (-71.0039609 -35.76968374),616,Chile_07308002,66013985
22202300100461,22202300101,752793452.57,45.02771008,38.9579503,13.78457,0.09733,170.373628,3.799162,0,0,0,0.05181330279,215.5,1,1,0,46568.80469,0.03705,188.48493438,POINT (38.9579503 45.02771008),1380,GRDC_6983355,22038278
73285000110391,73285000111,752785555.824,32.41182041,-86.4023482,37.65942,0.09552,132.271452,7.49082,0,0,0,0.0,184.0,1,1,0,27698.22266,0.03201,212.37649734,POINT (-86.40234820000001 32.41182041),1563,USGS_02420000,73016469
22762300090471,22762300091,752761110.506,46.16080209,21.317493,101.26464,0.11324,77.19549,7.504411,0,0,0,0.0,108.0,1,1,0,23436.99023,0.06873,188.71532085,POINT (21.317493 46.16080209),1347,GRDC_6744200,22034462
62470900150071,62470900151,752732715.148,-11.61191875,-50.6573346,185.54984,0.09247,487.325749,9.678039,0,0,0,0.04073953313,480.0,1,1,0,18204.21484,0.02124,210.0,POINT (-50.6573346 -11.61191875),162,Brazil_26350000,62117856
62493000090421,62493000091,752732736.224,-13.21226535,-50.5863483,212.7229,0.09247,530.848367,5.781616,0,0,0,0.39617037905,550.0,1,1,0,37255.26953,0.02123,178.36159701,POINT (-50.5863483 -13.21226535),155,Brazil_25950000,62126801
41301200490551,41301200491,798143415.538,36.62121802,138.1309456,360.51021,0.14457,137.799108,3.67065,1,1,0,0.25330551962,114.0,1,1,0,54706.77344,0.11313,181.78282225,POINT (138.1309456 36.62121802),827,GRDC_2589506,41004924
41301200490561,41301200491,798143415.537,36.62128841,138.1289537,360.83701,0.14759,99.331703,2.985007,1,1,0,0.35929481239,80.0,1,1,0,54537.59766,0.11697,191.39049064,POINT (138.1289537 36.62128841),827,GRDC_2589506,41004924
41301801520271,41301801521,798143394.746,35.4208127,136.741445,8.0159,0.10396,111.535741,5.856345,0,0,0,0.01525641341,82.0,1,1,0,-39733.10156,0.05203,189.75136482,POINT (136.741445 35.4208127),784,GRDC_2588303,41006007
41301801670275,41301801675,798143387.679,35.35325443,136.6574728,4.81112,0.10572,130.814271,5.029149,0,0,0,0.0,97.5,1,1,0,-45650.5,0.05547,186.40434179,POINT (136.6574728 35.35325443),783,GRDC_2588302,41005952
41301200350451,41301200351,798095825.353,37.24724198,138.7989672,75.56361,0.10645,168.329295,5.56762,0,0,0,0.0,84.0,1,1,0,-50117.98047,0.05685,208.7564072,POINT (138.7989672 37.24724198),825,GRDC_2589501,41004522
41301700880691,41301700881,798095840.237,35.52653038,138.4505742,233.14093,0.11034,180.310203,7.632267,0,0,0,0.35106037256,114.0,1,1,0,21208.31641,0.06383,182.97059835,POINT (138.4505742 35.52653038),789,GRDC_2588481,41005984
62420300020551,62420300021,798099460.187,-5.48625967,-49.2188713,81.01842,0.17697,99.183175,3.177612,0,0,0,0.06974311723,127.0,1,1,0,-55011.87891,0.15237,201.89048944,POINT (-49.2188713 -5.48625967),165,Brazil_29100000,62063532
64187700660631,64187700661,798099069.855,-27.79796186,-53.0563212,326.48784,0.20674,48.058533,2.484966,0,0,0,0.02226131217,89.0,1,1,0,-54897.44531,0.18612,220.79596364,POINT (-53.0563212 -27.79796186),420,Brazil_74210000,64051602
64187800020041,64187800021,798099080.332,-27.0388245,-52.9464638,234.30272,0.11408,106.371766,3.904705,0,0,0,0.0,175.5,1,1,0,-59754.1875,0.07011,202.84811425,POINT (-52.9464638 -27.0388245),417,Brazil_73960000,64049326
64187800040211,64187800041,798099080.595,-26.93792752,-52.9055177,251.2358,0.11474,102.464874,4.389375,1,1,0,0.0,117.0,1,1,0,-57819.66406,0.07118,223.64655167,POINT (-52.9055177 -26.93792752),416,Brazil_73850000,64047034
64187800040221,64187800041,798099080.592,-26.93921616,-52.9041149,251.50272,0.12204,121.964152,4.949202,0,0,0,0.0,127.0,1,1,0,-57661.1875,0.08243,188.66082253,POINT (-52.9041149 -26.93921616),416,Brazil_73850000,64047034
64187800040231,64187800041,798099080.589,-26.94057341,-52.9027154,251.57344,0.12331,135.164212,4.879389,0,0,0,0.0,127.0,1,1,0,-57487.78906,0.0843,200.10921204,POINT (-52.9027154 -26.94057341),416,Brazil_73850000,64047034
64187800050491,64187800051,798099080.708,-26.90035644,-52.8527792,267.05536,0.13666,143.354686,4.170506,0,0,0,0.02418302542,149.0,1,1,0,-53427.12109,0.10284,209.59531135,POINT (-52.8527792 -26.90035644),932,GRDC_3669310,64047038
64256900070581,64256900071,798099130.427,-24.33797775,-51.4240545,412.93917,0.11429,130.478658,4.542218,1,1,0,0.22578906952,136.0,1,1,0,37876.67969,0.07045,221.0263086,POINT (-51.4240545 -24.33797775),351,Brazil_64645000,64036076
62262300160281,62262300161,798145979.253,-7.21185104,-60.647316,33.14555,0.10059,259.791634,4.934345,0,0,0,0.38202190126,355.5,1,1,0,-40805.89062,0.04493,183.49924823,POINT (-60.647316 -7.21185104),87,Brazil_15830000,62079106
62262300160291,62262300161,798145979.257,-7.21350033,-60.6467566,33.12151,0.114,250.539929,4.701819,0,0,0,0.38390280995,360.5,1,1,0,-40860.28125,0.06997,221.54660554,POINT (-60.6467566 -7.21350033),87,Brazil_15830000,62079106
62262400030191,62262400031,798145989.132,-7.7375986,-60.5744426,43.7279,0.14848,63.229778,2.427029,0,0,0,0.34545409068,127.0,1,1,0,-40222.5625,0.11809,204.11718299,POINT (-60.5744426 -7.7375986),84,Brazil_15795000,62084544
62262500010221,62262500011,798145988.73,-7.59321772,-60.7065232,41.01296,0.09202,382.892081,11.106762,0,0,0,0.0,484.5,2,2,0,-28150.24414,0.01918,207.24016778,POINT (-60.7065232 -7.59321772),86,Brazil_15828000,62084316
64182000040301,64182000041,798146379.823,-30.25800181,-57.3121411,42.70352,0.0954,92.498273,5.910901,0,0,0,0.0,89.0,1,1,0,31633.87305,0.03165,219.0790599,POINT (-57.3121411 -30.25800181),431,Brazil_77585000,64063014
21602600160451,21602600161,798126519.13,45.90570781,5.2337836,210.4921,0.20382,50.479855,3.193367,0,0,0,0.0,94.0,1,1,0,53300.50781,0.18287,185.21610454,POINT (5.2337836 45.90570781),658,EWA_9110141,21001125
21602800080561,21602800081,798126499.155,47.06752049,5.1417601,174.8373,0.09636,100.546269,6.400662,0,0,0,0.18240925313,148.0,1,1,0,25075.24805,0.03444,168.61205748,POINT (5.1417601 47.06752049),659,EWA_9110230,21000363
63308000020041,63308000021,798139805.716,-7.33361823,-35.364164,40.75363,0.09934,86.520356,7.541874,0,0,0,0.0,101.0,1,1,0,27530.52734,0.04205,185.28230087,POINT (-35.364164 -7.33361823),198,Brazil_38880000,63013613
24280300090141,24280300091,798120165.28,55.8643919,26.5186793,86.07173,0.1497,260.636977,8.924285,0,0,0,0.0,256.0,1,1,0,18290.36328,0.11962,197.25064536,POINT (26.5186793 55.8643919),1371,GRDC_6973300,24024702
24280300090151,24280300091,798120165.284,55.86239135,26.5210159,86.34837,0.14041,231.698526,7.685771,0,0,0,0.0,255.0,1,1,0,18141.77344,0.10777,216.78033891,POINT (26.5210159 55.86239135),1371,GRDC_6973300,24024702
77118000050211,77118000051,798112194.382,16.25827672,-97.5952617,41.88673,0.10773,128.021231,3.969041,0,0,0,0.06373252817,205.5,1,1,0,-38205.23828,0.05921,204.56502964,POINT (-97.59526169999999 16.25827672),1183,GRDC_4356700,77054524
77118000050221,77118000051,798112194.383,16.25896601,-97.5968007,42.00517,0.11889,94.690072,3.309871,0,0,0,0.17051875981,195.0,1,1,0,-38365.51172,0.07769,205.68706036,POINT (-97.5968007 16.25896601),1183,GRDC_4356700,77054524
73118000350361,73118000351,789352273.522,43.75533353,-71.6847045,139.31581,0.12242,81.630124,3.322267,0,0,1,0.1734214719,92.0,1,1,0,51702.1875,0.08298,211.78235727,POINT (-71.6847045 43.75533353),1403,USGS_01076500,73001687
23228000090081,23228000091,789420224.462,46.56021082,3.3252968,204.84356,0.09792,141.175724,5.069285,0,0,0,0.0,150.0,1,1,0,-43027.23828,0.03857,214.58086266,POINT (3.3252968 46.56021082),678,EWA_9114560,23020497
23250800040661,23250800041,789420323.703,51.80997566,5.4370647,1.68249,0.12138,141.740327,5.28216,1,1,0,0.01513674546,136.0,1,1,0,-56327.32031,0.08144,214.68759474,POINT (5.4370647 51.80997566),1294,GRDC_6421100,23007668
23250800040671,23250800041,789420323.703,51.809647,5.4397265,1.64918,0.11707,172.509985,6.351425,0,0,0,0.0,137.5,1,1,0,-56141.40234,0.07487,181.78247167,POINT (5.4397265 51.809647),1294,GRDC_6421100,23007668
14281000130221,14281000131,789419654.015,14.02382144,-4.2442333,266.34529,0.09234,352.570401,8.434107,0,0,0,0.0,334.5,1,1,0,-37476.08594,0.02068,182.97059124,POINT (-4.2442333 14.02382144),703,GRDC_1134480,14029297
14281000130231,14281000131,789419654.011,14.02205388,-4.2440751,266.36738,0.09216,290.37674,6.796878,0,0,0,0.00549471306,336.0,1,1,0,-37430.04297,0.01983,212.97059123,POINT (-4.2440751 14.02205388),703,GRDC_1134480,14029297
