stationid,w5_low,w95_high,w10_low,w90_high,w15_low,w85_high,w50,w_low,w_high
USGS_03031500,171.35513527593807,242.50794273021626,185.6801883075658,236.2516104857337,190.50159121064286,232.39825737483469,214.86446512486035,185.6801883075658,236.2516104857337
USGS_03036500,175.16561434840725,249.9980912591025,178.8076198878425,244.355690126689,181.83700475449575,241.819752122171,201.0754237860185,178.8076198878425,244.355690126689
USGS_03044000,47.82149311055935,185.82518251646144,49.39079788284477,171.13302802994502,53.379705300302405,133.56872913029642,67.8710140446076,49.39079788284477,171.13302802994502
USGS_03048500,31.138110473201134,73.07959397177646,36.28688123400293,67.1840794148588,38.98023788386564,64.1745205441737,48.30759760457708,36.28688123400293,67.1840794148588
USGS_03049500,260.69840475603934,309.713538199908,265.0350333812542,295.175234367515,266.18853744048647,287.19815666035714,278.9418733389475,265.0350333812542,295.175234367515
USGS_03054500,34.41895293706173,74.81529222669509,36.43917161718349,73.9499526050261,38.9000217572995,69.70286242702349,51.135743300030896,36.43917161718349,73.9499526050261
USGS_03072500,145.65245256644033,188.4787213698595,153.77926595058,185.3773516708195,154.5226869659915,184.02272763131836,168.25206995889,153.77926595058,185.3773516708195
USGS_03072655,142.48106190322898,247.21477361127296,160.682456344548,242.673288822823,181.68954522475198,236.21455979838748,214.21507797275305,160.682456344548,242.673288822823
USGS_03075070,171.52067916991223,240.463155943162,178.2254180092865,233.84294554512908,181.46803645213072,225.61489973898284,202.1594924962235,178.2254180092865,233.84294554512908
USGS_03082500,39.6340172917322,97.01392077217785,43.6127011484819,83.82160502182293,45.703682869599724,73.49673759032294,54.73757031852487,43.6127011484819,83.82160502182293
USGS_03083500,45.01941486639025,82.34225583351731,51.87628614812919,78.18210927268404,52.8685292105893,70.56406962531985,60.664777214418,51.87628614812919,78.18210927268404
USGS_03085000,263.8274381127119,322.8523879522591,279.6939749931234,316.2502849463388,281.037079130856,312.674643264109,297.452796369808,279.6939749931234,316.2502849463388
USGS_03107500,63.8676020723845,112.36326814983128,67.26624152675319,103.95231188652203,67.26624152675319,97.77238929158275,82.30875390081246,67.26624152675319,103.95231188652203
USGS_03140500,50.72430360557943,105.90497907386434,54.0328338174448,101.18727871123146,57.424072758730716,93.97468364415288,68.7882826479889,54.0328338174448,101.18727871123146
USGS_03144500,60.381675377625086,112.8481600002645,64.52185918638924,103.81343047127932,68.13387647535508,98.63906146135533,81.6511225033481,64.52185918638924,103.81343047127932
USGS_03146500,32.06674673946845,58.27165276150774,32.06674673946845,57.7596382638893,32.06674673946845,55.62027530325495,38.805466496856724,32.06674673946845,57.7596382638893
USGS_03150000,84.6032986093675,132.166044484655,88.10664152805872,128.82083857271,98.6531634395356,128.70527691393417,113.067959823734,88.10664152805872,128.82083857271
USGS_03168000,114.32605895359355,150.08212130851,117.85736040599318,145.3613965199855,120.4646872086995,144.7610645306225,131.196450264862,117.85736040599318,145.3613965199855
USGS_03171000,73.9023440093951,134.71244759362568,85.79711246036852,127.62302844140231,88.9990041023376,124.98267329051366,105.68102149054644,85.79711246036852,127.62302844140231
USGS_03176500,103.40051679994836,237.0560339366015,111.09028765020052,191.490372153342,116.604524068039,161.747811943962,132.218697909576,111.09028765020052,191.490372153342
USGS_03184500,157.4610745401359,231.38637514626578,171.08638096189935,220.76884138594508,175.21405790242235,215.02733365336,194.74026555856886,171.08638096189935,220.76884138594508
USGS_03185400,87.00486386209468,134.8833228801755,94.30753931305205,132.416721970524,96.89052694289268,126.461825557837,111.80361900353024,94.30753931305205,132.416721970524
USGS_03198000,195.13527703766565,269.47671556138175,211.77487500980249,261.88890506579776,217.6923533024431,257.50476205578036,238.11534004111502,211.77487500980249,261.88890506579776
USGS_03227500,74.5990753370799,111.20188121543354,79.4050029636026,107.04118580708752,82.7244145894645,104.20765387347652,94.1820975748696,79.4050029636026,107.04118580708752
USGS_03263000,44.4974647873737,65.4585854812913,44.4974647873737,65.4585854812913,44.4974647873737,65.4585854812913,44.4974647873737,44.4974647873737,65.4585854812913
USGS_03270500,74.51595812859904,133.77443834577437,79.47909700027293,122.321846770548,87.87964664715224,119.89084038388289,105.111841356174,79.47909700027293,122.321846770548
USGS_03271500,56.612970623230815,110.710648944442,62.4863079674478,101.59171243214595,64.36893179782165,98.78810393249152,77.76799582810199,62.4863079674478,101.59171243214595
USGS_03316500,45.880058636147936,98.97187204665659,48.28909161396625,89.26208817173,49.35295331117686,86.02958532251311,65.06946399958466,48.28909161396625,89.26208817173
USGS_03320000,81.649129968425,121.368754315592,85.73842616704464,116.9914488437515,89.45481455107765,113.10391181631267,101.68380475996096,85.73842616704464,116.9914488437515
USGS_03326500,37.84014714566884,68.86402258930251,41.1435108353195,65.76081182480914,44.26893135603436,63.337481739614454,53.282896543123925,41.1435108353195,65.76081182480914
USGS_03329000,96.67340191669334,149.50826862997513,102.77288264765501,142.636702228835,106.77119317068595,139.51438241091466,125.08690950030068,102.77288264765501,142.636702228835
USGS_03335500,65.050800861816,136.3984565678239,76.29991276989018,126.79068476900528,80.63804409757391,124.44100272430434,102.01814308939512,76.29991276989018,126.79068476900528
USGS_03336000,86.6654661153584,134.20347850616747,91.5361679143572,130.72414966609549,94.4281471075127,125.88388975334,105.08280729282244,91.5361679143572,130.72414966609549
USGS_03340500,87.84993502536466,125.43309436446732,94.4184130237878,118.6524336399853,94.4184130237878,110.8987633048153,103.1450929696458,94.4184130237878,118.6524336399853
USGS_03341500,117.135938327543,161.516209777769,130.724126067458,153.835909365748,132.688631786274,153.835909365748,146.12016792261352,130.724126067458,153.835909365748
USGS_03342000,101.01191479444172,154.646297188447,104.92031055688072,146.97024995611673,106.24361127162355,141.66590086077025,119.17314945000024,104.92031055688072,146.97024995611673
USGS_03343000,111.22332721287049,174.80559749051454,119.281298191125,153.46685373558932,123.39716789530952,149.79788695774246,131.845867793412,119.281298191125,153.46685373558932
USGS_03374000,83.280308891196,127.24645807014564,86.96091087066611,120.98602931209568,89.5676339562242,116.25382233436675,101.88000061641324,86.96091087066611,120.98602931209568
USGS_03425000,88.8222767049526,135.09607810517124,92.28224660966109,119.07324368387134,98.9259613590749,115.08655939275368,103.954960884315,92.28224660966109,119.07324368387134
USGS_034315005,99.06369813235014,145.5089686916935,103.9424505092197,137.8768548301014,106.89432402472312,135.65982246526357,118.461512656801,103.9424505092197,137.8768548301014
USGS_03435000,169.3209600110178,224.29471877520137,173.197108862364,213.52309716481577,178.12494312495238,206.72154360761732,189.111027713918,173.197108862364,213.52309716481577
USGS_03451500,36.9299021490538,69.6751297979968,38.93826556452727,68.01270670530056,39.955854921688214,65.05284430611255,54.56336414197555,38.93826556452727,68.01270670530056
USGS_03470500,53.4501878740722,96.94166995944283,56.42758954484585,89.27301218480136,59.4347306923838,89.27301218480136,69.81223036873959,56.42758954484585,89.27301218480136
USGS_03495500,81.31469521842207,115.9868160829495,86.74410431902865,108.3779239528736,86.74410431902865,105.1849917724311,95.15902014127244,86.74410431902865,108.3779239528736
USGS_03518300,124.0660783923398,154.30500398857737,130.38553811137362,150.0795706259706,133.57621138188603,149.53018599765,136.798132194995,130.38553811137362,150.0795706259706
USGS_03533000,85.13154278323918,127.2544286267926,93.41575089799852,120.9692995548675,96.05052504242501,120.2433677327322,112.2160848983315,93.41575089799852,120.9692995548675
USGS_03566000,52.6488692292008,93.29317311746838,56.600924345148975,87.4162224740669,59.19781177154272,85.22830176066249,70.60788106283486,56.600924345148975,87.4162224740669
USGS_04024000,61.40567961835612,127.43002252765301,70.03208245836238,117.86786954147944,75.2925575474783,109.98118116761543,92.33521802966817,70.03208245836238,117.86786954147944
USGS_04066003,59.82633405640425,111.51999518152192,67.0546392475457,104.94934662242376,70.76688176416256,100.42311921702496,81.9802294072059,67.0546392475457,104.94934662242376
USGS_04066030,145.3354896067104,247.51022882349832,184.03039432247087,244.67881339995924,198.65498955012637,239.46671843446066,221.2785257113685,184.03039432247087,244.67881339995924
USGS_04073500,93.41337874776231,424.4522614042523,106.53531113416001,403.10096396227,119.83905654600306,376.85519697236606,167.05237872641402,106.53531113416001,403.10096396227
USGS_04084445,133.08527904952652,170.1858851353458,137.56412335506295,164.583984236022,138.378138407831,159.9880948752812,151.78735895650325,137.56412335506295,164.583984236022
USGS_04084500,109.63798162279589,139.9826671339806,116.660794676343,130.334663171541,116.660794676343,126.50089236904513,124.224431262624,116.660794676343,130.334663171541
USGS_04101000,30.8203165339496,38.8420427551145,30.8203165339496,38.8420427551145,32.304034316210185,38.2389054452525,38.2389054452525,30.8203165339496,38.8420427551145
USGS_04101500,34.514179509703354,68.09046194416084,36.5786585104624,62.07781876229008,39.3841718057802,59.8639070452852,50.642796443778366,36.5786585104624,62.07781876229008
USGS_04114000,37.6579119063236,75.3771559167292,44.2204470430934,75.3771559167292,44.2204470430934,75.3771559167292,59.7988014799113,44.2204470430934,75.3771559167292
USGS_04124200,369.6841526781755,669.9637469796465,405.03130388214015,637.000207991539,408.64835732585044,633.2660677120892,618.2240993204828,405.03130388214015,637.000207991539
USGS_04125550,577.0012949751087,639.1410706217001,597.304685882387,631.4985937145117,603.8023937296125,628.5479376121025,611.5972921624016,597.304685882387,631.4985937145117
USGS_04156000,37.45236432422414,76.26524475122343,43.07513564655326,73.25814837591423,48.30731506783859,71.7382619173856,61.18369867075945,43.07513564655326,73.25814837591423
USGS_04191500,91.1928352865587,148.8531075185622,99.26211562138246,142.12767922156183,102.18509738952967,137.06239610391822,118.61811129953205,99.26211562138246,142.12767922156183
USGS_04192500,151.4115876226811,185.5024147977255,152.8534112142078,183.43844505726,160.46236891839152,183.424093457049,177.718190654663,152.8534112142078,183.43844505726
USGS_04237500,112.4688199911242,223.424929551112,152.651691522966,214.4327064326926,161.5238582579612,208.477909814888,184.766774088749,152.651691522966,214.4327064326926
USGS_04246500,40.87916031772295,77.20834055750886,46.76882307408721,75.22040830159287,49.863309702266406,74.7366795443803,64.85132202382486,46.76882307408721,75.22040830159287
USGS_04266500,45.3957985313987,128.90915852491,56.62314161602663,127.11293244235199,64.76051724282284,115.07821768921451,88.04510214467828,56.62314161602663,127.11293244235199
USGS_04267500,52.407078385739645,83.31954080578343,54.75005758288785,80.02478580723559,59.42744317021361,76.78997713561263,62.675012416303275,54.75005758288785,80.02478580723559
USGS_05242300,160.57862535373485,253.3401112109066,169.2561975173566,208.34631547180862,172.0990511858125,199.8439179130121,185.967004790277,169.2561975173566,208.34631547180862
USGS_05267000,47.449852934769275,95.4982000624241,52.41386132825272,91.9630789294479,56.67308087030296,86.26592128911454,76.3508407744552,52.41386132825272,91.9630789294479
USGS_05270700,76.70183715455116,235.7601174169592,89.35662619332413,227.40224699588984,101.66867607384454,220.7193503461879,173.29828270193934,89.35662619332413,227.40224699588984
USGS_05330920,63.08208316706299,83.82981534714595,64.8272793108653,79.23838984248334,65.6827692119843,79.1776214607572,75.5288064901644,64.8272793108653,79.23838984248334
USGS_05333500,52.30265985040925,82.62539200214694,55.95646276855018,77.6508758541273,56.992112077116964,72.60555747881,64.03339615717431,55.95646276855018,77.6508758541273
USGS_05369500,129.8894941780628,236.97832852260294,148.6469553687854,230.183907725159,164.31068391492735,226.95934126592962,206.879900643327,148.6469553687854,230.183907725159
USGS_05404000,77.67221364134764,117.35139679064947,87.16683144162141,114.9342438307979,91.51722190125768,110.6342302996016,102.21382150849637,87.16683144162141,114.9342438307979
USGS_05427570,92.09057499439214,125.52688400824869,96.75968920720833,118.149920562874,103.1293564391586,117.9721624075635,110.41744080687808,96.75968920720833,118.149920562874
USGS_05437500,94.0835501172663,122.817197049651,101.701467202358,119.6259779908085,104.206723285935,116.60177600420447,112.333893318968,101.701467202358,119.6259779908085
USGS_05440700,123.364717241567,160.905245535459,130.39152023674,155.53075555456002,130.39152023674,154.3290733623605,142.13498138851298,130.39152023674,155.53075555456002
USGS_05443500,102.63031301708983,154.3170622500784,109.9468225165099,147.65712918528416,114.52506905222373,143.5742507535556,130.3616898872172,109.9468225165099,147.65712918528416
USGS_05446500,136.5104233667112,184.73024385174807,144.74984981895938,181.15485651755336,148.06019452367767,176.44827524796992,164.5354707454305,144.74984981895938,181.15485651755336
USGS_05454500,43.5435227423184,73.7445918531431,47.8479710963813,69.31863414714167,48.61319649196876,67.61746442973022,56.4361784839161,47.8479710963813,69.31863414714167
USGS_05455700,38.41814047369997,107.55699477917864,45.3535122466591,102.46590809204427,47.66008586275964,100.28206815080571,76.61560168223593,45.3535122466591,102.46590809204427
USGS_05464500,118.07612715186724,186.4291814950694,127.62568200547602,182.0703397486132,133.00085992533928,177.66724636373806,159.07084268599885,127.62568200547602,182.0703397486132
USGS_05465000,58.4202361880628,187.1213372600428,66.70297033160544,180.1383308553076,72.37300674031874,175.15291067661772,119.71305131448756,66.70297033160544,180.1383308553076
USGS_05465500,83.88316102285876,172.29040050466142,100.82494056457553,165.6839666561045,108.422712629053,158.17544371887067,137.6285895197145,100.82494056457553,165.6839666561045
USGS_05480500,37.111468877959084,84.8618981530776,40.60780854504929,78.87840236662102,42.5983261836917,75.30234428332454,55.30822584081196,40.60780854504929,78.87840236662102
USGS_05481300,30.9013719345411,67.41077062757286,30.9013719345411,61.8027438690822,30.9013719345411,61.8027438690822,34.1541479276507,30.9013719345411,61.8027438690822
USGS_05482000,58.75247025373588,115.61092456612465,69.29444418787237,107.49543147605382,74.41528310682227,100.51157213392646,88.64066953487007,69.29444418787237,107.49543147605382
USGS_05484900,34.495826591164324,54.62753714926451,36.8550550712872,51.35397320529112,36.8550550712872,49.2570711107898,44.4445612476099,36.8550550712872,51.35397320529112
USGS_05485500,80.687679459308,120.5974246225555,88.5393645627655,118.758220164292,95.4997862633885,118.758220164292,110.945559256549,88.5393645627655,118.758220164292
