,reach_id,date,reach_slp,q_slp
0,74294400161,2025-03-29,0.00106667609,
1,74294400171,2025-03-29,0.00108889255,
2,74294400231,2025-03-29,0.00112403417,
3,74294400311,2025-03-29,0.00129954153,
4,74294400321,2025-03-29,0.00133508007,
5,74295600061,2025-03-29,0.00130891655,
6,23265000051,2025-03-29,0.00011894921,
7,63550600161,2025-03-29,0.00118458279,
8,72306000061,2025-03-29,0.00103367119,
9,74227700041,2025-03-28,0.00073214986,
10,74248300191,2025-03-28,0.00099574413,
11,75340200151,2025-03-29,0.00025289252,
12,73160300071,2025-03-29,0.00018546957,
13,22769200051,2025-03-29,0.00060832217,
14,74294700251,2025-03-29,0.00100242269,
15,23270600211,2025-02-15,0.00010042505,
16,74294400161,2025-02-15,0.00100414126,
17,74294400171,2025-02-15,0.00112978455,
18,74294400231,2025-02-15,0.00110355045,
19,74294400311,2025-02-15,0.00134361679,
20,74294400321,2025-02-15,0.00129896212,
21,74295600061,2025-02-15,0.00132536929,
22,74227700041,2025-02-15,0.00072694538,
23,74248300191,2025-02-15,0.00100187126,
24,74248300181,2025-02-25,0.00088097037,
25,74248300191,2025-02-25,0.00097667974,
26,74294400311,2025-02-25,0.00134530284,
27,74294400321,2025-02-25,0.00129557619,
28,74248300191,2025-02-25,0.00099551799,
29,74294400161,2025-02-25,0.00103839474,
30,74294400171,2025-02-25,0.00113430609,
31,74294400231,2025-02-25,0.0011119976,
32,74294500011,2025-02-25,0.00117693306,
33,14449100061,2025-02-25,0.00032192091,
34,64249400081,2025-02-25,0.00010306332,
35,64249500231,2025-02-25,0.00010752127,
36,74222900301,2025-03-16,0.00041317147,
37,23229000101,2025-03-16,0.00062298599,
38,74225000191,2025-03-16,0.00018197952,
39,78331000021,2025-03-16,0.00070817184,
40,66210800011,2024-11-07,0.00124027609,
41,66240000121,2024-11-07,0.00611594961,
42,72306000061,2024-11-07,0.00103250269,
43,63560300171,2024-11-07,0.00048428912,
44,41305200145,2024-11-14,0.00073213741,
45,74294700281,2024-11-14,0.00092884296,
46,23261000231,2024-11-14,0.00014914377,
47,62252600011,2024-11-14,0.00025050215,
48,44560500011,2024-12-27,0.00024100329,
49,44560500021,2024-12-27,0.00027981562,
50,23261000231,2025-04-30,0.00014748058,
51,74294700281,2025-04-30,0.00092400956,
52,23261000201,2025-02-21,0.00013036603,
53,23283000151,2024-11-02,0.00018224791,
54,72110600231,2024-11-02,0.00028782394,
55,72554000121,2024-11-02,0.0001866907,
56,22720300031,2024-11-02,0.00014518681,
57,64249400701,2024-11-02,0.00024480353,
58,71187000081,2024-11-02,0.0016005137,
59,74227700031,2024-11-02,0.00060805938,
60,74248300191,2024-11-02,0.00099983495,
61,75340200151,2024-11-02,0.00024077877,
62,82289700031,2024-11-02,0.00127112411,
63,82292300081,2024-11-02,0.00070684313,
64,44560500021,2025-02-07,0.00026409876,
65,73252000081,2025-02-07,0.00012970042,
66,22720300031,2025-01-25,0.00016122036,
67,74294400231,2025-01-25,0.00113198902,
68,74294400311,2025-01-25,0.00129734039,
69,74294400321,2025-01-25,0.00132116094,
70,74295600061,2025-01-25,0.00131408283,
71,74227700041,2025-01-25,0.00072751214,
72,74248300191,2025-01-25,0.0009921794,
73,23281000151,2025-06-09,0.00012211311,
74,78380100031,2025-06-09,0.00017438585,
75,64249500181,2025-06-09,0.00016977357,
76,14449100061,2025-06-09,0.00032258549,
77,77449300051,2025-06-09,0.00059609877,
78,64249500181,2025-06-09,0.00016977353,
79,64249500181,2025-06-09,0.00016977357,
80,74226000251,2025-06-09,0.00052136537,
81,74248300181,2025-06-09,0.00098178819,
82,74294400171,2025-06-09,0.00130598877,
83,74294400281,2025-06-09,0.00145501715,
84,75161000181,2025-06-09,0.00013473205,
85,73112000161,2025-06-09,0.0005290207,
86,71343000071,2025-06-09,0.00065436141,
87,74248300011,2025-06-09,0.00045666762,
88,74249200041,2025-06-09,0.00022717567,
89,74294100021,2025-06-09,0.00068305629,
90,72608800011,2025-06-10,0.00114365541,
91,57201000071,2025-01-06,0.00146084664,
92,82292300081,2024-10-16,0.00072304702,
93,73254300151,2024-10-16,0.00015161421,
94,73254500021,2024-10-16,0.00020655034,
95,73254300151,2024-10-16,0.00015161421,
96,73254500021,2024-10-16,0.00020655034,
97,63540100391,2024-10-16,0.00014407303,
98,14298500031,2024-10-16,0.00011029241,
99,74298600221,2024-10-16,0.00272818862,
100,75219500421,2024-10-16,0.00073059785,
101,63540100391,2024-10-16,0.00014407303,
