COMID,Unnamed: 0,node_id,lat,lon,time,wse,wse_u,width,width_u,stationid,node_data_num,width_u_r
74031499,240,74266900040951,40.74839377,-86.3752066,752737969.258,175.58758,0.1002,128.464595,6.884318,USGS_03329000,159,0.05358922433064145
74031499,56,74266900040951,40.74839369,-86.3751864,752872136.616,175.48662,0.09775,102.366476,5.470856,USGS_03329000,159,0.053443824714645836
74031499,342,74266900040951,40.7483827,-86.3747401,753730272.672,174.60613,0.14952,84.857658,2.186108,USGS_03329000,159,0.02576205909430119
74031499,321,74266900040951,40.74828773,-86.3748043,754540674.714,175.37214,0.11079,89.057835,3.547267,USGS_03329000,159,0.039831049115442795
74031499,185,74266900040951,40.74835269,-86.3750453,754674842.146,175.19311,0.10084,100.628643,4.135719,USGS_03329000,159,0.041098825112845856
74031499,115,74266900040951,40.74833499,-86.3747787,756477546.073,175.21076,0.12592,108.587137,1.954763,USGS_03329000,159,0.01800179150132672
74031499,153,74266900040951,40.74848747,-86.3751936,757335683.671,175.53624,0.14398,96.610106,2.745606,USGS_03329000,159,0.02841944920337837
74031499,332,74266900040951,40.74834419,-86.3751357,758146084.254,175.13637,0.10576,92.590276,4.06369,USGS_03329000,159,0.043888950066419505
74031499,329,74266900040951,40.74838344,-86.3751426,758280251.401,176.79647,0.09971,114.731967,4.564303,USGS_03329000,159,0.03978231280563681
74031499,379,74266900040951,40.74840175,-86.3751703,759138388.979,175.53728,0.17839,100.059237,4.221633,USGS_03329000,159,0.04219133711763163
74031499,748,74266900040951,40.74843713,-86.3751411,759948790.523,177.06761,0.10105,137.667901,7.723557,USGS_03329000,159,0.056102816589031886
74031499,66,74266900040951,40.7484205,-86.3751953,760082957.729,176.49527,0.09924,118.347617,4.537242,USGS_03329000,159,0.038338262442580484
74031499,79,74266900040951,40.74845014,-86.3752643,760941093.495,175.74548,0.1209,104.667919,4.062187,USGS_03329000,159,0.03881023945837692
74031499,721,74266900040951,40.74833709,-86.375043,761751495.554,175.19705,0.09981,90.869708,5.089721,USGS_03329000,159,0.05601119572212117
74031499,471,74266900040951,40.74837329,-86.3749929,761885662.879,175.2039,0.09767,99.904577,5.057882,USGS_03329000,159,0.050627129926189465
74031499,133,74266900040951,40.74846006,-86.3751589,762743798.678,175.6883,0.12175,92.526341,3.481159,USGS_03329000,159,0.03762343741659469
74031499,513,74266900040951,40.74841236,-86.3752143,763554198.177,175.95117,0.10431,135.739277,6.727466,USGS_03329000,159,0.049561675505314505
74031499,495,74266900040951,40.74841686,-86.3752134,763688365.232,175.57881,0.0975,112.535119,4.608788,USGS_03329000,159,0.04095421981115069
74031499,306,74266900040951,40.74844271,-86.3752191,764546502.026,175.50047,0.11508,97.143167,3.553599,USGS_03329000,159,0.036581049493681836
74031499,230,74266900040951,40.74840415,-86.3750228,765356902.336,176.76489,0.10696,105.693284,4.998023,USGS_03329000,159,0.04728799040817011
74031499,595,74266900040951,40.74841623,-86.3751891,765491069.641,176.89498,0.09878,153.506331,5.944496,USGS_03329000,159,0.038724761130536044
74031499,246,74266900040951,40.74839263,-86.3752465,766349207.349,176.95318,0.11755,157.590218,5.864265,USGS_03329000,159,0.03721211300056708
74031499,316,74266900040951,40.74842898,-86.3752932,767159608.581,176.05738,0.10198,141.129622,7.575858,USGS_03329000,159,0.053680140941637325
74031499,172,74266900040951,40.74837805,-86.3751444,767293775.995,176.49367,0.10239,130.548622,5.295796,USGS_03329000,159,0.04056569819633945
74031499,395,74266900040951,40.74849261,-86.3749147,768104174.713,176.03343,0.25067,94.069412,2.939704,USGS_03329000,159,0.03125037073687672
74031499,694,74266900040951,40.74844954,-86.3752073,768962312.612,175.61961,0.09756,152.320046,7.30733,USGS_03329000,159,0.047973528054212906
74031499,484,74266900040951,40.74836205,-86.3751356,769096480.123,175.52074,0.10393,119.246525,5.167374,USGS_03329000,159,0.04333353948888657
74031499,639,74266900040951,40.7484286,-86.3752249,769954615.242,176.53778,0.11705,107.216517,3.937986,USGS_03329000,159,0.03672928491045834
74031499,351,74266900040951,40.74840656,-86.3753155,770765018.452,175.42206,0.10105,144.650171,8.727463,USGS_03329000,159,0.060334964968689876
74031499,242,74266900040951,40.74838549,-86.3750978,770899186.08,175.3385,0.10057,123.338773,5.688149,USGS_03329000,159,0.04611809296984007
74031499,457,74266900040951,40.74854649,-86.3746407,771757321.61,175.80005,0.15343,94.698115,2.60756,USGS_03329000,159,0.02753550057464185
74031499,733,74266900040951,40.74837685,-86.3749771,772567722.011,175.21776,0.10091,117.50422,6.604686,USGS_03329000,159,0.05620807490999047
74031499,83,74266900040951,40.74836075,-86.3751209,772701889.216,175.24043,0.10054,108.127512,4.699944,USGS_03329000,159,0.0434666803394126
74031499,326,74266900040951,40.74846264,-86.3746975,773560023.658,175.38992,0.18054,96.769098,1.849089,USGS_03329000,159,0.019108259126276034
74031499,428,74266900040951,40.74841182,-86.375272,774370426.125,176.2376,0.09842,177.444352,8.513943,USGS_03329000,159,0.04798091854735393
74031499,533,74266900040951,40.7484204,-86.3751443,774504593.642,175.81296,0.0966,141.457489,5.780278,USGS_03329000,159,0.040862297506214035
74031499,120,74266900040951,40.74826758,-86.3751091,750935263.954,175.40908,0.10277,107.650394,6.871611,USGS_03329000,159,0.06383266000865728
74031499,126,74266900040951,40.74840248,-86.3751168,751069431.358,175.34946,0.10218,102.811767,5.183344,USGS_03329000,159,0.050415863390423005
74031499,192,74266900040951,40.74839394,-86.3744132,750124862.164,174.87642,0.22444,83.122055,1.483344,USGS_03329000,159,0.017845372085663665
75040431,253,75365000070331,17.43621299,-91.4879423,743858202.544,15.32905,0.33045,283.608155,3.04096,GRDC_4362600,126,0.010722399713788203
75040431,424,75365000070331,17.43587878,-91.4888435,748321750.603,16.27141,0.31435,255.770788,2.075578,GRDC_4362600,126,0.008114992397020727
75040431,72,75365000070331,17.43598498,-91.4879532,748620558.935,14.27042,0.09296,308.862565,6.585685,GRDC_4362600,126,0.021322380068947492
75040431,709,75365000070331,17.43596376,-91.4878194,751927157.591,16.19825,0.16465,246.088311,4.409316,GRDC_4362600,126,0.017917616574645023
75040431,173,75365000070331,17.43597905,-91.4878202,757335273.74,15.22888,0.13087,275.505932,4.93079,GRDC_4362600,126,0.017897218997084973
75040431,139,75365000070331,17.43571513,-91.4862271,757634082.402,16.77443,0.22021,258.195387,1.590456,GRDC_4362600,126,0.0061598931664879055
75040431,335,75365000070331,17.43570548,-91.4880284,758279841.388,13.57155,0.2825,279.898982,3.132081,GRDC_4362600,126,0.01119004069832594
75040431,399,75365000070331,17.43598663,-91.4878765,759137979.026,13.68914,0.15253,259.350471,4.762523,GRDC_4362600,126,0.018363271065738682
75040431,72,75365000070331,17.43603724,-91.4880055,760082547.687,14.45313,0.15794,274.31297,4.53755,GRDC_4362600,126,0.01654150731553087
75040431,99,75365000070331,17.43603211,-91.4887035,760940683.517,13.51085,0.21312,312.625771,3.767626,GRDC_4362600,126,0.012051552845270713
75040431,539,75365000070331,17.43542905,-91.4878827,761239492.833,13.03582,0.13178,288.243037,3.021036,GRDC_4362600,126,0.010480863758037631
75040431,477,75365000070331,17.43588344,-91.4881136,761885252.817,13.03987,0.2896,279.946664,3.33197,GRDC_4362600,126,0.011902160048601259
75040431,405,75365000070331,17.4359469,-91.4875335,763042197.003,12.77085,0.10059,293.301114,5.886394,GRDC_4362600,126,0.020069456674480957
75040431,326,75365000070331,17.43586153,-91.4871426,764546092.058,12.09531,0.16999,264.132685,3.624201,GRDC_4362600,126,0.013721137919754232
75040431,601,75365000070331,17.43594087,-91.4877312,765490659.625,12.33225,0.11599,332.429184,5.301636,GRDC_4362600,126,0.015948166572523306
75040431,266,75365000070331,17.43598374,-91.4877095,766348797.421,12.165,0.12938,288.18761,5.307965,GRDC_4362600,126,0.01841843582380242
75040431,178,75365000070331,17.43595684,-91.4876871,767293366.02,12.35574,0.12282,326.945133,5.315393,GRDC_4362600,126,0.016257752336689472
75040431,370,75365000070331,17.43596159,-91.4876786,768450309.695,12.0018,0.09239,326.962859,7.605089,GRDC_4362600,126,0.023259794776874034
75040431,490,75365000070331,17.43582754,-91.4870497,769096070.163,12.47786,0.21359,280.000179,3.02541,GRDC_4362600,126,0.010805028806785156
75040431,74,75365000070331,17.43596467,-91.4877606,770253014.884,11.84498,0.09259,318.391364,7.204871,GRDC_4362600,126,0.02262897746183844
75040431,248,75365000070331,17.43592311,-91.487914,770898776.09,11.76327,0.12774,278.058034,4.811146,GRDC_4362600,126,0.017302668550120005
75040431,117,75365000070331,17.43598531,-91.4877587,772055720.164,15.35443,0.09327,303.349126,7.375413,GRDC_4362600,126,0.024313282511319975
75040431,346,75365000070331,17.43594562,-91.487396,773559613.704,16.69636,0.2024,288.848258,4.671884,GRDC_4362600,126,0.01617418097775061
75040431,345,75365000070331,17.43573279,-91.4864668,773858423.054,15.53925,0.1677,289.746909,3.828802,GRDC_4362600,126,0.013214297999638022
75040431,539,75365000070331,17.43592967,-91.4878668,774504183.609,15.93713,0.11734,305.089694,4.950267,GRDC_4362600,126,0.01622561199985995
82004055,257,82212100320381,67.25895309,-134.8914724,743902990.279,6.12466,0.11058,174.204136,8.016871,GRDC_4208040,81,0.04601998083443897
82004055,218,82212100320381,67.2595299,-134.8941531,744390046.469,5.81839,0.09183,901.909867,34.19468,GRDC_4208040,81,0.037913633336489484
82004055,78,82212100320381,67.25921424,-134.89384,744847559.804,5.58172,0.11891,352.512773,3.917443,GRDC_4208040,81,0.011112910793731721
82004055,360,82212100320381,67.25926277,-134.8904999,746192751.081,5.62274,0.09149,702.779003,28.68995,GRDC_4208040,81,0.04082357309698964
82004055,160,82212100320381,67.2593288,-134.8927196,746563823.536,5.8359,0.09464,370.697493,7.625234,GRDC_4208040,81,0.020569963768273986
82004055,222,82212100320381,67.25933614,-134.8928336,746650264.591,5.94135,0.1067,368.642811,5.339049,GRDC_4208040,81,0.014482986893239593
82004055,39,82212100320381,67.259163,-134.8955305,747050879.886,6.23546,0.10036,412.888938,3.62609,GRDC_4208040,81,0.00878224061309194
82004055,203,82212100320381,67.25932557,-134.8923866,747508401.88,6.53649,0.09168,353.350256,12.655377,GRDC_4208040,81,0.035815389362559284
82004055,61,82212100320381,67.25914089,-134.8943376,747995457.552,6.27149,0.09404,1010.069814,36.961518,GRDC_4208040,81,0.036593032964353095
82004055,521,82212100320381,67.25932728,-134.8927952,748366529.473,6.09073,0.09426,361.375253,7.289749,GRDC_4208040,81,0.020172241844130925
82004055,431,82212100320381,67.25933143,-134.8929406,748452970.276,6.17123,0.10839,375.857742,5.478607,GRDC_4208040,81,0.014576278170691508
82004055,331,82212100320381,67.25927064,-134.892162,749311105.018,5.95767,0.09387,372.963337,14.055677,GRDC_4208040,81,0.03768648444927443
82004055,127,82212100320381,67.25950508,-134.8898692,751600864.157,6.03767,0.09532,404.855699,21.540521,GRDC_4208040,81,0.05320542863347466
82004055,420,82212100320381,67.25936875,-134.8921587,751971936.59,6.31062,0.11072,349.637229,8.5812,GRDC_4208040,81,0.02454315298328829
82004055,466,82212100320381,67.25933534,-134.8930431,752458992.732,6.17751,0.10116,361.488728,6.524598,GRDC_4208040,81,0.018049243294800607
82004055,33,82212100320381,67.25965842,-134.8959914,752545433.667,6.08457,0.13402,366.826164,7.859953,GRDC_4208040,81,0.02142691490239502
82004055,408,82212100320381,67.25934923,-134.8926335,752916514.236,5.29698,0.0985,372.211491,14.610666,GRDC_4208040,81,0.03925366721147252
82004055,397,82212100320381,67.25929256,-134.8942054,753403569.276,6.45115,0.0944,924.555545,29.475588,GRDC_4208040,81,0.0318808190155844
82004055,627,82212100320381,67.25919742,-134.8914282,753774641.716,5.38745,0.12746,420.115149,7.375044,GRDC_4208040,81,0.01755481566793013
82004055,24,82212100320381,67.25936212,-134.8928519,754261698.037,5.25193,0.10483,362.649355,6.321282,GRDC_4208040,81,0.017430837564842767
82004055,91,82212100320381,67.25942357,-134.8918951,754348139.011,5.53533,0.30247,286.862963,5.267724,GRDC_4208040,81,0.018363207103874197
82004055,195,82212100320381,67.25938191,-134.8931055,754719219.766,5.45777,0.09876,360.599806,12.162278,GRDC_4208040,81,0.03372791054690695
82004055,31,82212100320381,67.25960483,-134.8928953,755206274.824,5.33069,0.11517,473.850401,22.291857,GRDC_4208040,81,0.047044081745960156
82004055,2,82212100320381,67.25922545,-134.8905336,755577346.357,4.89367,0.14481,333.606736,7.238329,GRDC_4208040,81,0.021697190790536076
82004055,156,82212100320381,67.25908691,-134.8967691,756064401.159,5.90918,0.39149,388.618563,4.572525,GRDC_4208040,81,0.011766100323931257
82004055,30,82212100320381,67.25949132,-134.8934775,756521923.799,4.87025,0.10313,428.140862,16.122299,GRDC_4208040,81,0.037656529499863534
82004055,213,82212100320381,67.2589927,-134.8901769,757380052.66,4.08623,0.1856,390.462136,8.779362,GRDC_4208040,81,0.02248454124115123
82004055,241,82212100320381,67.25980228,-134.8929858,758324629.045,4.66857,0.15436,406.81936,15.027012,GRDC_4208040,81,0.036937799617009374
82004055,409,82212100320381,67.25982514,-134.8915089,760127335.473,4.92377,0.12531,538.956695,19.20324,GRDC_4208040,81,0.03563039512849915
82004055,204,82212100320381,67.2595788,-134.8889155,761071903.719,8.64272,0.37693,333.495166,3.029148,GRDC_4208040,81,0.009083034205059513
82004055,186,82212100320381,67.25922437,-134.8961888,761472518.781,5.4277,0.20296,285.841051,4.192597,GRDC_4208040,81,0.014667581809304222
82004055,619,82212100320381,67.25969716,-134.8925037,761930040.652,4.99806,0.29538,411.538213,16.919179,GRDC_4208040,81,0.04111204856692129
82004055,37,82212100320381,67.25968943,-134.8886815,762874608.458,8.95094,0.3381,304.240808,3.846948,GRDC_4208040,81,0.012644418167598344
82004055,276,82212100320381,67.2597055,-134.8930201,763732742.797,5.18614,0.13281,616.541672,20.263847,GRDC_4208040,81,0.03286695436865782
82004055,426,82212100320381,67.25949048,-134.8916241,769140857.657,7.94113,0.10124,449.271503,11.802482,GRDC_4208040,81,0.026270266244774486
82004055,300,82212100320381,67.25921546,-134.8932477,770572482.366,8.81952,0.09999,376.475491,5.036223,GRDC_4208040,81,0.013377293131679586
82004055,146,82212100320381,67.25937015,-134.8919373,770943563.818,8.48244,0.09392,412.078678,14.713942,GRDC_4208040,81,0.03570663270279662
82004055,0,82212100320381,67.25937154,-134.8927747,771801690.583,7.11807,0.09433,354.484663,8.049036,GRDC_4208040,81,0.02270630252908854
82004055,257,82212100320381,67.25933431,-134.8927566,771888131.428,7.37362,0.10235,371.489296,5.322843,GRDC_4208040,81,0.01432838861661306
82004055,312,82212100320381,67.25934385,-134.8927345,772288745.762,6.59507,0.09407,363.208165,6.752323,GRDC_4208040,81,0.0185907797529827
82004055,494,82212100320381,67.25932809,-134.8928422,772375186.58,6.63804,0.09874,392.68775,5.663385,GRDC_4208040,81,0.014422107641503968
82004055,109,82212100320381,67.25912251,-134.8929397,772746266.829,5.24711,0.10676,198.205659,7.142229,GRDC_4208040,81,0.0360344353235646
82004055,312,82212100320381,67.25924959,-134.8957684,773233321.248,7.80748,0.09582,686.160134,26.8621,GRDC_4208040,81,0.03914844169597297
82004055,412,82212100320381,67.25937416,-134.8926991,773604392.764,6.12676,0.0937,383.13721,8.351481,GRDC_4208040,81,0.021797624407193444
82004055,93,82212100320381,67.2593411,-134.8928866,773690833.858,6.44839,0.10408,358.502176,5.546718,GRDC_4208040,81,0.015471922825930072
82004055,233,82212100320381,67.25964915,-134.8925562,774091449.234,6.70119,0.16986,323.910555,2.200145,GRDC_4208040,81,0.006792446143040939
82004055,363,82212100320381,67.25910403,-134.8928405,774177890.255,6.68184,0.11313,326.031245,3.712446,GRDC_4208040,81,0.011386779816149216
82004055,51,82212100320381,67.25934078,-134.8928817,774548971.361,6.06735,0.09339,382.946297,13.941872,GRDC_4208040,81,0.03640685941924645
82004055,216,82212100320381,67.25978326,-134.8894509,775036026.891,6.19962,0.20023,339.01979,18.600104,GRDC_4208040,81,0.0548643605731689
82004055,362,82212100320381,67.2593378,-134.8929199,775407098.672,5.98276,0.09599,354.824847,7.854366,GRDC_4208040,81,0.022135896249678367
82004055,366,82212100320381,67.25933353,-134.8929688,775493539.455,5.8161,0.10728,375.320696,5.369962,GRDC_4208040,81,0.014307662905964557
82004055,365,82212100320381,67.25945022,-134.8920433,751113809.02,5.42674,0.10292,410.226963,15.07459,GRDC_4208040,81,0.03674695073614652
82004055,4,82212100320381,67.25944042,-134.8908745,750656287.313,5.65109,0.16538,410.310404,2.544067,GRDC_4208040,81,0.006200347286343731
82004055,443,82212100320381,67.25923424,-134.8937333,750255672.268,5.68937,0.13883,359.161451,4.551498,GRDC_4208040,81,0.012672568248422628
82004055,477,82212100320381,67.25916363,-134.8935093,749798159.031,5.79611,0.09934,787.904475,46.325822,GRDC_4208040,81,0.0587962417652216
82004055,408,82212100320381,67.259384,-134.8928234,750169231.232,5.45929,0.09469,372.956674,7.112417,GRDC_4208040,81,0.019070357217953953
82004876,258,82214000080071,66.78643865,-133.0855451,743903000.778,14.71173,0.1035,209.082543,3.948648,Canada_10LA002,56,0.01888559390632627
82004876,161,82214000080071,66.78651459,-133.0862324,746563842.642,13.21892,0.0952,176.614591,12.16638,Canada_10LA002,56,0.06888660744909803
82004876,140,82214000080071,66.78646234,-133.0857327,746964438.774,13.27585,0.09648,248.693794,4.727951,Canada_10LA002,56,0.019011133828293277
82004876,42,82214000080071,66.78567295,-133.0846216,747050879.816,13.92201,0.22582,257.705573,2.350963,Canada_10LA002,56,0.009122670389437018
82004876,131,82214000080071,66.78572955,-133.083995,747421971.445,14.20495,0.13937,262.325154,1.697323,Canada_10LA002,56,0.006470302119788329
82004876,204,82214000080071,66.78639841,-133.0855387,747508412.381,13.40356,0.10913,182.960774,4.73473,Canada_10LA002,56,0.025878388555570935
82004876,522,82214000080071,66.78653759,-133.0853394,748366548.579,12.93954,0.12622,238.910899,12.454167,Canada_10LA002,56,0.0521289194094071
82004876,425,82214000080071,66.78589611,-133.0843026,749224674.865,13.3107,0.12817,207.751712,1.891619,Canada_10LA002,56,0.009105190911736024
82004876,332,82214000080071,66.78585073,-133.0843893,749311115.519,13.48539,0.18479,209.912985,1.602842,Canada_10LA002,56,0.007635744877812109
82004876,166,82214000080071,66.78711424,-133.0851829,751514423.271,13.17755,0.12776,324.235592,11.493652,Canada_10LA002,56,0.03544845872442036
82004876,421,82214000080071,66.78687264,-133.0866909,751971955.695,13.04662,0.11489,186.97091,14.191196,Canada_10LA002,56,0.07590055586722019
82004876,286,82214000080071,66.78633683,-133.0854487,752372551.665,13.5202,0.11221,220.595209,5.40531,Canada_10LA002,56,0.024503297349490485
82004876,469,82214000080071,66.78651981,-133.085137,752458992.663,14.16386,0.19565,235.456296,5.590446,Canada_10LA002,56,0.023743030426334404
82004876,682,82214000080071,66.78651797,-133.0858225,752830083.914,13.0641,0.10936,233.22569,5.658039,Canada_10LA002,56,0.024259930370449326
82004876,182,82214000080071,66.78681911,-133.0863172,754175256.931,13.15179,0.15599,311.634534,4.552108,Canada_10LA002,56,0.014607200112167287
82004876,27,82214000080071,66.7866508,-133.0849623,754261697.968,14.11556,0.31352,279.85,6.811025,Canada_10LA002,56,0.02433812756834018
82004876,279,82214000080071,66.78684332,-133.0857685,754632789.41,12.66221,0.13766,271.333101,5.070353,Canada_10LA002,56,0.018686820669181824
82004876,334,82214000080071,66.78751249,-133.0855215,755119833.949,12.41863,0.16781,101.740046,8.406929,Canada_10LA002,56,0.08263146450710274
82004876,14,82214000080071,66.78466871,-133.082508,755977959.994,13.16354,0.24408,236.399068,1.479309,Canada_10LA002,56,0.006257676954970059
82004876,485,82214000080071,66.78435653,-133.0832589,759583372.859,13.6828,0.36509,226.442929,1.674808,Canada_10LA002,56,0.007396159409331788
82004876,494,82214000080071,66.78739862,-133.0864467,769054427.306,14.67531,0.19984,218.057204,1.093735,Canada_10LA002,56,0.0050158168587725255
82004876,157,82214000080071,66.78658885,-133.0863859,770486041.189,13.03865,0.13802,224.481837,3.432928,Canada_10LA002,56,0.01529267599498484
82004876,620,82214000080071,66.78640419,-133.0855385,770857133.291,13.64914,0.09611,246.666037,7.005353,Canada_10LA002,56,0.02840015222687508
82004876,147,82214000080071,66.78629562,-133.0855494,770943574.321,14.14469,0.10542,230.101396,5.022626,Canada_10LA002,56,0.02182788147882423
82004876,302,82214000080071,66.78625536,-133.0856679,772202304.835,13.4965,0.10278,259.666586,4.778334,Canada_10LA002,56,0.01840180545986768
82004876,315,82214000080071,66.78624081,-133.0850691,772288745.692,13.8661,0.10167,291.842886,5.474791,Canada_10LA002,56,0.01875937794831154
82004876,1,82214000080071,66.78595642,-133.0846573,772659836.586,13.40125,0.10028,216.7477,3.159195,Canada_10LA002,56,0.014575448782155474
82004876,110,82214000080071,66.78588113,-133.0844821,772746277.331,13.60259,0.15634,188.206895,1.510426,Canada_10LA002,56,0.00802534891189826
82004876,413,82214000080071,66.7865994,-133.0856761,773604411.869,13.45193,0.10269,301.112138,14.313736,Canada_10LA002,56,0.04753623050559323
82004876,190,82214000080071,66.78636035,-133.0854936,774005008.097,14.22095,0.09489,241.110099,5.237667,Canada_10LA002,56,0.02172313404425254
82004876,236,82214000080071,66.78587068,-133.0842587,774091449.163,13.96521,0.19978,243.282257,1.943219,Canada_10LA002,56,0.007987508106684492
82004876,584,82214000080071,66.7857496,-133.0852421,774462540.916,13.72654,0.14953,161.421923,2.822452,Canada_10LA002,56,0.017484936045520906
82004876,52,82214000080071,66.78589643,-133.0841495,774548981.863,13.71084,0.1927,191.720181,1.18533,Canada_10LA002,56,0.006182604219427479
82004876,366,82214000080071,66.78672574,-133.0862918,751113819.521,12.79908,0.12239,209.985399,3.465941,Canada_10LA002,56,0.016505628565155618
62068909,274,62242500070881,-6.26185296,-55.7667435,743891954.337,170.73405,0.10416,187.320615,3.787906,Brazil_17675000,116,0.02022151165796674
62068909,171,62242500070881,-6.26254947,-55.7678855,746080305.559,172.33338,0.28905,278.792756,0.932705,Brazil_17675000,116,0.0033455137550274083
62068909,164,62242500070881,-6.26256769,-55.7679452,747497366.01,170.38309,0.09744,295.149942,6.047162,Brazil_17675000,116,0.020488440414465674
62068909,29,62242500070881,-6.26195769,-55.7670795,749300069.225,170.14251,0.09813,299.458982,8.233065,Brazil_17675000,116,0.027493130929029875
62068909,77,62242500070881,-6.26238333,-55.7677003,751488418.62,169.86831,0.09521,232.018415,7.337585,Brazil_17675000,116,0.031625011316450895
62068909,513,62242500070881,-6.26238188,-55.7684749,752905478.399,169.88236,0.34404,183.748838,1.036114,Brazil_17675000,116,0.0056387513046477055
62068909,13,62242500070881,-6.26220144,-55.7675594,753291123.78,172.06335,0.09564,288.423769,7.388048,Brazil_17675000,116,0.025615253644369375
62068909,77,62242500070881,-6.26303798,-55.7687662,760116299.677,174.48792,0.20937,221.702608,2.077798,Brazil_17675000,116,0.009372005222419396
62068909,482,62242500070881,-6.26309824,-55.768194,761919004.774,174.10014,0.10303,235.896424,4.905105,Brazil_17675000,116,0.02079346908624609
62068909,173,62242500070881,-6.26293989,-55.7682586,762304650.175,174.01812,0.11651,204.444256,4.252311,Brazil_17675000,116,0.020799366454198644
62068909,277,62242500070881,-6.26318642,-55.768336,765910057.522,174.88519,0.22035,205.471189,1.681477,Brazil_17675000,116,0.008183517154806556
62068909,226,62242500070881,-6.26275341,-55.7686744,769129821.879,174.24756,0.22113,226.576458,1.121724,Brazil_17675000,116,0.004950752650568842
62068909,381,62242500070881,-6.26313046,-55.7681925,769515467.266,173.46426,0.09981,247.801988,5.434071,Brazil_17675000,116,0.021929085572953515
62068909,496,62242500070881,-6.26252227,-55.7678211,770932528.066,172.0096,0.09823,248.297783,6.843183,Brazil_17675000,116,0.027560387037366338
62068909,259,62242500070881,-6.26248047,-55.7679085,772735230.983,170.86669,0.096,279.677377,7.720808,Brazil_17675000,116,0.02760612275050048
62068909,301,62242500070881,-6.2628461,-55.768687,773120875.827,170.88776,0.21666,181.573091,1.200754,Brazil_17675000,116,0.006613061403465341
62068909,73,62242500070881,-6.26238073,-55.767756,774537935.477,170.68167,0.09603,301.443263,7.906736,Brazil_17675000,116,0.026229599299421067
62068909,230,62242500070881,-6.26282244,-55.7688641,774923581.224,169.80001,0.1972,208.901973,1.009658,Brazil_17675000,116,0.004833166415331079
62068909,228,62242500070881,-6.26156925,-55.7665498,751102773.189,170.16941,0.10483,232.780957,3.63018,Brazil_17675000,116,0.015594832355638095
62099011,279,62247000260211,-9.63805793,-56.0163821,743892013.744,223.10395,0.09288,467.775518,8.724399,Brazil_17380000,96,0.018650824304148387
62099011,75,62247000260211,-9.63824047,-56.0163291,746938383.073,222.82247,0.12524,373.482053,7.590483,Brazil_17380000,96,0.020323554877749374
62099011,169,62247000260211,-9.63807525,-56.0162927,747497425.419,223.55743,0.09493,480.076076,9.221255,Brazil_17380000,96,0.019207903624008125
62099011,34,62247000260211,-9.6380587,-56.0163333,749300128.634,223.46689,0.09348,478.039941,8.810468,Brazil_17380000,96,0.018430401404471768
62099011,259,62247000260211,-9.63809217,-56.0163859,752346495.969,223.41031,0.11431,386.851092,7.216108,Brazil_17380000,96,0.018653451287142808
62099011,518,62247000260211,-9.6374671,-56.0165529,752905537.81,222.88888,0.09749,381.539901,5.409373,Brazil_17380000,96,0.014177738647575946
62099011,429,62247000260211,-9.63807651,-56.0163777,754149201.252,223.0659,0.09658,416.705433,7.198349,Brazil_17380000,96,0.01727443040081505
62099011,302,62247000260211,-9.63814582,-56.0161947,754708243.352,223.17505,0.09295,672.169697,8.401959,Brazil_17380000,96,0.012499758673292288
62099011,249,62247000260211,-9.63834191,-56.016036,755951904.445,225.02144,0.13306,433.523426,3.598142,Brazil_17380000,96,0.008299763713345447
62099011,544,62247000260211,-9.63834698,-56.0161874,756510947.4,223.27995,0.09315,524.897338,9.952139,Brazil_17380000,96,0.01896016283473703
62099011,174,62247000260211,-9.63839461,-56.0164934,757754611.394,224.19051,0.12443,327.823559,3.028436,Brazil_17380000,96,0.00923800598479867
62099011,454,62247000260211,-9.63804539,-56.0163437,758313652.703,224.74786,0.09302,477.731921,8.692496,Brazil_17380000,96,0.018195342655363406
62099011,193,62247000260211,-9.63898998,-56.0158106,759557317.114,225.12436,0.28727,392.439002,2.168763,Brazil_17380000,96,0.005526369675152726
62099011,82,62247000260211,-9.63807832,-56.0162951,760116359.085,225.04242,0.09239,463.42394,8.841048,Brazil_17380000,96,0.019077667847716286
62099011,24,62247000260211,-9.63685934,-56.0165783,761360021.863,221.2923,0.26443,294.360861,1.399473,Brazil_17380000,96,0.004754276758281394
62099011,487,62247000260211,-9.63807395,-56.0163206,761919064.177,226.60434,0.09229,456.921828,8.548978,Brazil_17380000,96,0.018709935652275293
62099011,63,62247000260211,-9.63839159,-56.016211,763721769.345,226.22144,0.09327,437.426856,8.314662,Brazil_17380000,96,0.019008119611201926
62099011,109,62247000260211,-9.63920235,-56.0161344,764965429.666,226.69604,0.1147,370.236989,5.368061,Brazil_17380000,96,0.014498986215556113
62099011,464,62247000260211,-9.63787933,-56.0164003,765524470.593,226.39405,0.09996,342.365425,5.369189,Brazil_17380000,96,0.01568262624650255
62099011,496,62247000260211,-9.63641426,-56.0164063,767327176.974,226.15996,0.19462,290.122123,1.972011,Brazil_17380000,96,0.00679717554665764
62099011,361,62247000260211,-9.63898154,-56.0162578,768570839.293,225.47128,0.10807,406.013315,4.421839,Brazil_17380000,96,0.010890871891726016
62099011,231,62247000260211,-9.63713417,-56.016016,769129881.296,224.52108,0.10143,419.703668,4.216292,Brazil_17380000,96,0.0100458783695929
62099011,66,62247000260211,-9.63703913,-56.0161549,770373544.403,223.81886,0.18547,303.099665,2.141193,Brazil_17380000,96,0.007064319916024981
