stationid,date,width,area_hypso,Q,Q_est,kge,nse,nrmse
humaqiao,2007-06-17,126.3462640984346,109.05640319353653,139.0,75.8816617319279,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2007-08-04,139.2675163542331,127.00464415423065,149.33333333333334,91.66972652061209,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2007-09-05,136.75885080499185,123.41913348602526,142.0,88.4627316514719,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2008-06-10,100.0286895647686,83.29574410432795,126.0,56.58675462802084,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2008-08-06,121.5179584146286,102.70523468269512,189.0,70.4672205605109,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2008-09-07,160.4623805814175,156.84442826774995,177.0,118.56581508023685,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2008-09-30,195.1080187357105,217.10443610313317,184.0,178.93318925275565,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2009-05-05,244.033313092609,319.7303922967331,335.0,293.8328017805456,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2009-05-21,188.654246054086,205.40760276417947,196.0,166.85643233940897,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2009-09-17,230.1567511280195,287.3975712828402,467.8333333333333,255.78937258368984,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2010-05-31,149.1376500879665,140.70213444902546,322.0,103.88099445055659,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2010-06-09,81.3910739584692,69.14381666511748,119.0,47.60262266778484,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2010-06-25,89.018202026128,76.38708398003149,72.0,52.942830906598346,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2010-08-28,245.172913191892,322.50748963039945,804.8,297.17424572813485,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2010-09-20,90.163261447344,77.36482444522848,225.28571428571428,53.618251994390256,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2011-05-11,91.08581331748204,78.16166068530289,176.0,54.17292549370978,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2011-06-12,232.01909193932948,291.58656161250724,890.0,260.6292647239796,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2011-07-05,89.6615091564079,76.93485126731282,180.0,53.32051318680145,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2011-08-06,151.6559476206765,144.38637089539694,345.45454545454544,107.24997242573902,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2011-09-23,95.87314514178404,80.937944869226,115.0,55.49009363803001,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2013-09-12,237.112530353867,303.27803368969995,393.0,274.2784851243834,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2013-09-28,244.757891140898,321.49462229366515,646.0,295.95444856737345,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2014-06-27,157.990541659852,153.31383444239904,108.0,115.33859857172841,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2014-07-29,242.66526360890447,316.43055746869294,325.0,289.8803459791319,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2014-08-23,147.46349442974264,138.19812036068575,114.0,101.57972491394246,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2014-08-30,146.56747318981814,136.8695655135947,112.0,100.36437088444376,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2014-10-01,214.7161205189185,254.45142962561454,127.0,218.70474744841724,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2014-10-10,161.74828623532,158.79834659381345,100.0,120.39542604811291,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2015-05-22,245.3224647226305,322.87289290005936,1020.0,297.61461073122706,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2015-06-14,233.334822670864,294.5706943088859,482.0,264.09246599488193,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2015-08-26,251.65024422128351,338.68446136565444,1230.0,316.8743130723006,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2015-09-02,244.757891140898,321.49462229366515,660.0,295.95444856737345,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2015-10-20,216.814847009476,258.7489701295336,144.0,223.44202416021935,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2016-06-25,241.493945535727,313.6216282091183,487.0,286.527073045224,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2016-08-19,224.5501532175305,275.07107228396654,275.0,241.70879299462726,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2016-08-28,209.55151145262948,244.13752056236618,149.0,207.47073094204876,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2016-09-13,250.450665169406,335.57842889505207,737.0,313.0413832085339,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2016-10-06,244.757891140898,321.49462229366515,282.0,295.95444856737345,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2017-05-11,181.481361638701,192.64585090453767,155.0,153.8643122098649,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2017-06-12,224.716385370639,275.43013471325526,278.0,242.11540144301821,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2017-07-05,136.40381487007755,122.91486472809298,125.0,88.01353968681705,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2017-07-21,215.49564750112552,256.04133065253734,198.0,220.45381061342533,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2017-08-15,234.0829030635195,296.2826027476131,450.0,266.08696997484725,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2017-08-31,251.65024422128351,338.68446136565444,985.0,316.8743130723006,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2017-10-09,239.840874791592,309.6863917580439,248.0,281.847739771612,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2017-10-25,215.0623209309,255.15553911081932,142.0,219.4784756170581,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2018-08-02,235.222503162803,298.900997478768,366.0,269.1449167394063,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2018-09-10,211.650212031866,248.28513106380828,256.0,211.9655101809063,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2018-10-05,237.67514826691303,304.5935147965293,423.0,275.82802583419664,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2002-10-16,76.9932803964496,65.68945176237843,95.4,45.35418137340821,0.30606086291610535,0.008482938997406708,0.8965190203129936
humaqiao,2011-07-21,241.773291712216,314.29029206060073,288.42857142857144,287.324426210038,0.30606086291610535,0.008482938997406708,0.8965190203129936
tonghe,2001-08-13,941.6690572239796,1635.122844945938,852.5,1015.4583892505985,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2001-08-30,1136.731065529263,3161.9214439809307,2540.0,2688.377974884151,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2001-09-14,952.5103944533856,1704.0153821619704,1150.0,1079.4927344247717,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2002-06-05,769.204968284706,775.8618344761451,352.0,335.44625617665724,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2003-04-21,905.8491388330846,1424.40373626542,524.0,827.9960745110951,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2004-08-22,963.0316682969768,1772.519319191924,1450.0,1144.3747617674057,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2005-06-29,993.4961026624624,1980.263662883386,2040.0,1348.2526219609335,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2005-08-09,1162.20329077906,3409.760322411218,4365.0,3003.9685085187657,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2006-07-02,1031.058135512762,2256.3227331011644,1530.0,1634.8965758712343,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2006-08-19,1130.2709286545632,3100.827275576339,3280.0,2612.2692749833955,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2007-05-02,1041.6495888421405,2338.2556687060983,1040.0,1723.2538205879846,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2007-07-05,1005.5097816763524,2066.081533975294,686.0,1435.4847455131098,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2007-07-14,1007.172966472455,2078.0987184075257,886.0,1447.8312249235375,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2007-07-30,937.6602595691104,1610.2329638195229,547.0,992.6463191955066,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2007-08-22,984.637101393214,1918.3838596925532,715.0,1286.4277813108629,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2007-08-31,892.8770684380097,1353.3619761796363,476.0,767.6663887300912,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2008-05-13,745.891268145618,686.7059686993691,387.0,279.3688904980227,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2008-05-20,811.7129666723109,954.6644921918594,370.0,457.25659900099674,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2008-08-17,989.7987281331074,1954.255627555819,592.0,1322.1519783712188,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2009-05-23,969.407471645551,1814.7545560383192,662.0,1184.957039296833,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2009-07-26,1138.24517959475,3176.2930789665243,3060.0,2706.37156630957,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2009-08-04,1056.1261512598833,2453.038076685022,2140.0,1849.440254631671,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2009-09-12,1069.78075057633,2564.363259603457,2060.0,1974.4512351273527,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2010-06-04,1061.35633839385,2495.5013364843144,1930.0,1896.8481011330025,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2010-07-29,1047.8176163940786,2386.761797219961,1790.0,1776.24016939006,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2010-09-08,1143.3144431223366,3224.8601997134406,3980.0,2767.481430202121,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2010-09-15,1147.84893591507,3268.617094716539,4292.5,2822.8899243291858,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2011-06-14,1081.8068638454167,2665.916734384691,2510.0,2090.8433746302576,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2011-07-25,1061.35633839385,2495.5013364843144,2040.0,1896.8481011330025,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2011-08-01,1056.0452541098266,2452.382929836884,1860.0,1848.7114999613837,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2011-08-26,1081.88071557611,2666.5500735588403,2460.0,2091.576116775783,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2011-09-02,1071.9804013579635,2582.435874687143,1380.0,1994.9638703506323,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2014-05-30,1130.2709286545632,3100.827275576339,2260.0,2612.2692749833955,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2015-09-06,1129.5457682688832,3094.054718233082,1980.0,2603.88090014599,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2016-08-23,617.3192561122237,269.60952187479705,400.0,66.71587438857519,0.6749672506446022,0.7441647762063774,0.3447141765830239
tonghe,2018-07-28,1154.5395520210398,3333.9695590773244,4350.0,2906.300576230113,0.6749672506446022,0.7441647762063774,0.3447141765830239
